"ANNEXURE...45"	"X."	"X..1"	"X..2"	"X..3"	"X..4"	"X..5"	"X..6"	"X..7"	"X..8"	"X..9"	"X..10"	"X..11"	"X..12"	"X..13"	"X..14"	"X..15"	"X..16"
"1"	"(Chapter XV,PARA 15.27.9)"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"2"	"Form 20"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"3"	"FINAL RESULT SHEET"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"4"	"[SEE RULE 56C(2)(C)]"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"5"	"ELECTION TO THE HOUSE OF THE PEOPLE FROM THE 2-Pashchim Champaran PARLIAMENTARY"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"6"	"CONSTITUENCY PART I"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"7"	"(To be used both for Parliamentary and Assembly Election)"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"8"	"Total No. of Electors in Assembly Constituency/Segment :  232233"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"9"	"Name of the Assembly/Segment:  Bettiah(8)"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"10"	"Serial No. of Polling Station"	"No. of Valid votes cast in favour of"	""	""	""	""	""	""	""	""	""	""	""	"Total of Valid Votes"	"No. of rejected votes"	"NOTA"	"Total"	"No.of tendered votes"
"11"	""	"Prakash Jha"	"Prabhu Raj Narain Rao"	"Raghunath Jha"	"Dr. Sanjay Jaiswal"	"Syed Shamim Akhtar"	"Anand Kaushal Singh"	"Sunil kumar Rao"	"Anand Prasad"	"Nafish Ahamad"	"Mohan Kumar"	"Ratan Kumar Sarkar"	"Syed Irshad Akhtar"	""	""	""	""	""
"12"	"1"	"2"	"3"	"4"	"5"	"6"	"7"	"8"	"9"	"10"	"11"	"12"	"13"	"14"	"15"	"16"	"17"	"18"
"13"	"1"	"124"	"11"	"7"	"476"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"619"	"0"	"6"	"625"	"0"
"14"	"2"	"154"	"9"	"5"	"418"	"2"	"3"	"1"	"2"	"3"	"0"	"0"	"0"	"597"	"0"	"3"	"600"	"0"
"15"	"3"	"272"	"10"	"20"	"465"	"4"	"1"	"3"	"2"	"7"	"1"	"0"	"3"	"788"	"0"	"14"	"802"	"0"
"16"	"4"	"205"	"4"	"13"	"341"	"2"	"1"	"0"	"0"	"1"	"0"	"0"	"0"	"567"	"0"	"1"	"568"	"0"
"17"	"5"	"326"	"24"	"16"	"414"	"2"	"2"	"2"	"1"	"3"	"3"	"3"	"1"	"797"	"0"	"11"	"808"	"0"
"18"	"6"	"277"	"11"	"20"	"123"	"2"	"4"	"1"	"0"	"9"	"2"	"0"	"0"	"449"	"0"	"2"	"451"	"0"
"19"	"7"	"368"	"24"	"14"	"302"	"2"	"2"	"0"	"2"	"8"	"4"	"0"	"2"	"728"	"0"	"14"	"742"	"0"
"20"	"8"	"217"	"13"	"16"	"266"	"4"	"3"	"1"	"1"	"0"	"0"	"3"	"1"	"525"	"0"	"4"	"529"	"0"
"21"	"9"	"323"	"9"	"13"	"442"	"3"	"7"	"2"	"1"	"6"	"5"	"2"	"2"	"815"	"0"	"8"	"823"	"0"
"22"	"10"	"460"	"16"	"9"	"62"	"0"	"3"	"0"	"1"	"11"	"2"	"1"	"2"	"567"	"0"	"4"	"571"	"0"
"23"	"11"	"323"	"12"	"4"	"182"	"0"	"0"	"1"	"0"	"6"	"0"	"0"	"0"	"528"	"0"	"9"	"537"	"0"
"24"	"12"	"272"	"11"	"13"	"352"	"4"	"5"	"0"	"1"	"6"	"2"	"1"	"1"	"668"	"0"	"9"	"677"	"0"
