"ANNEXURE...45"	"X."	"X..1"	"X..2"	"X..3"	"X..4"	"X..5"	"X..6"	"X..7"	"X..8"	"X..9"	"X..10"	"X..11"	"X..12"	"X..13"	"X..14"	"X..15"	"X..16"	"X..17"	"X..18"	"X..19"
"1"	"(Chapter XV,PARA 15.27.9)"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"2"	"Form 20"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"3"	"FINAL RESULT SHEET"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"4"	"[SEE RULE 56C(2)(C)]"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"5"	"ELECTION TO THE HOUSE OF THE PEOPLE FROM THE 3-Purbi Champaran PARLIAMENTARY"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"6"	"CONSTITUENCY PART I"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"7"	"(To be used both for Parliamentary and Assembly Election)"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"8"	"Total No. of Electors in Assembly Constituency/Segment :  219856"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"9"	"Name of the Assembly/Segment:  Harsidhi(13)"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"10"	"Serial No. of Polling Station"	"No. of Valid votes cast in favour of"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"Total of Valid Votes"	"No. of rejected votes"	"NOTA"	"Total"	"No.of tendered votes"
"11"	""	"Avaneesh Kumar Singh"	"Binod Kumar Shrivastva"	"Radha Mohan Singh"	"Suresh Paswan"	"Anil Kumar Singh"	"Amit Kumar Choubey"	"Md. Nasiruddin"	"Pawan Kumar"	"Paras Nath Pandey"	"Moqim Ansari"	"Raghunath Gupta"	"Shatrughan Tiwari"	"Dilip Singh"	"Pramod Kumar Pandey"	"Shambhu Das"	""	""	""	""	""
"12"	"1"	"2"	"3"	"4"	"5"	"6"	"7"	"8"	"9"	"10"	"11"	"12"	"13"	"14"	"15"	"16"	"17"	"18"	"19"	"20"	"21"
"13"	"1"	"79"	"118"	"274"	"6"	"0"	"2"	"1"	"5"	"1"	"0"	"0"	"2"	"8"	"5"	"5"	"506"	"0"	"11"	"517"	"0"
"14"	"2"	"152"	"152"	"246"	"3"	"0"	"2"	"2"	"4"	"1"	"4"	"2"	"5"	"74"	"8"	"5"	"660"	"0"	"15"	"675"	"0"
"15"	"3"	"149"	"174"	"213"	"7"	"3"	"4"	"2"	"5"	"2"	"3"	"3"	"6"	"13"	"3"	"2"	"589"	"0"	"8"	"597"	"0"
"16"	"4"	"203"	"285"	"178"	"2"	"2"	"6"	"2"	"1"	"4"	"3"	"0"	"3"	"6"	"6"	"9"	"710"	"0"	"20"	"730"	"0"
"17"	"5"	"277"	"86"	"320"	"15"	"2"	"16"	"5"	"4"	"2"	"3"	"5"	"3"	"13"	"6"	"2"	"759"	"0"	"15"	"774"	"0"
"18"	"6"	"142"	"31"	"485"	"3"	"1"	"4"	"2"	"1"	"0"	"1"	"4"	"0"	"30"	"12"	"5"	"721"	"0"	"25"	"746"	"0"
"19"	"7"	"103"	"110"	"84"	"2"	"1"	"2"	"1"	"0"	"2"	"3"	"1"	"1"	"7"	"6"	"8"	"331"	"0"	"13"	"344"	"0"
"20"	"8"	"133"	"51"	"246"	"3"	"1"	"15"	"2"	"1"	"2"	"2"	"3"	"2"	"1"	"4"	"7"	"473"	"0"	"19"	"492"	"0"
"21"	"9"	"145"	"250"	"253"	"5"	"1"	"17"	"2"	"1"	"0"	"2"	"2"	"2"	"7"	"11"	"12"	"710"	"0"	"15"	"725"	"0"
