"ANNEXURE...45"	"X."	"X..1"	"X..2"	"X..3"	"X..4"	"X..5"	"X..6"	"X..7"	"X..8"	"X..9"	"X..10"	"X..11"	"X..12"	"X..13"	"X..14"	"X..15"	"X..16"	"X..17"
"1"	"(Chapter XV,PARA 15.27.9)"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"2"	"Form 20"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"3"	"FINAL RESULT SHEET"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"4"	"[SEE RULE 56C(2)(C)]"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"5"	"ELECTION TO THE HOUSE OF THE PEOPLE FROM THE 28-Munger PARLIAMENTARY"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"6"	"CONSTITUENCY PART I"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"7"	"(To be used both for Parliamentary and Assembly Election)"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"8"	"Total No. of Electors in Assembly Constituency/Segment :  253311"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"9"	"Name of the Assembly/Segment:  Barh(179)"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"10"	"Serial No. of Polling Station"	"No. of Valid votes cast in favour of"	""	""	""	""	""	""	""	""	""	""	""	""	"Total of Valid Votes"	"No. of rejected votes"	"NOTA"	"Total"	"No.of tendered votes"
"11"	""	"Kamleshwari Mandal"	"Pragati Mehta"	"Rajiv Ranjan Singh alias Lalan Singh"	"Veena Devi"	"Ashok Kumar Singh"	"Pramod Kumar"	"Ram Badan Rai"	"Shankar Prasad"	"Sandeep"	"Suryoday Paswan"	"Uchit Kumar"	"Muzaffar Fakhruddin"	"Sharwan Kumar Anand"	""	""	""	""	""
"12"	"1"	"2"	"3"	"4"	"5"	"6"	"7"	"8"	"9"	"10"	"11"	"12"	"13"	"14"	"15"	"16"	"17"	"18"	"19"
"13"	"1"	"13"	"5"	"359"	"359"	"74"	"5"	"2"	"2"	"6"	"3"	"33"	"34"	"14"	"909"	"0"	"27"	"936"	"0"
"14"	"2"	"2"	"6"	"13"	"608"	"9"	"2"	"0"	"1"	"3"	"3"	"4"	"3"	"3"	"657"	"0"	"5"	"662"	"0"
"15"	"3"	"4"	"6"	"98"	"357"	"26"	"4"	"2"	"0"	"7"	"5"	"10"	"12"	"6"	"537"	"0"	"13"	"550"	"0"
"16"	"4"	"3"	"74"	"62"	"204"	"5"	"0"	"0"	"1"	"0"	"1"	"1"	"4"	"2"	"357"	"0"	"2"	"359"	"0"
"17"	"5"	"15"	"117"	"142"	"294"	"36"	"5"	"4"	"2"	"2"	"4"	"21"	"19"	"8"	"669"	"0"	"8"	"677"	"0"
"18"	"6"	"5"	"46"	"196"	"556"	"33"	"7"	"1"	"2"	"4"	"0"	"4"	"1"	"1"	"856"	"0"	"1"	"857"	"0"
"19"	"7"	"11"	"127"	"186"	"177"	"54"	"6"	"3"	"3"	"9"	"5"	"8"	"13"	"4"	"606"	"0"	"13"	"619"	"0"
"20"	"8"	"6"	"103"	"94"	"120"	"25"	"3"	"0"	"2"	"4"	"1"	"4"	"3"	"6"	"371"	"0"	"18"	"389"	"0"
"21"	"9"	"16"	"11"	"128"	"417"	"58"	"7"	"4"	"6"	"11"	"5"	"37"	"16"	"21"	"737"	"0"	"17"	"754"	"0"
"22"	"10"	"22"	"279"	"44"	"56"	"57"	"9"	"2"	"2"	"6"	"5"	"8"	"14"	"28"	"532"	"0"	"37"	"569"	"0"
"23"	"10A"	"15"	"251"	"24"	"115"	"16"	"5"	"5"	"1"	"3"	"5"	"13"	"7"	"15"	"475"	"0"	"26"	"501"	"0"
