"ANNEXURE...45"	"X."	"X..1"	"X..2"	"X..3"	"X..4"	"X..5"	"X..6"	"X..7"	"X..8"	"X..9"	"X..10"	"X..11"	"X..12"	"X..13"	"X..14"	"X..15"	"X..16"	"X..17"
"1"	"(Chapter XV,PARA 15.27.9)"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"2"	"Form 20"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"3"	"FINAL RESULT SHEET"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"4"	"[SEE RULE 56C(2)(C)]"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"5"	"ELECTION TO THE HOUSE OF THE PEOPLE FROM THE 28-Munger PARLIAMENTARY"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"6"	"CONSTITUENCY PART I"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"7"	"(To be used both for Parliamentary and Assembly Election)"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"8"	"Total No. of Electors in Assembly Constituency/Segment :  302297"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"9"	"Name of the Assembly/Segment:  Suryagarha(167)"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"10"	"Serial No. of Polling Station"	"No. of Valid votes cast in favour of"	""	""	""	""	""	""	""	""	""	""	""	""	"Total of Valid Votes"	"No. of rejected votes"	"NOTA"	"Total"	"No.of tendered votes"
"11"	""	"Kamleshwari Mandal"	"Pragati Mehta"	"Rajiv Ranjan Singh alias Lalan Singh"	"Veena Devi"	"Ashok Kumar Singh"	"Pramod Kumar"	"Ram Badan Rai"	"Shankar Prasad"	"Sandeep"	"Suryoday Paswan"	"Uchit Kumar"	"Muzaffar Fakhruddin"	"Sharwan Kumar Anand"	""	""	""	""	""
"12"	"1"	"2"	"3"	"4"	"5"	"6"	"7"	"8"	"9"	"10"	"11"	"12"	"13"	"14"	"15"	"16"	"17"	"18"	"19"
"13"	"1"	"11"	"198"	"180"	"94"	"34"	"12"	"13"	"4"	"9"	"9"	"10"	"11"	"4"	"589"	"0"	"15"	"604"	"0"
"14"	"2"	"6"	"12"	"421"	"73"	"93"	"8"	"3"	"3"	"5"	"1"	"2"	"6"	"2"	"635"	"0"	"11"	"646"	"0"
"15"	"3"	"0"	"4"	"141"	"41"	"6"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"193"	"0"	"0"	"193"	"0"
"16"	"4"	"0"	"0"	"186"	"323"	"18"	"2"	"0"	"0"	"1"	"2"	"8"	"3"	"3"	"546"	"0"	"2"	"548"	"0"
"17"	"5"	"14"	"44"	"230"	"140"	"57"	"5"	"2"	"6"	"7"	"4"	"9"	"15"	"10"	"543"	"0"	"26"	"569"	"0"
"18"	"6"	"3"	"1"	"273"	"295"	"24"	"2"	"2"	"0"	"3"	"1"	"5"	"10"	"5"	"624"	"0"	"6"	"630"	"0"
"19"	"7"	"11"	"23"	"225"	"195"	"56"	"6"	"1"	"0"	"3"	"5"	"6"	"6"	"4"	"541"	"0"	"11"	"552"	"0"
"20"	"8"	"0"	"4"	"421"	"77"	"4"	"0"	"1"	"0"	"0"	"0"	"0"	"3"	"1"	"511"	"0"	"4"	"515"	"0"
"21"	"9"	"0"	"3"	"468"	"32"	"15"	"2"	"0"	"0"	"2"	"0"	"4"	"3"	"1"	"530"	"0"	"0"	"530"	"0"
"22"	"10"	"0"	"0"	"62"	"282"	"8"	"2"	"0"	"0"	"0"	"2"	"0"	"0"	"0"	"356"	"0"	"1"	"357"	"0"
"23"	"11"	"3"	"500"	"40"	"30"	"8"	"0"	"0"	"0"	"0"	"0"	"2"	"0"	"1"	"584"	"0"	"2"	"586"	"0"
