"ANNEXURE...45"	"X."	"X..1"	"X..2"	"X..3"	"X..4"	"X..5"	"X..6"	"X..7"	"X..8"	"X..9"	"X..10"	"X..11"	"X..12"	"X..13"	"X..14"	"X..15"	"X..16"
"1"	"(Chapter XV,PARA 15.27.9)"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"2"	"Form 20"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"3"	"FINAL RESULT SHEET"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"4"	"[SEE RULE 56C(2)(C)]"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"5"	"ELECTION TO THE HOUSE OF THE PEOPLE FROM THE 23-Samastipur PARLIAMENTARY"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"6"	"CONSTITUENCY PART I"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"7"	"(To be used both for Parliamentary and Assembly Election)"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"8"	"Total No. of Electors in Assembly Constituency/Segment :  271038"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"9"	"Name of the Assembly/Segment:  Warishnagar(132)"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"10"	"Serial No. of Polling Station"	"No. of Valid votes cast in favour of"	""	""	""	""	""	""	""	""	""	""	""	"Total of Valid Votes"	"No. of rejected votes"	"NOTA"	"Total"	"No.of tendered votes"
"11"	""	"Dr Ashok Kumar"	"Maheshwar Hazari"	"Ram Chandra Ram"	"Ram Chandra Paswan"	"Amit Kumar"	"Ashok Paswan"	"Ganesh Kumar"	"Lal Bahadur Sada"	"Baleshwar Paswan"	"Vijay Kumar Ram"	"Shatrudhan Kumar Paswan"	"Mithilesh Kumar Rajak"	""	""	""	""	""
"12"	"1"	"2"	"3"	"4"	"5"	"6"	"7"	"8"	"9"	"10"	"11"	"12"	"13"	"14"	"15"	"16"	"17"	"18"
"13"	"1"	"129"	"253"	"13"	"135"	"10"	"8"	"34"	"8"	"16"	"7"	"16"	"11"	"640"	"0"	"67"	"707"	"0"
"14"	"2"	"486"	"153"	"11"	"137"	"3"	"4"	"9"	"7"	"7"	"9"	"12"	"13"	"851"	"0"	"22"	"873"	"0"
"15"	"3"	"59"	"186"	"11"	"251"	"6"	"13"	"20"	"12"	"14"	"17"	"9"	"18"	"616"	"0"	"28"	"644"	"0"
"16"	"4"	"552"	"65"	"7"	"193"	"8"	"3"	"8"	"8"	"21"	"14"	"13"	"14"	"906"	"0"	"30"	"936"	"0"
"17"	"5"	"364"	"118"	"1"	"45"	"1"	"2"	"6"	"3"	"1"	"5"	"7"	"10"	"563"	"0"	"31"	"594"	"0"
"18"	"6"	"473"	"92"	"9"	"197"	"5"	"6"	"12"	"7"	"21"	"16"	"15"	"9"	"862"	"0"	"34"	"896"	"0"
"19"	"7"	"198"	"84"	"12"	"406"	"7"	"12"	"9"	"6"	"49"	"13"	"14"	"21"	"831"	"0"	"34"	"865"	"0"
"20"	"8"	"561"	"124"	"5"	"159"	"8"	"5"	"10"	"6"	"17"	"11"	"8"	"13"	"927"	"0"	"39"	"966"	"0"
"21"	"9"	"321"	"87"	"4"	"235"	"1"	"1"	"5"	"3"	"4"	"6"	"2"	"8"	"677"	"0"	"11"	"688"	"0"
"22"	"10"	"518"	"188"	"7"	"254"	"6"	"2"	"32"	"6"	"17"	"4"	"10"	"12"	"1056"	"0"	"20"	"1076"	"0"
"23"	"11"	"441"	"34"	"2"	"77"	"0"	"0"	"2"	"0"	"3"	"1"	"2"	"2"	"564"	"0"	"3"	"567"	"0"
"24"	"12"	"564"	"115"	"3"	"127"	"0"	"0"	"3"	"4"	"0"	"2"	"2"	"4"	"824"	"0"	"11"	"835"	"0"
