"ANNEXURE...45"	"X."	"X..1"	"X..2"	"X..3"	"X..4"	"X..5"	"X..6"	"X..7"	"X..8"	"X..9"	"X..10"	"X..11"	"X..12"	"X..13"	"X..14"	"X..15"	"X..16"	"X..17"	"X..18"	"X..19"
"1"	"(Chapter XV,PARA 15.27.9)"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"2"	"Form 20"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"3"	"FINAL RESULT SHEET"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"4"	"[SEE RULE 56C(2)(C)]"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"5"	"ELECTION TO THE HOUSE OF THE PEOPLE FROM THE 3-Purbi Champaran PARLIAMENTARY"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"6"	"CONSTITUENCY PART I"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"7"	"(To be used both for Parliamentary and Assembly Election)"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"8"	"Total No. of Electors in Assembly Constituency/Segment :  229067"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"9"	"Name of the Assembly/Segment:  Govindganj(14)"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"10"	"Serial No. of Polling Station"	"No. of Valid votes cast in favour of"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"Total of Valid Votes"	"No. of rejected votes"	"NOTA"	"Total"	"No.of tendered votes"
"11"	""	"Avaneesh Kumar Singh"	"Binod Kumar Shrivastva"	"Radha Mohan Singh"	"Suresh Paswan"	"Anil Kumar Singh"	"Amit Kumar Choubey"	"Md. Nasiruddin"	"Pawan Kumar"	"Paras Nath Pandey"	"Moqim Ansari"	"Raghunath Gupta"	"Shatrughan Tiwari"	"Dilip Singh"	"Pramod Kumar Pandey"	"Shambhu Das"	""	""	""	""	""
"12"	"1"	"2"	"3"	"4"	"5"	"6"	"7"	"8"	"9"	"10"	"11"	"12"	"13"	"14"	"15"	"16"	"17"	"18"	"19"	"20"	"21"
"13"	"1"	"56"	"57"	"338"	"7"	"0"	"6"	"0"	"1"	"2"	"2"	"2"	"1"	"1"	"7"	"1"	"481"	"0"	"9"	"490"	"0"
"14"	"1A"	"98"	"82"	"263"	"3"	"3"	"8"	"2"	"0"	"3"	"4"	"2"	"2"	"3"	"8"	"5"	"486"	"0"	"16"	"502"	"0"
"15"	"2"	"132"	"53"	"270"	"8"	"4"	"6"	"1"	"2"	"2"	"1"	"2"	"4"	"10"	"20"	"8"	"523"	"0"	"9"	"532"	"0"
"16"	"3"	"48"	"29"	"315"	"8"	"3"	"5"	"2"	"1"	"3"	"3"	"2"	"4"	"9"	"14"	"4"	"450"	"0"	"9"	"459"	"0"
"17"	"4"	"48"	"107"	"390"	"10"	"0"	"2"	"1"	"0"	"5"	"0"	"2"	"1"	"9"	"8"	"0"	"583"	"0"	"2"	"585"	"0"
"18"	"5"	"34"	"53"	"269"	"5"	"1"	"1"	"1"	"4"	"1"	"5"	"1"	"2"	"2"	"3"	"6"	"388"	"0"	"3"	"391"	"0"
"19"	"6"	"105"	"194"	"266"	"1"	"0"	"7"	"1"	"3"	"3"	"3"	"4"	"3"	"14"	"12"	"8"	"624"	"0"	"11"	"635"	"0"
"20"	"7"	"45"	"245"	"213"	"3"	"1"	"4"	"0"	"0"	"2"	"0"	"0"	"3"	"1"	"4"	"2"	"523"	"0"	"1"	"524"	"0"
"21"	"8"	"97"	"140"	"735"	"17"	"2"	"9"	"2"	"1"	"1"	"2"	"1"	"2"	"11"	"4"	"2"	"1026"	"0"	"1"	"1027"	"0"
