"ANNEXURE...45"	"X."	"X..1"	"X..2"	"X..3"	"X..4"	"X..5"	"X..6"	"X..7"	"X..8"	"X..9"	"X..10"	"X..11"	"X..12"	"X..13"	"X..14"	"X..15"	"X..16"	"X..17"	"X..18"	"X..19"	"X..20"	"X..21"	"X..22"	"X..23"
"1"	"(Chapter XV,PARA 15.27.9)"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"2"	"Form 20"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"3"	"FINAL RESULT SHEET"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"4"	"[SEE RULE 56C(2)(C)]"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"5"	"ELECTION TO THE HOUSE OF THE PEOPLE FROM THE 5-Sitamarhi PARLIAMENTARY"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"6"	"CONSTITUENCY PART I"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"7"	"(To be used both for Parliamentary and Assembly Election)"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"8"	"Total No. of Electors in Assembly Constituency/Segment :  271603"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"9"	"Name of the Assembly/Segment:  Bajpatti(27)"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"10"	"Serial No. of Polling Station"	"No. of Valid votes cast in favour of"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"Total of Valid Votes"	"No. of rejected votes"	"NOTA"	"Total"	"No.of tendered votes"
"11"	""	"Arjun Rai"	"Mahesh Kumar"	"Sitaram Yadav"	"Kishori Das"	"Jay Kumar Chaudhary"	"Bharat Bhushan Sahni"	"Mahendra Prasad"	"Rajeev Ranjan"	"Ram Kumar Sharma"	"Satyendra Bhandari"	"Surendra Kumar"	"Syed Abu Dojana"	"Ajay Kumar"	"Chandrika Prasad"	"Narendra Mishra"	"Mahesh Nandan Singh"	"Mohammad Faiyaz Ahmad"	"Vinod Sah"	"Sone Lal Sah"	""	""	""	""	""
"12"	"1"	"2"	"3"	"4"	"5"	"6"	"7"	"8"	"9"	"10"	"11"	"12"	"13"	"14"	"15"	"16"	"17"	"18"	"19"	"20"	"21"	"22"	"23"	"24"	"25"
"13"	"1"	"33"	"12"	"474"	"14"	"1"	"2"	"1"	"9"	"234"	"2"	"4"	"3"	"7"	"31"	"17"	"41"	"6"	"6"	"9"	"906"	"0"	"4"	"910"	"0"
"14"	"2"	"13"	"4"	"375"	"6"	"1"	"0"	"0"	"2"	"85"	"4"	"0"	"6"	"2"	"6"	"5"	"12"	"1"	"2"	"8"	"532"	"0"	"10"	"542"	"0"
"15"	"3"	"227"	"3"	"30"	"5"	"2"	"1"	"2"	"1"	"147"	"4"	"2"	"0"	"1"	"0"	"1"	"1"	"4"	"0"	"1"	"432"	"0"	"1"	"433"	"0"
"16"	"4"	"7"	"3"	"40"	"0"	"1"	"0"	"1"	"4"	"305"	"2"	"2"	"1"	"0"	"0"	"1"	"7"	"0"	"1"	"0"	"375"	"0"	"0"	"375"	"0"
"17"	"5"	"224"	"12"	"274"	"13"	"8"	"4"	"4"	"5"	"97"	"6"	"4"	"10"	"7"	"22"	"4"	"23"	"8"	"2"	"1"	"728"	"0"	"6"	"734"	"0"
"18"	"6"	"147"	"3"	"139"	"3"	"2"	"1"	"2"	"4"	"75"	"3"	"7"	"2"	"3"	"15"	"10"	"32"	"9"	"1"	"10"	"468"	"0"	"7"	"475"	"0"
