"ANNEXURE...45"	"X."	"X..1"	"X..2"	"X..3"	"X..4"	"X..5"	"X..6"	"X..7"	"X..8"	"X..9"	"X..10"	"X..11"	"X..12"	"X..13"	"X..14"	"X..15"	"X..16"	"X..17"	"X..18"	"X..19"
"1"	"(Chapter XV,PARA 15.27.9)"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"2"	"Form 20"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"3"	"FINAL RESULT SHEET"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"4"	"[SEE RULE 56C(2)(C)]"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"5"	"ELECTION TO THE HOUSE OF THE PEOPLE FROM THE 3-Purbi Champaran PARLIAMENTARY"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"6"	"CONSTITUENCY PART I"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"7"	"(To be used both for Parliamentary and Assembly Election)"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"8"	"Total No. of Electors in Assembly Constituency/Segment :  214861"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"9"	"Name of the Assembly/Segment:  Kalyanpur(16)"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"10"	"Serial No. of Polling Station"	"No. of Valid votes cast in favour of"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"Total of Valid Votes"	"No. of rejected votes"	"NOTA"	"Total"	"No.of tendered votes"
"11"	""	"Avaneesh Kumar Singh"	"Binod Kumar Shrivastva"	"Radha Mohan Singh"	"Suresh Paswan"	"Anil Kumar Singh"	"Amit Kumar Choubey"	"Md. Nasiruddin"	"Pawan Kumar"	"Paras Nath Pandey"	"Moqim Ansari"	"Raghunath Gupta"	"Shatrughan Tiwari"	"Dilip Singh"	"Pramod Kumar Pandey"	"Shambhu Das"	""	""	""	""	""
"12"	"1"	"2"	"3"	"4"	"5"	"6"	"7"	"8"	"9"	"10"	"11"	"12"	"13"	"14"	"15"	"16"	"17"	"18"	"19"	"20"	"21"
"13"	"1"	"34"	"43"	"438"	"5"	"0"	"4"	"0"	"1"	"2"	"4"	"3"	"5"	"7"	"6"	"4"	"556"	"0"	"9"	"565"	"0"
"14"	"2"	"77"	"17"	"405"	"8"	"3"	"4"	"2"	"5"	"3"	"3"	"1"	"5"	"6"	"6"	"3"	"548"	"0"	"3"	"551"	"0"
"15"	"3"	"186"	"138"	"306"	"14"	"3"	"10"	"2"	"2"	"3"	"9"	"5"	"10"	"29"	"18"	"36"	"771"	"0"	"34"	"805"	"0"
"16"	"4"	"96"	"55"	"378"	"8"	"2"	"4"	"1"	"1"	"0"	"2"	"1"	"2"	"7"	"0"	"0"	"557"	"0"	"1"	"558"	"0"
"17"	"5"	"38"	"480"	"69"	"3"	"2"	"3"	"2"	"0"	"3"	"0"	"2"	"7"	"9"	"6"	"24"	"648"	"0"	"10"	"658"	"0"
"18"	"6"	"251"	"188"	"244"	"24"	"2"	"9"	"6"	"5"	"4"	"0"	"1"	"5"	"12"	"5"	"29"	"785"	"0"	"3"	"788"	"0"
"19"	"7"	"135"	"92"	"130"	"11"	"5"	"4"	"0"	"3"	"0"	"0"	"0"	"1"	"4"	"1"	"2"	"388"	"0"	"2"	"390"	"0"
"20"	"8"	"105"	"120"	"310"	"12"	"1"	"9"	"0"	"5"	"3"	"3"	"5"	"8"	"41"	"12"	"9"	"643"	"0"	"21"	"664"	"0"
"21"	"9"	"31"	"189"	"462"	"10"	"2"	"2"	"1"	"0"	"0"	"1"	"0"	"0"	"3"	"2"	"5"	"708"	"0"	"4"	"712"	"0"
