"ANNEXURE...45"	"X."	"X..1"	"X..2"	"X..3"	"X..4"	"X..5"	"X..6"	"X..7"	"X..8"	"X..9"	"X..10"	"X..11"	"X..12"	"X..13"	"X..14"	"X..15"	"X..16"	"X..17"
"1"	"(Chapter XV,PARA 15.27.9)"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"2"	"Form 20"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"3"	"FINAL RESULT SHEET"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"4"	"[SEE RULE 56C(2)(C)]"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"5"	"ELECTION TO THE HOUSE OF THE PEOPLE FROM THE 9-Araria PARLIAMENTARY"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"6"	"CONSTITUENCY PART I"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"7"	"(To be used both for Parliamentary and Assembly Election)"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"8"	"Total No. of Electors in Assembly Constituency/Segment :  272082"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"9"	"Name of the Assembly/Segment:  Narpatganj(46)"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"10"	"Serial No. of Polling Station"	"No. of Valid votes cast in favour of"	""	""	""	""	""	""	""	""	""	""	""	""	"Total of Valid Votes"	"No. of rejected votes"	"NOTA"	"Total"	"No.of tendered votes"
"11"	""	"ABDUL RAHMAN"	"TASLEEM UDDIN"	"PRADEEP KUMAR SINGH"	"VIJAY KUMAR MANDAL"	"MD. ASLAM BEG"	"CHANDRA BHUSHAN"	"RAJESH KUMAR"	"RAMANAND RISHIDEO"	"BIDAYANAND PASWAN"	"SANJAY KUMAR RISHIDEV"	"SAR WAT JAHRE ANSARI"	"ALAMDAR HUSSAIN"	"PANKAJ KISHOR MANDAL"	""	""	""	""	""
"12"	"1"	"2"	"3"	"4"	"5"	"6"	"7"	"8"	"9"	"10"	"11"	"12"	"13"	"14"	"15"	"16"	"17"	"18"	"19"
"13"	"1"	"38"	"176"	"641"	"195"	"12"	"10"	"18"	"10"	"5"	"5"	"6"	"5"	"4"	"1125"	"0"	"18"	"1143"	"0"
"14"	"2"	"18"	"450"	"446"	"86"	"5"	"4"	"3"	"2"	"5"	"8"	"4"	"3"	"9"	"1043"	"0"	"16"	"1059"	"0"
"15"	"3"	"20"	"220"	"294"	"125"	"7"	"3"	"6"	"10"	"7"	"5"	"6"	"4"	"10"	"717"	"0"	"9"	"726"	"0"
"16"	"4"	"10"	"181"	"263"	"119"	"2"	"8"	"4"	"4"	"1"	"2"	"4"	"2"	"1"	"601"	"0"	"6"	"607"	"0"
"17"	"5"	"6"	"92"	"363"	"135"	"5"	"13"	"4"	"4"	"4"	"4"	"7"	"7"	"7"	"651"	"0"	"15"	"666"	"0"
"18"	"6"	"27"	"54"	"196"	"129"	"5"	"9"	"4"	"4"	"2"	"4"	"4"	"1"	"16"	"455"	"0"	"19"	"474"	"0"
"19"	"6A"	"23"	"343"	"239"	"44"	"7"	"10"	"5"	"1"	"0"	"1"	"4"	"3"	"2"	"682"	"0"	"5"	"687"	"0"
"20"	"7"	"16"	"523"	"20"	"88"	"6"	"9"	"6"	"5"	"6"	"6"	"5"	"3"	"24"	"717"	"0"	"15"	"732"	"0"
"21"	"8"	"10"	"432"	"35"	"33"	"1"	"2"	"0"	"2"	"1"	"3"	"2"	"0"	"5"	"526"	"0"	"6"	"532"	"0"
"22"	"9"	"39"	"35"	"587"	"37"	"2"	"6"	"7"	"2"	"2"	"1"	"5"	"8"	"7"	"738"	"0"	"12"	"750"	"0"
