"ANNEXURE...45"	"X."	"X..1"	"X..2"	"X..3"	"X..4"	"X..5"	"X..6"	"X..7"	"X..8"	"X..9"	"X..10"	"X..11"	"X..12"	"X..13"	"X..14"	"X..15"	"X..16"
"1"	"(Chapter XV,PARA 15.27.9)"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"2"	"Form 20"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"3"	"FINAL RESULT SHEET"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"4"	"[SEE RULE 56C(2)(C)]"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"5"	"ELECTION TO THE HOUSE OF THE PEOPLE FROM THE 32-Arrah PARLIAMENTARY"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"6"	"CONSTITUENCY PART I"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"7"	"(To be used both for Parliamentary and Assembly Election)"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"8"	"Total No. of Electors in Assembly Constituency/Segment :  265536"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"9"	"Name of the Assembly/Segment:  Barhara(193)"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"10"	"Serial No. of Polling Station"	"No. of Valid votes cast in favour of"	""	""	""	""	""	""	""	""	""	""	""	"Total of Valid Votes"	"No. of rejected votes"	"NOTA"	"Total"	"No.of tendered votes"
"11"	""	"MEENA SINGH"	"RAMESH CHANDRA BADAL"	"RAJ KUMAR SINGH"	"SRIBHAGWAN SINGH KUSHWAHA"	"BAIJNATH YADAV"	"BHARAT BHUSHAN PANDEY"	"RAJU YADAV"	"SHAMBHU PRASAD SHARMA"	"DR. SURENDRA KUMAR PRASAD"	"ASHOK RAM"	"GOPAL SINGH"	"SHANKAR DAYAL PASWAN"	""	""	""	""	""
"12"	"1"	"2"	"3"	"4"	"5"	"6"	"7"	"8"	"9"	"10"	"11"	"12"	"13"	"14"	"15"	"16"	"17"	"18"
"13"	"1"	"6"	"2"	"176"	"163"	"7"	"2"	"0"	"1"	"0"	"3"	"3"	"2"	"365"	"0"	"4"	"369"	"0"
"14"	"2"	"28"	"0"	"108"	"75"	"1"	"1"	"1"	"0"	"1"	"2"	"0"	"0"	"217"	"0"	"2"	"219"	"0"
"15"	"3"	"11"	"3"	"60"	"336"	"7"	"3"	"2"	"1"	"3"	"8"	"3"	"1"	"438"	"0"	"8"	"446"	"0"
"16"	"4"	"8"	"0"	"116"	"184"	"7"	"2"	"0"	"2"	"4"	"1"	"1"	"2"	"327"	"0"	"4"	"331"	"0"
"17"	"5"	"16"	"5"	"92"	"274"	"4"	"2"	"3"	"3"	"1"	"4"	"1"	"1"	"406"	"0"	"2"	"408"	"0"
"18"	"6"	"21"	"8"	"20"	"369"	"8"	"2"	"14"	"2"	"2"	"6"	"4"	"1"	"457"	"0"	"3"	"460"	"0"
"19"	"7"	"37"	"0"	"27"	"525"	"6"	"0"	"1"	"1"	"0"	"2"	"1"	"4"	"604"	"0"	"7"	"611"	"0"
"20"	"8"	"109"	"9"	"59"	"204"	"4"	"2"	"2"	"2"	"0"	"2"	"3"	"2"	"398"	"0"	"3"	"401"	"0"
"21"	"9"	"8"	"1"	"25"	"377"	"11"	"5"	"1"	"3"	"5"	"8"	"3"	"4"	"451"	"0"	"10"	"461"	"0"
"22"	"10"	"33"	"10"	"99"	"633"	"31"	"4"	"2"	"6"	"7"	"19"	"5"	"7"	"856"	"0"	"30"	"886"	"0"
"23"	"11"	"87"	"11"	"204"	"144"	"3"	"4"	"3"	"1"	"4"	"9"	"4"	"2"	"476"	"0"	"8"	"484"	"0"
