"ANNEXURE...45"	"X."	"X..1"	"X..2"	"X..3"	"X..4"	"X..5"	"X..6"	"X..7"	"X..8"	"X..9"	"X..10"	"X..11"	"X..12"	"X..13"	"X..14"	"X..15"	"X..16"	"X..17"	"X..18"	"X..19"
"1"	"(Chapter XV,PARA 15.27.9)"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"2"	"Form 20"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"3"	"FINAL RESULT SHEET"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"4"	"[SEE RULE 56C(2)(C)]"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"5"	"ELECTION TO THE HOUSE OF THE PEOPLE FROM THE 4-Sheohar PARLIAMENTARY"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"6"	"CONSTITUENCY PART I"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"7"	"(To be used both for Parliamentary and Assembly Election)"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"8"	"Total No. of Electors in Assembly Constituency/Segment :  254863"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"9"	"Name of the Assembly/Segment:  Chiraia(20)"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"10"	"Serial No. of Polling Station"	"No. of Valid votes cast in favour of"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"Total of Valid Votes"	"No. of rejected votes"	"NOTA"	"Total"	"No.of tendered votes"
"11"	""	"Angesh Kumar"	"Md. Anwarul Haque"	"Rama Devi"	"Shahid Ali Khan"	"Jagranath Sahani"	"Jata Shankar Aatrey"	"Md. Nasruddin Ansari"	"Ramashankar Singh"	"Ram Lobhit Paswan"	"Laxman Paswan"	"Lovely Anand"	"Shatrughna Sahu"	"Ramashish Mahato"	"Shivanandan Prasad"	"Sanjay Prasad"	""	""	""	""	""
"12"	"1"	"2"	"3"	"4"	"5"	"6"	"7"	"8"	"9"	"10"	"11"	"12"	"13"	"14"	"15"	"16"	"17"	"18"	"19"	"20"	"21"
"13"	"1"	"9"	"335"	"65"	"13"	"1"	"3"	"1"	"3"	"4"	"2"	"3"	"0"	"0"	"6"	"0"	"445"	"0"	"2"	"447"	"0"
"14"	"1A"	"10"	"327"	"25"	"23"	"2"	"1"	"0"	"3"	"0"	"2"	"4"	"1"	"4"	"2"	"0"	"404"	"0"	"0"	"404"	"0"
"15"	"2"	"6"	"73"	"232"	"89"	"4"	"0"	"4"	"1"	"0"	"9"	"0"	"1"	"0"	"2"	"0"	"421"	"0"	"2"	"423"	"0"
"16"	"3"	"4"	"109"	"545"	"31"	"9"	"3"	"5"	"1"	"3"	"10"	"11"	"8"	"6"	"12"	"12"	"769"	"0"	"20"	"789"	"0"
"17"	"4"	"19"	"309"	"265"	"130"	"7"	"2"	"5"	"6"	"3"	"14"	"3"	"8"	"12"	"15"	"6"	"804"	"0"	"10"	"814"	"0"
"18"	"5"	"5"	"155"	"88"	"12"	"1"	"1"	"5"	"2"	"1"	"3"	"48"	"0"	"0"	"3"	"2"	"326"	"0"	"4"	"330"	"0"
"19"	"6"	"11"	"257"	"65"	"3"	"3"	"0"	"2"	"1"	"3"	"1"	"5"	"1"	"3"	"1"	"4"	"360"	"0"	"5"	"365"	"0"
"20"	"7"	"4"	"372"	"75"	"13"	"1"	"0"	"1"	"1"	"0"	"5"	"9"	"3"	"2"	"2"	"1"	"489"	"0"	"3"	"492"	"0"
"21"	"8"	"8"	"559"	"100"	"62"	"17"	"20"	"11"	"7"	"7"	"8"	"27"	"4"	"4"	"5"	"1"	"840"	"0"	"6"	"846"	"0"
