"ANNEXURE...45"	"X."	"X..1"	"X..2"	"X..3"	"X..4"	"X..5"	"X..6"	"X..7"	"X..8"	"X..9"	"X..10"	"X..11"	"X..12"	"X..13"	"X..14"	"X..15"	"X..16"
"1"	"(Chapter XV,PARA 15.27.9)"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"2"	"Form 20"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"3"	"FINAL RESULT SHEET"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"4"	"[SEE RULE 56C(2)(C)]"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"5"	"ELECTION TO THE HOUSE OF THE PEOPLE FROM THE 13-Madhepura PARLIAMENTARY"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"6"	"CONSTITUENCY PART I"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"7"	"(To be used both for Parliamentary and Assembly Election)"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"8"	"Total No. of Electors in Assembly Constituency/Segment :  260594"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"9"	"Name of the Assembly/Segment:  Mahishi(77)"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"10"	"Serial No. of Polling Station"	"No. of Valid votes cast in favour of"	""	""	""	""	""	""	""	""	""	""	""	"Total of Valid Votes"	"No. of rejected votes"	"NOTA"	"Total"	"No.of tendered votes"
"11"	""	"Guljar Kumar"	"Rajesh Ranjan @ Pappu Yadav"	"Vijay Kumar Singh"	"Sharad Yadav"	"Anwar Alam"	"Chandrashekhar Yadav"	"Bhikha Paswan"	"Mohammad Arshad Hussain"	"Sajan Kumar Jha"	"Prasanna Kumar"	"Mina Devi"	"Rajo Sah"	""	""	""	""	""
"12"	"1"	"2"	"3"	"4"	"5"	"6"	"7"	"8"	"9"	"10"	"11"	"12"	"13"	"14"	"15"	"16"	"17"	"18"
"13"	"1"	"4"	"417"	"11"	"70"	"1"	"1"	"0"	"1"	"1"	"2"	"2"	"6"	"516"	"0"	"9"	"525"	"0"
"14"	"2"	"19"	"325"	"25"	"88"	"5"	"0"	"0"	"6"	"2"	"4"	"7"	"9"	"490"	"0"	"21"	"511"	"0"
"15"	"3"	"28"	"533"	"22"	"57"	"1"	"0"	"3"	"2"	"1"	"0"	"1"	"8"	"656"	"0"	"3"	"659"	"0"
"16"	"4"	"5"	"133"	"51"	"310"	"8"	"2"	"6"	"8"	"4"	"6"	"11"	"4"	"548"	"0"	"26"	"574"	"0"
"17"	"5"	"10"	"231"	"36"	"112"	"1"	"3"	"1"	"4"	"1"	"1"	"1"	"3"	"404"	"0"	"2"	"406"	"0"
"18"	"6"	"11"	"276"	"14"	"149"	"3"	"0"	"1"	"3"	"3"	"0"	"0"	"4"	"464"	"0"	"5"	"469"	"0"
"19"	"7"	"4"	"317"	"8"	"16"	"0"	"0"	"1"	"2"	"0"	"0"	"5"	"24"	"377"	"0"	"20"	"397"	"0"
"20"	"8"	"11"	"167"	"100"	"189"	"7"	"6"	"6"	"8"	"7"	"4"	"10"	"17"	"532"	"0"	"35"	"567"	"0"
"21"	"9"	"9"	"233"	"42"	"309"	"5"	"5"	"3"	"8"	"4"	"0"	"1"	"6"	"625"	"0"	"8"	"633"	"0"
"22"	"10"	"15"	"71"	"203"	"121"	"3"	"1"	"2"	"10"	"1"	"3"	"5"	"3"	"438"	"0"	"11"	"449"	"0"
"23"	"10A"	"9"	"159"	"68"	"89"	"5"	"2"	"7"	"5"	"5"	"2"	"3"	"4"	"358"	"0"	"4"	"362"	"0"
"24"	"11"	"6"	"130"	"38"	"161"	"3"	"2"	"1"	"6"	"3"	"3"	"4"	"13"	"370"	"0"	"18"	"388"	"0"
