"ANNEXURE...45"	"X."	"X..1"	"X..2"	"X..3"	"X..4"	"X..5"	"X..6"	"X..7"	"X..8"	"X..9"	"X..10"	"X..11"	"X..12"	"X..13"	"X..14"	"X..15"	"X..16"
"1"	"(Chapter XV,PARA 15.27.9)"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"2"	"Form 20"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"3"	"FINAL RESULT SHEET"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"4"	"[SEE RULE 56C(2)(C)]"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"5"	"ELECTION TO THE HOUSE OF THE PEOPLE FROM THE 2-Pashchim Champaran PARLIAMENTARY"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"6"	"CONSTITUENCY PART I"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"7"	"(To be used both for Parliamentary and Assembly Election)"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"8"	"Total No. of Electors in Assembly Constituency/Segment :  241496"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"9"	"Name of the Assembly/Segment:  Raxaul(10)"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"10"	"Serial No. of Polling Station"	"No. of Valid votes cast in favour of"	""	""	""	""	""	""	""	""	""	""	""	"Total of Valid Votes"	"No. of rejected votes"	"NOTA"	"Total"	"No.of tendered votes"
"11"	""	"Prakash Jha"	"Prabhu Raj Narain Rao"	"Raghunath Jha"	"Dr. Sanjay Jaiswal"	"Syed Shamim Akhtar"	"Anand Kaushal Singh"	"Sunil kumar Rao"	"Anand Prasad"	"Nafish Ahamad"	"Mohan Kumar"	"Ratan Kumar Sarkar"	"Syed Irshad Akhtar"	""	""	""	""	""
"12"	"1"	"2"	"3"	"4"	"5"	"6"	"7"	"8"	"9"	"10"	"11"	"12"	"13"	"14"	"15"	"16"	"17"	"18"
"13"	"1"	"126"	"19"	"101"	"488"	"14"	"1"	"2"	"8"	"8"	"12"	"4"	"5"	"788"	"0"	"8"	"796"	"0"
"14"	"2"	"113"	"10"	"71"	"590"	"2"	"2"	"2"	"8"	"8"	"10"	"3"	"9"	"828"	"0"	"4"	"832"	"0"
"15"	"3"	"250"	"16"	"27"	"223"	"7"	"4"	"4"	"1"	"7"	"11"	"5"	"4"	"559"	"0"	"9"	"568"	"0"
"16"	"4"	"171"	"8"	"19"	"398"	"4"	"1"	"2"	"1"	"6"	"3"	"1"	"5"	"619"	"0"	"4"	"623"	"0"
"17"	"5"	"476"	"24"	"38"	"320"	"6"	"2"	"1"	"4"	"15"	"8"	"8"	"5"	"907"	"0"	"15"	"922"	"0"
"18"	"6"	"105"	"11"	"74"	"133"	"2"	"1"	"4"	"2"	"3"	"2"	"4"	"10"	"351"	"0"	"13"	"364"	"0"
"19"	"7"	"59"	"8"	"49"	"501"	"12"	"3"	"2"	"2"	"7"	"9"	"5"	"5"	"662"	"0"	"6"	"668"	"0"
"20"	"8"	"19"	"10"	"416"	"142"	"4"	"4"	"2"	"13"	"1"	"17"	"25"	"12"	"665"	"0"	"23"	"688"	"0"
"21"	"9"	"82"	"11"	"310"	"165"	"7"	"1"	"2"	"9"	"7"	"5"	"7"	"11"	"617"	"0"	"19"	"636"	"0"
"22"	"10"	"132"	"9"	"170"	"80"	"5"	"2"	"2"	"7"	"6"	"7"	"5"	"9"	"434"	"0"	"23"	"457"	"0"
"23"	"11"	"13"	"3"	"132"	"198"	"2"	"0"	"4"	"8"	"1"	"5"	"8"	"3"	"377"	"0"	"9"	"386"	"0"
"24"	"12"	"92"	"10"	"172"	"475"	"13"	"4"	"5"	"12"	"6"	"12"	"10"	"18"	"829"	"0"	"15"	"844"	"0"
