"ANNEXURE...45"	"X."	"X..1"	"X..2"	"X..3"	"X..4"	"X..5"	"X..6"	"X..7"	"X..8"	"X..9"	"X..10"	"X..11"	"X..12"	"X..13"	"X..14"	"X..15"	"X..16"
"1"	"(Chapter XV,PARA 15.27.9)"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"2"	"Form 20"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"3"	"FINAL RESULT SHEET"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"4"	"[SEE RULE 56C(2)(C)]"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"5"	"ELECTION TO THE HOUSE OF THE PEOPLE FROM THE 24-Begusarai PARLIAMENTARY"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"6"	"CONSTITUENCY PART I"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"7"	"(To be used both for Parliamentary and Assembly Election)"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"8"	"Total No. of Electors in Assembly Constituency/Segment :  293451"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"9"	"Name of the Assembly/Segment:  Begusarai(146)"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"10"	"Serial No. of Polling Station"	"No. of Valid votes cast in favour of"	""	""	""	""	""	""	""	""	""	""	""	"Total of Valid Votes"	"No. of rejected votes"	"NOTA"	"Total"	"No.of tendered votes"
"11"	""	"Md. Tanveer Hassan"	"Bhola Singh"	"Rajendra Prasad Singh"	"Ram Padarath Yadav"	"Pinki Devi"	"Sunil Kumar"	"Hari Kant Prasad"	"Pankaj Paswan"	"Mohammad Javed"	"Rajendra Yadav"	"Vaij Nath Paswan"	"Sushil Kumar"	""	""	""	""	""
"12"	"1"	"2"	"3"	"4"	"5"	"6"	"7"	"8"	"9"	"10"	"11"	"12"	"13"	"14"	"15"	"16"	"17"	"18"
"13"	"1"	"131"	"278"	"91"	"1"	"2"	"1"	"0"	"1"	"0"	"1"	"6"	"4"	"516"	"0"	"13"	"529"	"0"
"14"	"2"	"136"	"178"	"59"	"1"	"0"	"6"	"0"	"1"	"0"	"1"	"5"	"5"	"392"	"0"	"4"	"396"	"0"
"15"	"3"	"197"	"136"	"62"	"5"	"2"	"5"	"0"	"0"	"0"	"1"	"4"	"6"	"418"	"0"	"7"	"425"	"0"
"16"	"4"	"290"	"311"	"74"	"2"	"9"	"2"	"1"	"2"	"1"	"1"	"8"	"6"	"707"	"0"	"16"	"723"	"0"
"17"	"5"	"122"	"416"	"77"	"2"	"2"	"4"	"0"	"0"	"3"	"2"	"1"	"3"	"632"	"0"	"8"	"640"	"0"
"18"	"6"	"328"	"236"	"65"	"1"	"4"	"10"	"2"	"2"	"2"	"4"	"5"	"3"	"662"	"0"	"26"	"688"	"0"
"19"	"7"	"365"	"85"	"31"	"2"	"2"	"6"	"1"	"1"	"0"	"0"	"2"	"6"	"501"	"0"	"16"	"517"	"0"
"20"	"8"	"358"	"188"	"40"	"21"	"3"	"1"	"2"	"1"	"0"	"3"	"5"	"6"	"628"	"0"	"25"	"653"	"0"
"21"	"9"	"229"	"186"	"30"	"3"	"3"	"6"	"1"	"0"	"1"	"1"	"3"	"4"	"467"	"0"	"18"	"485"	"0"
"22"	"10"	"184"	"195"	"61"	"1"	"4"	"4"	"4"	"1"	"1"	"1"	"7"	"4"	"467"	"0"	"7"	"474"	"0"
"23"	"10A"	"176"	"194"	"15"	"0"	"0"	"2"	"1"	"2"	"0"	"1"	"2"	"1"	"394"	"0"	"4"	"398"	"0"
"24"	"11"	"82"	"275"	"95"	"1"	"0"	"6"	"1"	"1"	"0"	"3"	"3"	"1"	"468"	"0"	"8"	"476"	"0"
