"ANNEXURE...45"	"X."	"X..1"	"X..2"	"X..3"	"X..4"	"X..5"	"X..6"	"X..7"	"X..8"	"X..9"	"X..10"	"X..11"	"X..12"	"X..13"	"X..14"	"X..15"	"X..16"	"X..17"	"X..18"	"X..19"
"1"	"(Chapter XV,PARA 15.27.9)"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"2"	"Form 20"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"3"	"FINAL RESULT SHEET"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"4"	"[SEE RULE 56C(2)(C)]"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"5"	"ELECTION TO THE HOUSE OF THE PEOPLE FROM THE 35-Karakat PARLIAMENTARY"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"6"	"CONSTITUENCY PART I"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"7"	"(To be used both for Parliamentary and Assembly Election)"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"8"	"Total No. of Electors in Assembly Constituency/Segment :  0"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"9"	"Name of the Assembly/Segment:  Goh(219)"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"10"	"Serial No. of Polling Station"	"No. of Valid votes cast in favour of"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"Total of Valid Votes"	"No. of rejected votes"	"NOTA"	"Total"	"No.of tendered votes"
"11"	""	"Kanti Singh"	"Mahabali Singh"	"Sanjay Kewat"	"Upendra Kushwaha"	"Ghulam Kundanam"	"Dinesh Kumar"	"Pradeep Kumar Joshi"	"Rajni Dubey"	"Raja Ram Singh"	"Veena Bharti"	"Imran Ali"	"Md. Diwas Ansari"	"Bhairaw Dayal Singh"	"Ram Dayal Singh"	"Satya Narayan Singh"	""	""	""	""	""
"12"	"1"	"2"	"3"	"4"	"5"	"6"	"7"	"8"	"9"	"10"	"11"	"12"	"13"	"14"	"15"	"16"	"17"	"18"	"19"	"20"	"21"
"13"	"1"	"407"	"38"	"13"	"69"	"4"	"1"	"10"	"1"	"16"	"0"	"1"	"0"	"0"	"1"	"2"	"563"	"0"	"1"	"564"	"0"
"14"	"2"	"188"	"145"	"27"	"159"	"2"	"0"	"3"	"0"	"1"	"0"	"0"	"0"	"0"	"5"	"5"	"535"	"0"	"1"	"536"	"0"
"15"	"3"	"260"	"96"	"2"	"84"	"2"	"2"	"4"	"2"	"9"	"1"	"0"	"1"	"3"	"4"	"5"	"475"	"0"	"7"	"482"	"0"
"16"	"4"	"359"	"92"	"20"	"118"	"1"	"2"	"0"	"0"	"2"	"0"	"0"	"2"	"6"	"2"	"3"	"607"	"0"	"3"	"610"	"0"
"17"	"5"	"271"	"98"	"3"	"179"	"2"	"0"	"0"	"1"	"12"	"1"	"0"	"1"	"7"	"2"	"4"	"581"	"0"	"7"	"588"	"0"
"18"	"6"	"144"	"123"	"27"	"167"	"9"	"2"	"5"	"6"	"8"	"2"	"6"	"11"	"12"	"3"	"13"	"538"	"0"	"13"	"551"	"0"
"19"	"7"	"182"	"67"	"5"	"74"	"1"	"0"	"0"	"0"	"13"	"1"	"0"	"0"	"3"	"3"	"1"	"350"	"0"	"1"	"351"	"0"
"20"	"8"	"87"	"289"	"2"	"151"	"4"	"0"	"1"	"0"	"0"	"2"	"1"	"0"	"1"	"1"	"2"	"541"	"0"	"2"	"543"	"0"
"21"	"9"	"247"	"43"	"41"	"480"	"4"	"1"	"1"	"2"	"1"	"3"	"1"	"1"	"5"	"2"	"4"	"836"	"0"	"7"	"843"	"0"
