"ANNEXURE...45"	"X."	"X..1"	"X..2"	"X..3"	"X..4"	"X..5"	"X..6"	"X..7"	"X..8"	"X..9"	"X..10"	"X..11"	"X..12"	"X..13"	"X..14"	"X..15"	"X..16"	"X..17"
"1"	"(Chapter XV,PARA 15.27.9)"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"2"	"Form 20"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"3"	"FINAL RESULT SHEET"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"4"	"[SEE RULE 56C(2)(C)]"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"5"	"ELECTION TO THE HOUSE OF THE PEOPLE FROM THE 25-Khagaria PARLIAMENTARY"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"6"	"CONSTITUENCY PART I"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"7"	"(To be used both for Parliamentary and Assembly Election)"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"8"	"Total No. of Electors in Assembly Constituency/Segment :  215915"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"9"	"Name of the Assembly/Segment:  Alauli(148)"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"10"	"Serial No. of Polling Station"	"No. of Valid votes cast in favour of"	""	""	""	""	""	""	""	""	""	""	""	""	"Total of Valid Votes"	"No. of rejected votes"	"NOTA"	"Total"	"No.of tendered votes"
"11"	""	"Krishna Kumari Yadav"	"Choudhary Mahboob Ali Kaiser"	"Jagdish Chandra Vasu"	"Dinesh Chandra Yadav"	"Rajesh Kumar"	"Ganesh Mukhiya Nishad"	"Tej Bahadur Singh"	"Brahamdeo Mukhia"	"Makkhan Sah"	"Rajeev Ranjan"	"Dr. Swami Vivekanand"	"Umesh Chandra Bharti"	"Satish Prasad Singh"	""	""	""	""	""
"12"	"1"	"2"	"3"	"4"	"5"	"6"	"7"	"8"	"9"	"10"	"11"	"12"	"13"	"14"	"15"	"16"	"17"	"18"	"19"
"13"	"1"	"372"	"236"	"48"	"71"	"3"	"0"	"3"	"4"	"1"	"3"	"2"	"12"	"11"	"766"	"0"	"28"	"794"	"0"
"14"	"2"	"29"	"457"	"23"	"273"	"7"	"3"	"4"	"13"	"8"	"3"	"9"	"12"	"17"	"858"	"0"	"31"	"889"	"0"
"15"	"3"	"19"	"620"	"9"	"6"	"3"	"1"	"1"	"3"	"2"	"4"	"5"	"18"	"11"	"702"	"0"	"47"	"749"	"0"
"16"	"4"	"26"	"348"	"15"	"42"	"4"	"1"	"4"	"10"	"4"	"4"	"9"	"18"	"12"	"497"	"0"	"8"	"505"	"0"
"17"	"5"	"69"	"342"	"13"	"30"	"5"	"2"	"1"	"6"	"2"	"4"	"4"	"12"	"13"	"503"	"0"	"11"	"514"	"0"
"18"	"6"	"59"	"31"	"34"	"151"	"9"	"2"	"5"	"2"	"2"	"4"	"7"	"10"	"8"	"324"	"0"	"13"	"337"	"0"
"19"	"7"	"23"	"188"	"17"	"178"	"8"	"2"	"7"	"4"	"1"	"2"	"6"	"21"	"11"	"468"	"0"	"24"	"492"	"0"
"20"	"8"	"55"	"391"	"11"	"29"	"1"	"1"	"3"	"9"	"4"	"11"	"3"	"22"	"14"	"554"	"0"	"17"	"571"	"0"
"21"	"9"	"61"	"565"	"29"	"56"	"8"	"6"	"8"	"15"	"9"	"3"	"6"	"32"	"33"	"831"	"0"	"61"	"892"	"0"
"22"	"10"	"14"	"79"	"14"	"256"	"3"	"1"	"2"	"3"	"3"	"2"	"11"	"9"	"17"	"414"	"0"	"41"	"455"	"0"
