"ANNEXURE...45"	"X."	"X..1"	"X..2"	"X..3"	"X..4"	"X..5"	"X..6"	"X..7"	"X..8"	"X..9"	"X..10"	"X..11"	"X..12"	"X..13"	"X..14"	"X..15"	"X..16"	"X..17"
"1"	"(Chapter XV,PARA 15.27.9)"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"2"	"Form 20"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"3"	"FINAL RESULT SHEET"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"4"	"[SEE RULE 56C(2)(C)]"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"5"	"ELECTION TO THE HOUSE OF THE PEOPLE FROM THE 28-Munger PARLIAMENTARY"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"6"	"CONSTITUENCY PART I"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"7"	"(To be used both for Parliamentary and Assembly Election)"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"8"	"Total No. of Electors in Assembly Constituency/Segment :  332108"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"9"	"Name of the Assembly/Segment:  Lakhisarai(168)"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"10"	"Serial No. of Polling Station"	"No. of Valid votes cast in favour of"	""	""	""	""	""	""	""	""	""	""	""	""	"Total of Valid Votes"	"No. of rejected votes"	"NOTA"	"Total"	"No.of tendered votes"
"11"	""	"Kamleshwari Mandal"	"Pragati Mehta"	"Rajiv Ranjan Singh alias Lalan Singh"	"Veena Devi"	"Ashok Kumar Singh"	"Pramod Kumar"	"Ram Badan Rai"	"Shankar Prasad"	"Sandeep"	"Suryoday Paswan"	"Uchit Kumar"	"Muzaffar Fakhruddin"	"Sharwan Kumar Anand"	""	""	""	""	""
"12"	"1"	"2"	"3"	"4"	"5"	"6"	"7"	"8"	"9"	"10"	"11"	"12"	"13"	"14"	"15"	"16"	"17"	"18"	"19"
"13"	"1"	"9"	"22"	"410"	"44"	"17"	"5"	"1"	"1"	"0"	"1"	"1"	"3"	"1"	"515"	"0"	"5"	"520"	"0"
"14"	"2"	"4"	"30"	"322"	"48"	"49"	"5"	"7"	"6"	"3"	"1"	"2"	"3"	"2"	"482"	"0"	"15"	"497"	"0"
"15"	"3"	"3"	"109"	"20"	"148"	"8"	"0"	"0"	"0"	"2"	"3"	"4"	"3"	"4"	"304"	"0"	"9"	"313"	"0"
"16"	"4"	"2"	"19"	"84"	"219"	"27"	"1"	"2"	"0"	"1"	"0"	"4"	"2"	"0"	"361"	"0"	"3"	"364"	"0"
"17"	"5"	"2"	"102"	"161"	"64"	"8"	"1"	"3"	"3"	"1"	"2"	"0"	"1"	"1"	"349"	"0"	"1"	"350"	"0"
"18"	"6"	"4"	"30"	"84"	"43"	"32"	"2"	"5"	"0"	"3"	"1"	"4"	"2"	"4"	"214"	"0"	"8"	"222"	"0"
"19"	"7"	"0"	"41"	"184"	"27"	"41"	"2"	"25"	"1"	"0"	"1"	"0"	"1"	"0"	"323"	"0"	"4"	"327"	"0"
"20"	"8"	"8"	"23"	"248"	"191"	"57"	"1"	"6"	"2"	"4"	"2"	"9"	"5"	"3"	"559"	"0"	"8"	"567"	"0"
"21"	"9"	"8"	"5"	"289"	"318"	"39"	"4"	"3"	"2"	"5"	"7"	"18"	"18"	"14"	"730"	"0"	"20"	"750"	"0"
"22"	"10"	"11"	"133"	"110"	"147"	"25"	"1"	"5"	"3"	"1"	"4"	"12"	"7"	"2"	"461"	"0"	"8"	"469"	"0"
"23"	"11"	"5"	"125"	"211"	"86"	"31"	"4"	"3"	"1"	"3"	"4"	"6"	"4"	"7"	"490"	"0"	"6"	"496"	"0"
