"ANNEXURE...45"	"X."	"X..1"	"X..2"	"X..3"	"X..4"	"X..5"	"X..6"	"X..7"	"X..8"	"X..9"	"X..10"	"X..11"	"X..12"	"X..13"	"X..14"	"X..15"	"X..16"
"1"	"(Chapter XV,PARA 15.27.9)"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"2"	"Form 20"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"3"	"FINAL RESULT SHEET"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"4"	"[SEE RULE 56C(2)(C)]"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"5"	"ELECTION TO THE HOUSE OF THE PEOPLE FROM THE 8-Supaul PARLIAMENTARY"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"6"	"CONSTITUENCY PART I"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"7"	"(To be used both for Parliamentary and Assembly Election)"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"8"	"Total No. of Electors in Assembly Constituency/Segment :  249655"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"9"	"Name of the Assembly/Segment:  Pipra(42)"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"10"	"Serial No. of Polling Station"	"No. of Valid votes cast in favour of"	""	""	""	""	""	""	""	""	""	""	""	"Total of Valid Votes"	"No. of rejected votes"	"NOTA"	"Total"	"No.of tendered votes"
"11"	""	"Aman Kumar Samajsevi"	"Kameshwar Chaupal"	"Dileshwar Kamait"	"Ranjeet Ranjan"	"Jay Narayan Yadav"	"Dev Narayan Yadav"	"Parmeshwar Jha"	"Mohammad Amanullah"	"Shakaldev Mandal"	"Suresh Kumar Azad"	"Binod Kumar Sahu"	"Ramdev Sharma"	""	""	""	""	""
"12"	"1"	"2"	"3"	"4"	"5"	"6"	"7"	"8"	"9"	"10"	"11"	"12"	"13"	"14"	"15"	"16"	"17"	"18"
"13"	"1"	"27"	"295"	"134"	"80"	"6"	"3"	"4"	"2"	"7"	"12"	"11"	"18"	"599"	"0"	"15"	"614"	"0"
"14"	"2"	"12"	"86"	"80"	"239"	"7"	"5"	"5"	"1"	"4"	"11"	"8"	"9"	"467"	"0"	"11"	"478"	"0"
"15"	"3"	"14"	"19"	"186"	"35"	"7"	"4"	"6"	"4"	"1"	"6"	"1"	"2"	"285"	"0"	"2"	"287"	"0"
"16"	"4"	"3"	"40"	"215"	"89"	"8"	"0"	"3"	"1"	"2"	"10"	"8"	"5"	"384"	"0"	"12"	"396"	"0"
"17"	"5"	"10"	"172"	"78"	"91"	"5"	"3"	"3"	"5"	"4"	"4"	"2"	"8"	"385"	"0"	"13"	"398"	"0"
"18"	"5A"	"32"	"340"	"144"	"24"	"7"	"2"	"4"	"4"	"4"	"4"	"4"	"2"	"571"	"0"	"17"	"588"	"0"
"19"	"6"	"20"	"403"	"193"	"37"	"10"	"2"	"5"	"3"	"8"	"7"	"5"	"2"	"695"	"0"	"6"	"701"	"0"
"20"	"7"	"14"	"124"	"265"	"90"	"5"	"2"	"5"	"0"	"1"	"7"	"3"	"5"	"521"	"0"	"3"	"524"	"0"
"21"	"8"	"8"	"177"	"136"	"194"	"13"	"3"	"6"	"5"	"7"	"7"	"4"	"9"	"569"	"0"	"16"	"585"	"0"
"22"	"9"	"12"	"248"	"254"	"181"	"11"	"8"	"12"	"7"	"10"	"8"	"15"	"15"	"781"	"0"	"24"	"805"	"0"
"23"	"10"	"7"	"27"	"64"	"159"	"6"	"2"	"6"	"3"	"1"	"10"	"4"	"4"	"293"	"0"	"16"	"309"	"0"
"24"	"11"	"5"	"27"	"177"	"13"	"1"	"0"	"5"	"0"	"0"	"4"	"2"	"2"	"236"	"0"	"6"	"242"	"0"
