"ANNEXURE...45"	"X."	"X..1"	"X..2"	"X..3"	"X..4"	"X..5"	"X..6"	"X..7"	"X..8"	"X..9"	"X..10"	"X..11"	"X..12"	"X..13"	"X..14"	"X..15"	"X..16"
"1"	"(Chapter XV,PARA 15.27.9)"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"2"	"Form 20"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"3"	"FINAL RESULT SHEET"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"4"	"[SEE RULE 56C(2)(C)]"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"5"	"ELECTION TO THE HOUSE OF THE PEOPLE FROM THE 2-Pashchim Champaran PARLIAMENTARY"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"6"	"CONSTITUENCY PART I"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"7"	"(To be used both for Parliamentary and Assembly Election)"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"8"	"Total No. of Electors in Assembly Constituency/Segment :  238686"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"9"	"Name of the Assembly/Segment:  Naraktiya(12)"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"10"	"Serial No. of Polling Station"	"No. of Valid votes cast in favour of"	""	""	""	""	""	""	""	""	""	""	""	"Total of Valid Votes"	"No. of rejected votes"	"NOTA"	"Total"	"No.of tendered votes"
"11"	""	"Prakash Jha"	"Prabhu Raj Narain Rao"	"Raghunath Jha"	"Dr. Sanjay Jaiswal"	"Syed Shamim Akhtar"	"Anand Kaushal Singh"	"Sunil kumar Rao"	"Anand Prasad"	"Nafish Ahamad"	"Mohan Kumar"	"Ratan Kumar Sarkar"	"Syed Irshad Akhtar"	""	""	""	""	""
"12"	"1"	"2"	"3"	"4"	"5"	"6"	"7"	"8"	"9"	"10"	"11"	"12"	"13"	"14"	"15"	"16"	"17"	"18"
"13"	"1"	"129"	"4"	"193"	"77"	"7"	"4"	"1"	"2"	"1"	"7"	"2"	"3"	"430"	"0"	"2"	"432"	"0"
"14"	"2"	"171"	"9"	"162"	"199"	"0"	"2"	"5"	"6"	"7"	"3"	"4"	"6"	"574"	"0"	"10"	"584"	"0"
"15"	"3"	"59"	"7"	"462"	"71"	"5"	"4"	"14"	"6"	"8"	"7"	"16"	"7"	"666"	"0"	"9"	"675"	"0"
"16"	"4"	"268"	"14"	"53"	"187"	"5"	"1"	"31"	"1"	"3"	"4"	"2"	"5"	"574"	"0"	"7"	"581"	"0"
"17"	"5"	"25"	"1"	"22"	"226"	"3"	"3"	"4"	"4"	"2"	"9"	"3"	"9"	"311"	"0"	"5"	"316"	"0"
"18"	"6"	"88"	"5"	"81"	"421"	"9"	"0"	"14"	"6"	"3"	"13"	"11"	"13"	"664"	"0"	"28"	"692"	"0"
"19"	"7"	"96"	"6"	"36"	"484"	"19"	"5"	"7"	"9"	"5"	"26"	"11"	"11"	"715"	"0"	"11"	"726"	"0"
"20"	"8"	"20"	"10"	"27"	"266"	"7"	"3"	"24"	"4"	"1"	"4"	"6"	"7"	"379"	"0"	"18"	"397"	"0"
"21"	"9"	"51"	"5"	"21"	"397"	"16"	"0"	"3"	"2"	"3"	"12"	"4"	"8"	"522"	"0"	"22"	"544"	"0"
"22"	"10"	"43"	"18"	"57"	"344"	"10"	"6"	"70"	"11"	"1"	"11"	"3"	"9"	"583"	"0"	"3"	"586"	"0"
"23"	"11"	"11"	"3"	"532"	"235"	"12"	"0"	"3"	"15"	"4"	"5"	"9"	"5"	"834"	"0"	"9"	"843"	"0"
"24"	"12"	"40"	"1"	"44"	"437"	"13"	"0"	"0"	"1"	"0"	"1"	"1"	"1"	"539"	"0"	"3"	"542"	"0"
