"ANNEXURE...45"	"X."	"X..1"	"X..2"	"X..3"	"X..4"	"X..5"	"X..6"	"X..7"	"X..8"	"X..9"	"X..10"	"X..11"	"X..12"	"X..13"	"X..14"	"X..15"	"X..16"	"X..17"	"X..18"	"X..19"
"1"	"(Chapter XV,PARA 15.27.9)"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"2"	"Form 20"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"3"	"FINAL RESULT SHEET"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"4"	"[SEE RULE 56C(2)(C)]"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"5"	"ELECTION TO THE HOUSE OF THE PEOPLE FROM THE 3-Purbi Champaran PARLIAMENTARY"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"6"	"CONSTITUENCY PART I"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"7"	"(To be used both for Parliamentary and Assembly Election)"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"8"	"Total No. of Electors in Assembly Constituency/Segment :  220686"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"9"	"Name of the Assembly/Segment:  Kesaria(15)"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"10"	"Serial No. of Polling Station"	"No. of Valid votes cast in favour of"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"Total of Valid Votes"	"No. of rejected votes"	"NOTA"	"Total"	"No.of tendered votes"
"11"	""	"Avaneesh Kumar Singh"	"Binod Kumar Shrivastva"	"Radha Mohan Singh"	"Suresh Paswan"	"Anil Kumar Singh"	"Amit Kumar Choubey"	"Md. Nasiruddin"	"Pawan Kumar"	"Paras Nath Pandey"	"Moqim Ansari"	"Raghunath Gupta"	"Shatrughan Tiwari"	"Dilip Singh"	"Pramod Kumar Pandey"	"Shambhu Das"	""	""	""	""	""
"12"	"1"	"2"	"3"	"4"	"5"	"6"	"7"	"8"	"9"	"10"	"11"	"12"	"13"	"14"	"15"	"16"	"17"	"18"	"19"	"20"	"21"
"13"	"1"	"36"	"117"	"336"	"3"	"1"	"2"	"1"	"3"	"1"	"5"	"2"	"2"	"11"	"10"	"5"	"535"	"0"	"3"	"538"	"0"
"14"	"2"	"80"	"12"	"162"	"0"	"0"	"2"	"1"	"0"	"2"	"1"	"1"	"1"	"6"	"5"	"3"	"276"	"0"	"4"	"280"	"0"
"15"	"3"	"104"	"487"	"28"	"1"	"0"	"4"	"0"	"1"	"1"	"0"	"2"	"2"	"6"	"3"	"13"	"652"	"0"	"4"	"656"	"0"
"16"	"4"	"79"	"186"	"226"	"6"	"0"	"1"	"1"	"0"	"1"	"1"	"4"	"2"	"5"	"7"	"9"	"528"	"0"	"3"	"531"	"0"
"17"	"5"	"53"	"132"	"208"	"1"	"2"	"2"	"1"	"1"	"2"	"1"	"1"	"0"	"4"	"9"	"1"	"418"	"0"	"1"	"419"	"0"
"18"	"6"	"53"	"110"	"506"	"13"	"2"	"7"	"0"	"1"	"2"	"3"	"0"	"3"	"6"	"15"	"8"	"729"	"0"	"7"	"736"	"0"
"19"	"7"	"110"	"510"	"53"	"4"	"2"	"1"	"2"	"1"	"0"	"0"	"1"	"2"	"9"	"0"	"5"	"700"	"0"	"4"	"704"	"0"
"20"	"8"	"251"	"46"	"124"	"5"	"4"	"4"	"0"	"2"	"4"	"1"	"1"	"2"	"61"	"6"	"9"	"520"	"0"	"22"	"542"	"0"
"21"	"9"	"84"	"99"	"232"	"3"	"3"	"3"	"1"	"1"	"1"	"0"	"0"	"3"	"7"	"3"	"3"	"443"	"0"	"3"	"446"	"0"
