"ANNEXURE...45"	"X."	"X..1"	"X..2"	"X..3"	"X..4"	"X..5"	"X..6"	"X..7"	"X..8"	"X..9"	"X..10"	"X..11"	"X..12"	"X..13"	"X..14"	"X..15"	"X..16"	"X..17"
"1"	"(Chapter XV,PARA 15.27.9)"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"2"	"Form 20"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"3"	"FINAL RESULT SHEET"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"4"	"[SEE RULE 56C(2)(C)]"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"5"	"ELECTION TO THE HOUSE OF THE PEOPLE FROM THE 38-Gaya PARLIAMENTARY"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"6"	"CONSTITUENCY PART I"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"7"	"(To be used both for Parliamentary and Assembly Election)"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"8"	"Total No. of Electors in Assembly Constituency/Segment :  237314"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"9"	"Name of the Assembly/Segment:  Belaganj(232)"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"10"	"Serial No. of Polling Station"	"No. of Valid votes cast in favour of"	""	""	""	""	""	""	""	""	""	""	""	""	"Total of Valid Votes"	"No. of rejected votes"	"NOTA"	"Total"	"No.of tendered votes"
"11"	""	"Jitan Ram Manjhi"	"Ramji Manjhi"	"Shiv Kumar Kant"	"Hari Manjhi"	"Ashok Kumar"	"Indradeo Choudhary"	"Kapil Choudhary"	"Dhananjay Kishor"	"Niranjan Kumar"	"Bhuneshwar Das"	"Mamta Kumari"	"Shiv Shankar Kumar"	"Dr. Dev Kumar Choudhary"	""	""	""	""	""
"12"	"1"	"2"	"3"	"4"	"5"	"6"	"7"	"8"	"9"	"10"	"11"	"12"	"13"	"14"	"15"	"16"	"17"	"18"	"19"
"13"	"1"	"1"	"0"	"0"	"2"	"0"	"0"	"0"	"1"	"1"	"0"	"0"	"0"	"0"	"5"	"0"	"0"	"5"	"0"
"14"	"2"	"88"	"8"	"2"	"121"	"10"	"0"	"1"	"2"	"41"	"1"	"4"	"0"	"3"	"281"	"0"	"8"	"289"	"0"
"15"	"3"	"11"	"170"	"13"	"300"	"4"	"1"	"0"	"2"	"1"	"2"	"2"	"0"	"9"	"515"	"0"	"5"	"520"	"0"
"16"	"4"	"15"	"7"	"4"	"669"	"13"	"1"	"3"	"4"	"1"	"0"	"0"	"0"	"0"	"717"	"0"	"4"	"721"	"0"
"17"	"5"	"108"	"388"	"22"	"46"	"26"	"0"	"1"	"4"	"1"	"3"	"0"	"2"	"2"	"603"	"0"	"8"	"611"	"0"
"18"	"6"	"82"	"41"	"22"	"183"	"22"	"3"	"6"	"4"	"5"	"1"	"4"	"2"	"4"	"379"	"0"	"13"	"392"	"0"
"19"	"7"	"101"	"50"	"4"	"436"	"32"	"5"	"7"	"6"	"7"	"4"	"2"	"5"	"7"	"666"	"0"	"17"	"683"	"0"
"20"	"8"	"68"	"112"	"14"	"191"	"39"	"6"	"6"	"10"	"13"	"4"	"5"	"14"	"12"	"494"	"0"	"26"	"520"	"0"
"21"	"9"	"72"	"155"	"20"	"312"	"36"	"9"	"12"	"6"	"5"	"9"	"5"	"4"	"3"	"648"	"0"	"16"	"664"	"0"
"22"	"10"	"68"	"168"	"8"	"58"	"25"	"3"	"6"	"1"	"3"	"3"	"9"	"3"	"2"	"357"	"0"	"13"	"370"	"0"
"23"	"11"	"94"	"16"	"4"	"125"	"18"	"1"	"2"	"1"	"3"	"4"	"0"	"1"	"1"	"270"	"0"	"2"	"272"	"0"
