"ANNEXURE...45"	"X."	"X..1"	"X..2"	"X..3"	"X..4"	"X..5"	"X..6"	"X..7"	"X..8"	"X..9"	"X..10"	"X..11"	"X..12"	"X..13"	"X..14"	"X..15"	"X..16"	"X..17"	"X..18"	"X..19"
"1"	"(Chapter XV,PARA 15.27.9)"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"2"	"Form 20"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"3"	"FINAL RESULT SHEET"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"4"	"[SEE RULE 56C(2)(C)]"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"5"	"ELECTION TO THE HOUSE OF THE PEOPLE FROM THE 35-Karakat PARLIAMENTARY"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"6"	"CONSTITUENCY PART I"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"7"	"(To be used both for Parliamentary and Assembly Election)"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"8"	"Total No. of Electors in Assembly Constituency/Segment :  0"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"9"	"Name of the Assembly/Segment:  Nokha(211)"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"10"	"Serial No. of Polling Station"	"No. of Valid votes cast in favour of"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"Total of Valid Votes"	"No. of rejected votes"	"NOTA"	"Total"	"No.of tendered votes"
"11"	""	"Kanti Singh"	"Mahabali Singh"	"Sanjay Kewat"	"Upendra Kushwaha"	"Ghulam Kundanam"	"Dinesh Kumar"	"Pradeep Kumar Joshi"	"Rajni Dubey"	"Raja Ram Singh"	"Veena Bharti"	"Imran Ali"	"Md. Diwas Ansari"	"Bhairaw Dayal Singh"	"Ram Dayal Singh"	"Satya Narayan Singh"	""	""	""	""	""
"12"	"1"	"2"	"3"	"4"	"5"	"6"	"7"	"8"	"9"	"10"	"11"	"12"	"13"	"14"	"15"	"16"	"17"	"18"	"19"	"20"	"21"
"13"	"1"	"90"	"57"	"0"	"351"	"3"	"1"	"0"	"1"	"3"	"2"	"2"	"0"	"3"	"1"	"4"	"518"	"0"	"6"	"524"	"0"
"14"	"2"	"1"	"128"	"7"	"57"	"3"	"1"	"1"	"1"	"0"	"2"	"1"	"1"	"2"	"5"	"12"	"222"	"0"	"1"	"223"	"0"
"15"	"3"	"109"	"188"	"127"	"213"	"3"	"0"	"5"	"2"	"1"	"5"	"1"	"0"	"5"	"4"	"1"	"664"	"0"	"7"	"671"	"0"
"16"	"4"	"47"	"4"	"33"	"300"	"2"	"0"	"0"	"2"	"0"	"2"	"0"	"2"	"10"	"4"	"3"	"409"	"0"	"6"	"415"	"0"
"17"	"5"	"260"	"10"	"4"	"93"	"3"	"1"	"1"	"2"	"3"	"0"	"1"	"0"	"0"	"1"	"7"	"386"	"0"	"9"	"395"	"0"
"18"	"6"	"121"	"63"	"19"	"216"	"6"	"0"	"2"	"2"	"0"	"1"	"0"	"1"	"2"	"1"	"2"	"436"	"0"	"6"	"442"	"0"
"19"	"7"	"43"	"13"	"0"	"215"	"3"	"2"	"3"	"0"	"0"	"1"	"0"	"3"	"4"	"1"	"1"	"289"	"0"	"1"	"290"	"0"
"20"	"8"	"264"	"23"	"38"	"186"	"1"	"1"	"2"	"0"	"1"	"0"	"3"	"1"	"2"	"4"	"3"	"529"	"0"	"11"	"540"	"0"
"21"	"9"	"103"	"55"	"6"	"190"	"1"	"0"	"2"	"0"	"2"	"0"	"0"	"0"	"1"	"0"	"6"	"366"	"0"	"1"	"367"	"0"
