"ANNEXURE...45"	"X."	"X..1"	"X..2"	"X..3"	"X..4"	"X..5"	"X..6"	"X..7"	"X..8"	"X..9"	"X..10"	"X..11"	"X..12"	"X..13"	"X..14"	"X..15"	"X..16"	"X..17"	"X..18"	"X..19"
"1"	"(Chapter XV,PARA 15.27.9)"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"2"	"Form 20"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"3"	"FINAL RESULT SHEET"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"4"	"[SEE RULE 56C(2)(C)]"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"5"	"ELECTION TO THE HOUSE OF THE PEOPLE FROM THE 36-Jehanabad PARLIAMENTARY"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"6"	"CONSTITUENCY PART I"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"7"	"(To be used both for Parliamentary and Assembly Election)"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"8"	"Total No. of Electors in Assembly Constituency/Segment :  0"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"9"	"Name of the Assembly/Segment:  Makhdumpur(218)"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"10"	"Serial No. of Polling Station"	"No. of Valid votes cast in favour of"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"Total of Valid Votes"	"No. of rejected votes"	"NOTA"	"Total"	"No.of tendered votes"
"11"	""	"Anil Kumar Sharma"	"Ravindra Singh"	"Surendra Prasad Yadav"	"Dr. Arun Kumar"	"Md. Istiyak"	"Chandra Bhushan Sharma"	"Narendra Kumar"	"Parshuram Vind"	"Manju Devi"	"Ramadhar Singh"	"Rahul Ranjan"	"Arjun Thakur"	"Nityanand Singh"	"Manjay Kumar"	"Suday Yadav"	""	""	""	""	""
"12"	"1"	"2"	"3"	"4"	"5"	"6"	"7"	"8"	"9"	"10"	"11"	"12"	"13"	"14"	"15"	"16"	"17"	"18"	"19"	"20"	"21"
"13"	"1"	"25"	"2"	"479"	"28"	"1"	"0"	"0"	"1"	"1"	"2"	"0"	"1"	"7"	"4"	"2"	"553"	"0"	"2"	"555"	"0"
"14"	"2"	"35"	"5"	"50"	"350"	"8"	"4"	"3"	"4"	"4"	"14"	"6"	"5"	"13"	"5"	"2"	"508"	"0"	"10"	"518"	"0"
"15"	"3"	"19"	"0"	"223"	"259"	"5"	"3"	"1"	"0"	"1"	"2"	"0"	"6"	"5"	"4"	"1"	"529"	"0"	"0"	"529"	"0"
"16"	"4"	"17"	"6"	"395"	"200"	"3"	"6"	"0"	"2"	"2"	"3"	"1"	"5"	"11"	"8"	"0"	"659"	"0"	"8"	"667"	"0"
"17"	"5"	"2"	"2"	"531"	"51"	"0"	"0"	"0"	"0"	"0"	"2"	"3"	"3"	"9"	"10"	"0"	"613"	"0"	"5"	"618"	"0"
"18"	"6"	"107"	"13"	"301"	"114"	"8"	"3"	"1"	"2"	"2"	"1"	"3"	"2"	"6"	"8"	"1"	"572"	"0"	"5"	"577"	"0"
"19"	"7"	"6"	"0"	"2"	"685"	"1"	"0"	"0"	"0"	"0"	"2"	"2"	"0"	"2"	"1"	"0"	"701"	"0"	"1"	"702"	"0"
"20"	"8"	"0"	"0"	"2"	"499"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"501"	"0"	"0"	"501"	"0"
"21"	"9"	"51"	"1"	"40"	"369"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"0"	"2"	"0"	"465"	"0"	"0"	"465"	"0"
