"ANNEXURE...45"	"X."	"X..1"	"X..2"	"X..3"	"X..4"	"X..5"	"X..6"	"X..7"	"X..8"	"X..9"	"X..10"	"X..11"	"X..12"	"X..13"	"X..14"	"X..15"	"X..16"
"1"	"(Chapter XV,PARA 15.27.9)"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"2"	"Form 20"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"3"	"FINAL RESULT SHEET"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"4"	"[SEE RULE 56C(2)(C)]"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"5"	"ELECTION TO THE HOUSE OF THE PEOPLE FROM THE 24-Begusarai PARLIAMENTARY"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"6"	"CONSTITUENCY PART I"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"7"	"(To be used both for Parliamentary and Assembly Election)"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"8"	"Total No. of Electors in Assembly Constituency/Segment :  289737"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"9"	"Name of the Assembly/Segment:  Matihani(144)"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"10"	"Serial No. of Polling Station"	"No. of Valid votes cast in favour of"	""	""	""	""	""	""	""	""	""	""	""	"Total of Valid Votes"	"No. of rejected votes"	"NOTA"	"Total"	"No.of tendered votes"
"11"	""	"Md. Tanveer Hassan"	"Bhola Singh"	"Rajendra Prasad Singh"	"Ram Padarath Yadav"	"Pinki Devi"	"Sunil Kumar"	"Hari Kant Prasad"	"Pankaj Paswan"	"Mohammad Javed"	"Rajendra Yadav"	"Vaij Nath Paswan"	"Sushil Kumar"	""	""	""	""	""
"12"	"1"	"2"	"3"	"4"	"5"	"6"	"7"	"8"	"9"	"10"	"11"	"12"	"13"	"14"	"15"	"16"	"17"	"18"
"13"	"1"	"202"	"198"	"138"	"2"	"2"	"2"	"2"	"1"	"1"	"2"	"10"	"7"	"567"	"0"	"16"	"583"	"0"
"14"	"2"	"60"	"211"	"147"	"2"	"2"	"2"	"1"	"1"	"1"	"3"	"0"	"4"	"434"	"0"	"3"	"437"	"0"
"15"	"3"	"521"	"71"	"170"	"1"	"2"	"3"	"0"	"1"	"1"	"3"	"6"	"3"	"782"	"0"	"13"	"795"	"0"
"16"	"4"	"378"	"61"	"104"	"3"	"1"	"3"	"1"	"0"	"0"	"2"	"7"	"3"	"563"	"0"	"9"	"572"	"0"
"17"	"5"	"467"	"23"	"41"	"1"	"2"	"3"	"1"	"0"	"0"	"0"	"2"	"0"	"540"	"0"	"7"	"547"	"0"
"18"	"6"	"202"	"167"	"109"	"6"	"0"	"1"	"0"	"1"	"1"	"1"	"2"	"2"	"492"	"0"	"9"	"501"	"0"
"19"	"7"	"381"	"145"	"167"	"3"	"1"	"2"	"1"	"1"	"2"	"4"	"5"	"10"	"722"	"0"	"40"	"762"	"0"
"20"	"8"	"195"	"227"	"132"	"83"	"1"	"1"	"3"	"0"	"1"	"6"	"3"	"1"	"653"	"0"	"10"	"663"	"0"
"21"	"9"	"116"	"319"	"26"	"1"	"1"	"1"	"1"	"1"	"2"	"2"	"2"	"1"	"473"	"0"	"9"	"482"	"0"
"22"	"10"	"195"	"435"	"76"	"4"	"2"	"9"	"6"	"0"	"3"	"4"	"20"	"11"	"765"	"0"	"27"	"792"	"0"
"23"	"11"	"166"	"660"	"120"	"33"	"1"	"1"	"2"	"0"	"2"	"1"	"16"	"13"	"1015"	"0"	"27"	"1042"	"0"
"24"	"12"	"310"	"247"	"282"	"5"	"4"	"6"	"2"	"2"	"1"	"4"	"13"	"2"	"878"	"0"	"19"	"897"	"0"
