"ANNEXURE...45"	"X."	"X..1"	"X..2"	"X..3"	"X..4"	"X..5"	"X..6"	"X..7"	"X..8"	"X..9"	"X..10"	"X..11"	"X..12"	"X..13"	"X..14"	"X..15"	"X..16"
"1"	"(Chapter XV,PARA 15.27.9)"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"2"	"Form 20"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"3"	"FINAL RESULT SHEET"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"4"	"[SEE RULE 56C(2)(C)]"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"5"	"ELECTION TO THE HOUSE OF THE PEOPLE FROM THE 13-Madhepura PARLIAMENTARY"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"6"	"CONSTITUENCY PART I"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"7"	"(To be used both for Parliamentary and Assembly Election)"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"8"	"Total No. of Electors in Assembly Constituency/Segment :  270177"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"9"	"Name of the Assembly/Segment:  Sonabarsha(74)"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"10"	"Serial No. of Polling Station"	"No. of Valid votes cast in favour of"	""	""	""	""	""	""	""	""	""	""	""	"Total of Valid Votes"	"No. of rejected votes"	"NOTA"	"Total"	"No.of tendered votes"
"11"	""	"Guljar Kumar"	"Rajesh Ranjan @ Pappu Yadav"	"Vijay Kumar Singh"	"Sharad Yadav"	"Anwar Alam"	"Chandrashekhar Yadav"	"Bhikha Paswan"	"Mohammad Arshad Hussain"	"Sajan Kumar Jha"	"Prasanna Kumar"	"Mina Devi"	"Rajo Sah"	""	""	""	""	""
"12"	"1"	"2"	"3"	"4"	"5"	"6"	"7"	"8"	"9"	"10"	"11"	"12"	"13"	"14"	"15"	"16"	"17"	"18"
"13"	"1"	"4"	"113"	"194"	"254"	"5"	"0"	"1"	"6"	"3"	"6"	"5"	"7"	"598"	"0"	"18"	"616"	"0"
"14"	"2"	"9"	"38"	"341"	"424"	"7"	"1"	"3"	"6"	"2"	"3"	"7"	"4"	"845"	"0"	"2"	"847"	"0"
"15"	"3"	"19"	"321"	"73"	"389"	"9"	"6"	"5"	"11"	"4"	"2"	"4"	"5"	"848"	"0"	"6"	"854"	"0"
"16"	"4"	"22"	"286"	"321"	"160"	"2"	"1"	"6"	"3"	"2"	"0"	"4"	"6"	"813"	"0"	"4"	"817"	"0"
"17"	"5"	"4"	"86"	"196"	"196"	"4"	"1"	"2"	"3"	"3"	"3"	"3"	"0"	"501"	"0"	"5"	"506"	"0"
"18"	"6"	"12"	"416"	"27"	"99"	"9"	"5"	"4"	"4"	"3"	"6"	"10"	"17"	"612"	"0"	"24"	"636"	"0"
"19"	"7"	"21"	"29"	"98"	"655"	"19"	"5"	"4"	"5"	"8"	"15"	"5"	"7"	"871"	"0"	"28"	"899"	"0"
"20"	"8"	"11"	"50"	"594"	"122"	"5"	"1"	"3"	"5"	"2"	"1"	"3"	"0"	"797"	"0"	"11"	"808"	"0"
"21"	"9"	"6"	"123"	"76"	"135"	"12"	"4"	"4"	"6"	"3"	"2"	"4"	"2"	"377"	"0"	"6"	"383"	"0"
"22"	"10"	"2"	"153"	"229"	"198"	"5"	"2"	"1"	"1"	"1"	"3"	"1"	"3"	"599"	"0"	"13"	"612"	"0"
"23"	"11"	"1"	"31"	"243"	"76"	"1"	"0"	"1"	"2"	"0"	"0"	"2"	"1"	"358"	"0"	"7"	"365"	"0"
"24"	"12"	"4"	"286"	"9"	"248"	"2"	"2"	"0"	"5"	"1"	"2"	"0"	"1"	"560"	"0"	"2"	"562"	"0"
