"ANNEXURE...45"	"X."	"X..1"	"X..2"	"X..3"	"X..4"	"X..5"	"X..6"	"X..7"	"X..8"	"X..9"	"X..10"	"X..11"	"X..12"	"X..13"	"X..14"	"X..15"	"X..16"	"X..17"	"X..18"	"X..19"
"1"	"(Chapter XV,PARA 15.27.9)"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"2"	"Form 20"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"3"	"FINAL RESULT SHEET"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"4"	"[SEE RULE 56C(2)(C)]"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"5"	"ELECTION TO THE HOUSE OF THE PEOPLE FROM THE 36-Jehanabad PARLIAMENTARY"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"6"	"CONSTITUENCY PART I"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"7"	"(To be used both for Parliamentary and Assembly Election)"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"8"	"Total No. of Electors in Assembly Constituency/Segment :  0"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"9"	"Name of the Assembly/Segment:  Jehanabad(216)"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"10"	"Serial No. of Polling Station"	"No. of Valid votes cast in favour of"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"Total of Valid Votes"	"No. of rejected votes"	"NOTA"	"Total"	"No.of tendered votes"
"11"	""	"Anil Kumar Sharma"	"Ravindra Singh"	"Surendra Prasad Yadav"	"Dr. Arun Kumar"	"Md. Istiyak"	"Chandra Bhushan Sharma"	"Narendra Kumar"	"Parshuram Vind"	"Manju Devi"	"Ramadhar Singh"	"Rahul Ranjan"	"Arjun Thakur"	"Nityanand Singh"	"Manjay Kumar"	"Suday Yadav"	""	""	""	""	""
"12"	"1"	"2"	"3"	"4"	"5"	"6"	"7"	"8"	"9"	"10"	"11"	"12"	"13"	"14"	"15"	"16"	"17"	"18"	"19"	"20"	"21"
"13"	"1"	"2"	"1"	"281"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"2"	"1"	"0"	"288"	"0"	"0"	"288"	"0"
"14"	"2"	"9"	"1"	"17"	"213"	"3"	"0"	"0"	"0"	"0"	"1"	"0"	"4"	"0"	"0"	"0"	"248"	"0"	"3"	"251"	"0"
"15"	"3"	"53"	"0"	"30"	"217"	"0"	"0"	"0"	"0"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"301"	"0"	"0"	"301"	"0"
"16"	"4"	"0"	"1"	"385"	"6"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"1"	"1"	"0"	"395"	"0"	"1"	"396"	"0"
"17"	"5"	"150"	"13"	"284"	"317"	"12"	"3"	"2"	"1"	"3"	"21"	"6"	"7"	"22"	"10"	"9"	"860"	"0"	"22"	"882"	"0"
"18"	"6"	"12"	"1"	"189"	"14"	"0"	"1"	"0"	"0"	"0"	"7"	"0"	"0"	"3"	"3"	"0"	"230"	"0"	"3"	"233"	"0"
"19"	"7"	"226"	"65"	"24"	"93"	"4"	"3"	"2"	"4"	"1"	"7"	"5"	"7"	"4"	"1"	"8"	"454"	"0"	"9"	"463"	"0"
"20"	"8"	"5"	"2"	"326"	"81"	"0"	"0"	"0"	"1"	"0"	"13"	"0"	"0"	"1"	"1"	"0"	"430"	"0"	"1"	"431"	"0"
"21"	"9"	"414"	"3"	"7"	"86"	"1"	"1"	"1"	"0"	"1"	"1"	"1"	"6"	"2"	"1"	"7"	"532"	"0"	"17"	"549"	"0"
