"ANNEXURE...45"	"X."	"X..1"	"X..2"	"X..3"	"X..4"	"X..5"	"X..6"	"X..7"	"X..8"	"X..9"	"X..10"	"X..11"	"X..12"	"X..13"	"X..14"	"X..15"	"X..16"	"X..17"
"1"	"(Chapter XV,PARA 15.27.9)"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"2"	"Form 20"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"3"	"FINAL RESULT SHEET"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"4"	"[SEE RULE 56C(2)(C)]"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"5"	"ELECTION TO THE HOUSE OF THE PEOPLE FROM THE 28-Munger PARLIAMENTARY"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"6"	"CONSTITUENCY PART I"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"7"	"(To be used both for Parliamentary and Assembly Election)"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"8"	"Total No. of Electors in Assembly Constituency/Segment :  280033"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"9"	"Name of the Assembly/Segment:  Jamalpur(166)"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"10"	"Serial No. of Polling Station"	"No. of Valid votes cast in favour of"	""	""	""	""	""	""	""	""	""	""	""	""	"Total of Valid Votes"	"No. of rejected votes"	"NOTA"	"Total"	"No.of tendered votes"
"11"	""	"Kamleshwari Mandal"	"Pragati Mehta"	"Rajiv Ranjan Singh alias Lalan Singh"	"Veena Devi"	"Ashok Kumar Singh"	"Pramod Kumar"	"Ram Badan Rai"	"Shankar Prasad"	"Sandeep"	"Suryoday Paswan"	"Uchit Kumar"	"Muzaffar Fakhruddin"	"Sharwan Kumar Anand"	""	""	""	""	""
"12"	"1"	"2"	"3"	"4"	"5"	"6"	"7"	"8"	"9"	"10"	"11"	"12"	"13"	"14"	"15"	"16"	"17"	"18"	"19"
"13"	"1"	"4"	"34"	"271"	"163"	"48"	"4"	"1"	"8"	"2"	"1"	"5"	"11"	"9"	"561"	"0"	"6"	"567"	"0"
"14"	"2"	"1"	"2"	"297"	"30"	"24"	"2"	"1"	"1"	"3"	"1"	"2"	"6"	"0"	"370"	"0"	"5"	"375"	"0"
"15"	"3"	"3"	"9"	"438"	"78"	"31"	"3"	"1"	"2"	"6"	"3"	"3"	"1"	"1"	"579"	"0"	"2"	"581"	"0"
"16"	"4"	"0"	"2"	"155"	"38"	"8"	"3"	"0"	"0"	"2"	"0"	"0"	"1"	"2"	"211"	"0"	"0"	"211"	"0"
"17"	"5"	"5"	"14"	"102"	"82"	"21"	"2"	"0"	"1"	"2"	"0"	"1"	"2"	"1"	"233"	"0"	"4"	"237"	"0"
"18"	"6"	"2"	"5"	"159"	"181"	"15"	"0"	"0"	"0"	"1"	"2"	"8"	"11"	"2"	"386"	"0"	"3"	"389"	"0"
"19"	"7"	"24"	"21"	"344"	"149"	"113"	"8"	"17"	"2"	"7"	"5"	"11"	"15"	"12"	"728"	"0"	"33"	"761"	"0"
"20"	"8"	"14"	"11"	"33"	"432"	"11"	"3"	"0"	"1"	"5"	"2"	"3"	"8"	"2"	"525"	"0"	"5"	"530"	"0"
"21"	"9"	"1"	"30"	"301"	"74"	"47"	"8"	"11"	"2"	"3"	"3"	"3"	"6"	"2"	"491"	"0"	"15"	"506"	"0"
"22"	"10"	"10"	"715"	"10"	"30"	"2"	"0"	"0"	"0"	"0"	"0"	"0"	"5"	"9"	"781"	"0"	"6"	"787"	"0"
"23"	"11"	"6"	"108"	"138"	"146"	"50"	"2"	"4"	"2"	"2"	"2"	"8"	"6"	"10"	"484"	"0"	"11"	"495"	"0"
