"ANNEXURE...45"	"X."	"X..1"	"X..2"	"X..3"	"X..4"	"X..5"	"X..6"	"X..7"	"X..8"	"X..9"	"X..10"	"X..11"	"X..12"	"X..13"	"X..14"	"X..15"	"X..16"
"1"	"(Chapter XV,PARA 15.27.9)"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"2"	"Form 20"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"3"	"FINAL RESULT SHEET"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"4"	"[SEE RULE 56C(2)(C)]"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"5"	"ELECTION TO THE HOUSE OF THE PEOPLE FROM THE 13-Madhepura PARLIAMENTARY"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"6"	"CONSTITUENCY PART I"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"7"	"(To be used both for Parliamentary and Assembly Election)"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"8"	"Total No. of Electors in Assembly Constituency/Segment :  291896"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"9"	"Name of the Assembly/Segment:  Madhepura(73)"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"10"	"Serial No. of Polling Station"	"No. of Valid votes cast in favour of"	""	""	""	""	""	""	""	""	""	""	""	"Total of Valid Votes"	"No. of rejected votes"	"NOTA"	"Total"	"No.of tendered votes"
"11"	""	"Guljar Kumar"	"Rajesh Ranjan @ Pappu Yadav"	"Vijay Kumar Singh"	"Sharad Yadav"	"Anwar Alam"	"Chandrashekhar Yadav"	"Bhikha Paswan"	"Mohammad Arshad Hussain"	"Sajan Kumar Jha"	"Prasanna Kumar"	"Mina Devi"	"Rajo Sah"	""	""	""	""	""
"12"	"1"	"2"	"3"	"4"	"5"	"6"	"7"	"8"	"9"	"10"	"11"	"12"	"13"	"14"	"15"	"16"	"17"	"18"
"13"	"1"	"12"	"271"	"318"	"78"	"5"	"3"	"9"	"4"	"3"	"4"	"7"	"12"	"726"	"0"	"17"	"743"	"0"
"14"	"1A"	"9"	"188"	"80"	"144"	"9"	"1"	"3"	"4"	"5"	"2"	"10"	"22"	"477"	"0"	"30"	"507"	"0"
"15"	"2"	"11"	"88"	"269"	"149"	"2"	"1"	"3"	"10"	"1"	"6"	"11"	"6"	"557"	"0"	"16"	"573"	"0"
"16"	"3"	"6"	"166"	"195"	"68"	"0"	"0"	"1"	"1"	"0"	"0"	"3"	"5"	"445"	"0"	"10"	"455"	"0"
"17"	"4"	"5"	"14"	"204"	"289"	"8"	"3"	"5"	"14"	"6"	"11"	"10"	"4"	"573"	"0"	"16"	"589"	"0"
"18"	"5"	"8"	"215"	"152"	"65"	"3"	"2"	"5"	"11"	"4"	"3"	"4"	"10"	"482"	"0"	"12"	"494"	"0"
"19"	"6"	"4"	"102"	"227"	"173"	"4"	"2"	"1"	"6"	"4"	"6"	"8"	"7"	"544"	"0"	"16"	"560"	"0"
"20"	"7"	"5"	"1"	"30"	"219"	"10"	"1"	"3"	"6"	"1"	"2"	"3"	"0"	"281"	"0"	"11"	"292"	"0"
"21"	"8"	"8"	"510"	"129"	"64"	"4"	"2"	"4"	"2"	"0"	"1"	"4"	"7"	"735"	"0"	"6"	"741"	"0"
"22"	"9"	"25"	"177"	"234"	"459"	"11"	"5"	"18"	"14"	"10"	"12"	"14"	"23"	"1002"	"0"	"54"	"1056"	"0"
"23"	"10"	"1"	"210"	"42"	"108"	"1"	"1"	"1"	"2"	"2"	"1"	"4"	"9"	"382"	"0"	"14"	"396"	"0"
"24"	"11"	"13"	"298"	"236"	"190"	"8"	"2"	"10"	"6"	"9"	"5"	"21"	"21"	"819"	"0"	"41"	"860"	"0"
