"ANNEXURE...45"	"X."	"X..1"	"X..2"	"X..3"	"X..4"	"X..5"	"X..6"	"X..7"	"X..8"	"X..9"	"X..10"	"X..11"	"X..12"	"X..13"	"X..14"	"X..15"	"X..16"	"X..17"
"1"	"(Chapter XV,PARA 15.27.9)"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"2"	"Form 20"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"3"	"FINAL RESULT SHEET"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"4"	"[SEE RULE 56C(2)(C)]"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"5"	"ELECTION TO THE HOUSE OF THE PEOPLE FROM THE 25-Khagaria PARLIAMENTARY"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"6"	"CONSTITUENCY PART I"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"7"	"(To be used both for Parliamentary and Assembly Election)"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"8"	"Total No. of Electors in Assembly Constituency/Segment :  287116"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"9"	"Name of the Assembly/Segment:  Simri Bakhtiarpur(76)"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"10"	"Serial No. of Polling Station"	"No. of Valid votes cast in favour of"	""	""	""	""	""	""	""	""	""	""	""	""	"Total of Valid Votes"	"No. of rejected votes"	"NOTA"	"Total"	"No.of tendered votes"
"11"	""	"Krishna Kumari Yadav"	"Choudhary Mahboob Ali Kaiser"	"Jagdish Chandra Vasu"	"Dinesh Chandra Yadav"	"Rajesh Kumar"	"Ganesh Mukhiya Nishad"	"Tej Bahadur Singh"	"Brahamdeo Mukhia"	"Makkhan Sah"	"Rajeev Ranjan"	"Dr. Swami Vivekanand"	"Umesh Chandra Bharti"	"Satish Prasad Singh"	""	""	""	""	""
"12"	"1"	"2"	"3"	"4"	"5"	"6"	"7"	"8"	"9"	"10"	"11"	"12"	"13"	"14"	"15"	"16"	"17"	"18"	"19"
"13"	"1"	"85"	"183"	"5"	"47"	"2"	"34"	"3"	"3"	"5"	"6"	"6"	"6"	"14"	"399"	"0"	"14"	"413"	"0"
"14"	"1A"	"38"	"128"	"8"	"35"	"2"	"21"	"1"	"4"	"3"	"5"	"9"	"20"	"10"	"284"	"0"	"21"	"305"	"0"
"15"	"2"	"240"	"121"	"4"	"32"	"4"	"0"	"1"	"1"	"2"	"1"	"4"	"7"	"11"	"428"	"0"	"12"	"440"	"0"
"16"	"3"	"51"	"113"	"26"	"345"	"13"	"43"	"10"	"10"	"4"	"4"	"8"	"10"	"17"	"654"	"0"	"36"	"690"	"0"
"17"	"4"	"334"	"89"	"3"	"18"	"1"	"1"	"1"	"2"	"3"	"3"	"6"	"10"	"6"	"477"	"0"	"23"	"500"	"0"
"18"	"5"	"64"	"14"	"9"	"233"	"1"	"1"	"2"	"2"	"1"	"1"	"7"	"0"	"1"	"336"	"0"	"4"	"340"	"0"
"19"	"6"	"131"	"263"	"25"	"126"	"3"	"54"	"5"	"6"	"4"	"6"	"8"	"26"	"32"	"689"	"0"	"0"	"689"	"0"
"20"	"7"	"190"	"309"	"11"	"188"	"8"	"16"	"5"	"6"	"3"	"3"	"3"	"16"	"7"	"765"	"0"	"11"	"776"	"0"
"21"	"8"	"139"	"186"	"18"	"77"	"4"	"44"	"6"	"3"	"1"	"5"	"9"	"19"	"18"	"529"	"0"	"24"	"553"	"0"
"22"	"9"	"156"	"125"	"6"	"45"	"1"	"7"	"1"	"3"	"0"	"5"	"1"	"8"	"6"	"364"	"0"	"9"	"373"	"0"
