"ANNEXURE...45"	"X."	"X..1"	"X..2"	"X..3"	"X..4"	"X..5"	"X..6"	"X..7"	"X..8"	"X..9"	"X..10"	"X..11"	"X..12"	"X..13"	"X..14"	"X..15"	"X..16"	"X..17"	"X..18"	"X..19"
"1"	"(Chapter XV,PARA 15.27.9)"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"2"	"Form 20"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"3"	"FINAL RESULT SHEET"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"4"	"[SEE RULE 56C(2)(C)]"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"5"	"ELECTION TO THE HOUSE OF THE PEOPLE FROM THE 4-Sheohar PARLIAMENTARY"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"6"	"CONSTITUENCY PART I"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"7"	"(To be used both for Parliamentary and Assembly Election)"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"8"	"Total No. of Electors in Assembly Constituency/Segment :  256381"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"9"	"Name of the Assembly/Segment:  Sheohar(22)"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"10"	"Serial No. of Polling Station"	"No. of Valid votes cast in favour of"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"Total of Valid Votes"	"No. of rejected votes"	"NOTA"	"Total"	"No.of tendered votes"
"11"	""	"Angesh Kumar"	"Md. Anwarul Haque"	"Rama Devi"	"Shahid Ali Khan"	"Jagranath Sahani"	"Jata Shankar Aatrey"	"Md. Nasruddin Ansari"	"Ramashankar Singh"	"Ram Lobhit Paswan"	"Laxman Paswan"	"Lovely Anand"	"Shatrughna Sahu"	"Ramashish Mahato"	"Shivanandan Prasad"	"Sanjay Prasad"	""	""	""	""	""
"12"	"1"	"2"	"3"	"4"	"5"	"6"	"7"	"8"	"9"	"10"	"11"	"12"	"13"	"14"	"15"	"16"	"17"	"18"	"19"	"20"	"21"
"13"	"1"	"7"	"79"	"308"	"30"	"3"	"4"	"1"	"1"	"3"	"23"	"12"	"2"	"4"	"15"	"7"	"499"	"0"	"10"	"509"	"0"
"14"	"2"	"19"	"13"	"345"	"114"	"0"	"2"	"1"	"6"	"2"	"36"	"20"	"9"	"9"	"8"	"4"	"588"	"0"	"9"	"597"	"0"
"15"	"3"	"7"	"17"	"287"	"173"	"5"	"3"	"1"	"2"	"2"	"30"	"16"	"4"	"6"	"1"	"1"	"555"	"0"	"6"	"561"	"0"
"16"	"4"	"77"	"11"	"112"	"79"	"1"	"0"	"1"	"2"	"1"	"24"	"4"	"4"	"2"	"3"	"3"	"324"	"0"	"3"	"327"	"0"
"17"	"5"	"17"	"26"	"245"	"64"	"4"	"4"	"4"	"1"	"1"	"12"	"439"	"4"	"6"	"8"	"8"	"843"	"0"	"14"	"857"	"0"
"18"	"6"	"38"	"23"	"74"	"19"	"1"	"3"	"1"	"3"	"0"	"9"	"4"	"0"	"0"	"1"	"1"	"177"	"0"	"4"	"181"	"0"
"19"	"7"	"1"	"56"	"385"	"80"	"6"	"1"	"0"	"3"	"2"	"36"	"77"	"12"	"8"	"20"	"4"	"691"	"0"	"15"	"706"	"0"
"20"	"8"	"3"	"6"	"88"	"43"	"0"	"1"	"0"	"0"	"1"	"7"	"189"	"6"	"1"	"1"	"0"	"346"	"0"	"2"	"348"	"0"
"21"	"9"	"11"	"22"	"198"	"181"	"4"	"5"	"2"	"1"	"4"	"27"	"13"	"3"	"2"	"11"	"6"	"490"	"0"	"7"	"497"	"0"
