District	Assembly_Id	Assembly_Name	Parliamentary_Name	Candidate_Name	Party	Candidate_Caste	Candidate_Parameter	Candidate_Parameter_Score	IsWon
GOPALGANJ 	100	BARAULI	GOPALGANJ	 RAM PRAVESH RAY	BJP	Rajput	AVAILABILITY	5	1
GOPALGANJ 	100	BARAULI	GOPALGANJ	 RAM PRAVESH RAY	BJP	Rajput	HONESTY	5	0
GOPALGANJ 	100	BARAULI	GOPALGANJ	 RAM PRAVESH RAY	BJP	Rajput	EFFECTIVENESS IN WORKING	4	0
GOPALGANJ 	100	BARAULI	GOPALGANJ	 RAM PRAVESH RAY	BJP	Rajput	POPULARITY/IMPACT	4	0
GOPALGANJ 	100	BARAULI	GOPALGANJ	 RAM PRAVESH RAY	BJP	Rajput	RELIGIOUS/CASTE INFLUENCE	6	0
GOPALGANJ 	100	BARAULI	GOPALGANJ	 RAM PRAVESH RAY	BJP	Rajput	MUSCLE POWER	5	0
GOPALGANJ 	100	BARAULI	GOPALGANJ	 RAM PRAVESH RAY	BJP	Rajput	FINANCIAL STATUS	6	0
GOPALGANJ 	100	BARAULI	GOPALGANJ	 RAM PRAVESH RAY	BJP	Rajput	UNDERSTANDING WITH STATE PARTY LEADERS	4	0
GOPALGANJ 	100	BARAULI	GOPALGANJ	 RAM PRAVESH RAY	BJP	Rajput	RESPECT/IMPACT AMONG LOCAL LEADERS	4	0
GOPALGANJ 	100	BARAULI	GOPALGANJ	 RAM PRAVESH RAY	BJP	Rajput	WINABILITY	5	0
GOPALGANJ 	100	BARAULI	GOPALGANJ	NEYAZ AHEMAD	RJD	Muslim	AVAILABILITY	5	0
GOPALGANJ 	100	BARAULI	GOPALGANJ	NEYAZ AHEMAD	RJD	Muslim	HONESTY	6	0
GOPALGANJ 	100	BARAULI	GOPALGANJ	NEYAZ AHEMAD	RJD	Muslim	EFFECTIVENESS IN WORKING	4	0
GOPALGANJ 	100	BARAULI	GOPALGANJ	NEYAZ AHEMAD	RJD	Muslim	POPULARITY/IMPACT	6	0
GOPALGANJ 	100	BARAULI	GOPALGANJ	NEYAZ AHEMAD	RJD	Muslim	RELIGIOUS/CASTE INFLUENCE	5	0
GOPALGANJ 	100	BARAULI	GOPALGANJ	NEYAZ AHEMAD	RJD	Muslim	MUSCLE POWER	5	0
GOPALGANJ 	100	BARAULI	GOPALGANJ	NEYAZ AHEMAD	RJD	Muslim	FINANCIAL STATUS	4	0
GOPALGANJ 	100	BARAULI	GOPALGANJ	NEYAZ AHEMAD	RJD	Muslim	UNDERSTANDING WITH STATE PARTY LEADERS	2	0
