"ROUND...1...CUMMULATIVE"	"X."	"X..1"	"X..2"	"X..3"	"X..4"	"X..5"
"1"	"ANNEXURE - XL"	""	""	""	""	""	""
"2"	"[Para 22 ® Chapter - XIV-A]"	""	""	""	""	""	""
"3"	"FORM - 20"	""	""	""	""	""	""
"4"	"FINAL RESULT SHEET"	""	""	""	""	""	""
"5"	"[See Rule 56 A (7)]"	""	""	""	""	""	""
"6"	"Election to the Legislative Assembly from the 125-DHAMDAHA Assembly Constituency"	""	""	""	""	""	""
"7"	"No. of valid votes cast in favour of"	""	""	""	""	""	""
"8"	"Candidate Details"	""	""	""	"Votes Polled in AC"	""	""
"9"	"Sl.
No"	"Name"	"Party Abbre."	""	"Tot Gen
Votes."	"Postal
Votes"	"Total
Votes"
"10"	"1"	"DILEEP KUMAR YADAV"	"Rashtriya Janata Dal"	""	"1186"	"1"	"1187"
"11"	"2"	"BABULAL BESARA"	"Bahujan Samaj Party"	""	"104"	"1"	"105"
"12"	"3"	"RAM NARESH KISKU"	"Jharkhand Mukti Morcha"	""	"190"	"0"	"190"
"13"	"4"	"LESHI SINGH"	"Janata Dal (United)"	""	"1071"	"3"	"1074"
"14"	"5"	"DHEER NARAYAN JHA"	"Communist Party of India (Marxist-Leninist)(Libration)"	""	"113"	"0"	"113"
"15"	"6"	"NEELAM DEVI"	"Samajwadi Party"	""	"4357"	"0"	"4357"
"16"	"7"	"SHASHI KUMAR SINGH"	"Proutist Sarva Samaj Party"	""	"95"	"0"	"95"
"17"	"8"	"TUNTUN PASWAN"	"Independent"	""	"48"	"0"	"48"
"18"	"9"	"NEELAM BHARATI"	"Independent"	""	"66"	"0"	"66"
"19"	"10"	"BALRAM SINGH"	"Independent"	""	"57"	"0"	"57"
"20"	"11"	"RAJ KUMAR"	"Independent"	""	"63"	"0"	"63"
"21"	"12"	"VINDESHWARI PASWAN"	"Independent"	""	"43"	"0"	"43"
"22"	"13"	"SHAMBHU BHAGAT"	"Independent"	""	"55"	"0"	"55"
"23"	"14"	"SUCHITRA SINGH"	"Independent"	""	"153"	"0"	"153"
"24"	"Place -"	""	""	""	""	""	""
"25"	"Date  -"	""	""	""	""	""	""
"26"	"Returning Officer"	""	""	""	""	""	""
"27"	"125 - Dhamdaha Assembly Constituency"	""	""	""	""	""	""
"28"	"ROUND - 2 - CUMMULATIVE"	""	""	""	""	""	""
"29"	"ANNEXURE - XL"	""	""	""	""	""	""
"30"	"[Para 22 ® Chapter - XIV-A]"	""	""	""	""	""	""
"31"	"FORM - 20"	""	""	""	""	""	""
"32"	"FINAL RESULT SHEET"	""	""	""	""	""	""
"33"	"[See Rule 56 A (7)]"	""	""	""	""	""	""
"34"	"Election to the Legislative Assembly from the 125-DHAMDAHA Assembly Constituency"	""	""	""	""	""	""
"35"	"No. of valid votes cast in favour of"	""	""	""	""	""	""
"36"	"Candidate Details"	""	""	""	"Votes Polled in AC"	""	""
"37"	"Sl.
No"	"Name"	"Party Abbre."	""	"Tot Gen
Votes."	"Postal
Votes"	"Total
Votes"
"38"	"1"	"DILEEP KUMAR YADAV"	"Rashtriya Janata Dal"	""	"2207"	"1"	"2208"
"39"	"2"	"BABULAL BESARA"	"Bahujan Samaj Party"	""	"174"	"1"	"175"
"40"	"3"	"RAM NARESH KISKU"	"Jharkhand Mukti Morcha"	""	"683"	"0"	"683"
"41"	"4"	"LESHI SINGH"	"Janata Dal (United)"	""	"3213"	"3"	"3216"
"42"	"5"	"DHEER NARAYAN JHA"	"Communist Party of India (Marxist-Leninist)(Libration)"	""	"389"	"0"	"389"
"43"	"6"	"NEELAM DEVI"	"Samajwadi Party"	""	"7958"	"0"	"7958"
