"ROUND...I...CUMMULATIVE"	"X."	"X..1"	"X..2"	"X..3"	"X..4"	"X..5"
"1"	"ANNEXURE - XL"	""	""	""	""	""	""
"2"	"[Para 22 ® Chapter - XIV-A]"	""	""	""	""	""	""
"3"	"FORM - 20"	""	""	""	""	""	""
"4"	"FINAL RESULT SHEET"	""	""	""	""	""	""
"5"	"[See Rule 56 A (7)]"	""	""	""	""	""	""
"6"	"Election to the Legislative Assembly from the 139 - PURNEA Assembly Constituency"	""	""	""	""	""	""
"7"	"No. of valid votes cast in favour of"	""	""	""	""	""	""
"8"	"Candidate Details"	""	""	""	"Votes Polled in AC"	""	""
"9"	"Sl.
No"	"Name"	""	"Party Abbre."	"Tot Gen
Votes."	"Postal
Votes"	"Total
Votes"
"10"	"1"	"KRISHNA KUMAR MANDAL"	""	"Indian National Congress"	"555"	"0"	"555"
"11"	"2"	"JITENDRA ORAON"	""	"Jharkhand Mukti Morcha"	"207"	"0"	"207"
"12"	"3"	"TEJNARAYAN RAM"	""	"Bahujan Samaj Party"	"227"	"0"	"227"
"13"	"4"	"NEERAJ SINGH ALIAS CHHOTU SINGH"	""	"Rashtriya Janata Dal"	"144"	"0"	"144"
"14"	"5"	"PRADIP SARKAR"	""	"Communist Party of India (Marxist)"	"186"	"0"	"186"
"15"	"6"	"RAJ KISHORE KESHRI"	""	"Bharatiya Janata Party"	"1088"	"0"	"1088"
"16"	"7"	"DHARMENDRA ORAON"	""	"Jharkhand Disom Party"	"75"	"0"	"75"
"17"	"8"	"MADHABI SARKAR"	""	"Communist Party of India (Marxist-Leninist)(Libration)"	"62"	"0"	"62"
"18"	"9"	"RAKESH KUMAR SINGH"	""	"Shivsena"	"749"	"0"	"749"
"19"	"10"	"RAM CHARITRA YADAV"	""	"Samajwadi Party"	"1229"	"0"	"1229"
"20"	"11"	"VINAY KUMAR PANDEY"	""	"Samata Party"	"107"	"0"	"107"
"21"	"12"	"SADANAND MEHTA"	""	"Apna Dal"	"84"	"0"	"84"
"22"	"13"	"MD. HABIB"	""	"Independent"	"328"	"0"	"328"
"23"	"14"	"AFROZ ALAM"	""	"Independent"	"1309"	"0"	"1309"
"24"	"15"	"MD. AASHIQUE RAHMANI"	""	"Independent"	"83"	"0"	"83"
"25"	"16"	"ISRAR ALAM"	""	"Independent"	"191"	"0"	"191"
"26"	"17"	"JAYANTI DEVI"	""	"Independent"	"57"	"0"	"57"
"27"	"18"	"DAYA RANI DEVI"	""	"Independent"	"44"	"0"	"44"
"28"	"19"	"NAJMUL HODA"	""	"Independent"	"42"	"0"	"42"
"29"	"20"	"PHANI LAL YADAV"	""	"Independent"	"32"	"0"	"32"
"30"	"21"	"MANJU DEVI"	""	"Independent"	"26"	"0"	"26"
"31"	"22"	"MANOJ KUMAR PASWAN"	""	"Independent"	"63"	"0"	"63"
"32"	"23"	"MANOWER IMAM"	""	"Independent"	"30"	"0"	"30"
"33"	"24"	"MOHAMMAD ASLAM AAZAD"	""	"Independent"	"29"	"0"	"29"
"34"	"25"	"SHYAM LAL PASWAN"	""	"Independent"	"64"	"0"	"64"
"35"	"26"	"SANJIB KUMAR SHARMA"	""	"Independent"	"79"	"0"	"79"
"36"	"ROUND - II - CUMMULATIVE"	""	""	""	""	""	""
"37"	"ANNEXURE - XL"	""	""	""	""	""	""
"38"	"[Para 22 ® Chapter - XIV-A]"	""	""	""	""	""	""
"39"	"FORM - 20"	""	""	""	""	""	""
"40"	"FINAL RESULT SHEET"	""	""	""	""	""	""
"41"	"[See Rule 56 A (7)]"	""	""	""	""	""	""
"42"	"Election to the Legislative Assembly from the 139 - PURNEA Assembly Constituency"	""	""	""	""	""	""
