"FORM.20"	"X."	"X..1"	"X..2"	"X..3"	"X..4"	"X..5"	"X..6"	"X..7"	"X..8"	"X..9"	"X..10"	"X..11"	"X..12"	"X..13"	"X..14"	"X..15"	"X..16"	"X..17"	"X..18"	"X..19"	"X..20"	"X..21"	"X..22"	"X..23"
"1"	"FINAL RESULT SHEET [SEE RULE 56(2) ( C ) ]"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"2"	"ELECTION TO THE HOUSE OF THE PEOPLE FROM THE 29 PARLIAMENTARY CONSTITUENCY PART I"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"3"	"To be used both for Parliamentary and Assembly Election"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"4"	"Total No. of Electors in Assembly Constituency/Segment"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"5"	"168-JAMALPUR (VOTERS)"	""	""	""	"GENERAL VOTERS"	""	""	""	""	"SERVICE VOTERS"	""	""	""	""	"TOTAL"	""	""	""	""	""	""	""	""	""	""
"6"	""	""	""	""	"MEN    WOMEN 121216        99806"	""	""	"TOTAL 221022"	""	"MEN        WOMEN
248                137"	""	""	"TOTAL 385"	""	"221407"	""	""	""	""	""	""	""	""	""	""
"7"	"Name of Assembly Segment:- 168-Jamalpur"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"8"	"(in the case of Election form a Parlementary Constituency)"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"9"	"SL NO OF POLLING ST."	"No. of Valid votes cast in favour of"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"TOTAL OF VALID VOTES"	"NO.OF REJ. VOTES"	"TOTAL"	"NO. OF TEDR VOTES"	""	""
"10"	""	"UPENDRA PRASAD VERMA"	""	"RANBIR SAHNI"	"SHAILESH KUMAR"	"RANJIT KUMAR"	"SHIVDANI SINGH"	""	"SADHANA DEVI"	""	"ANUP PASWAN"	"OM PRAKASH PASWAN"	""	"NAVIN KUMAR"	""	"MANOJ KUMAR TANTI"	"MANOJ PASWAN"	"YOGESH NANDAN MANDAL"	"RANJIT KUMAR CHOUDHARY"	""	""	""	""	""	""
"11"	"1"	"2"	""	"3"	"4"	"5"	"6"	""	"7"	""	"8"	"9"	""	"10"	""	"11"	"12"	"13"	"14"	"15"	"16"	"17"	"18"	""	""
"12"	"1"	"79"	""	"4"	"161"	"0"	"7"	""	"28"	""	"1"	"9"	""	"2"	""	"15"	"2"	"1"	"0"	"309"	""	"309"	"0"	""	""
"13"	"2"	"141"	""	"1"	"93"	"3"	"1"	""	"17"	""	"5"	"1"	""	"2"	""	"135"	"3"	"3"	"7"	"412"	""	"412"	"0"	""	""
"14"	"3"	"160"	""	"9"	"309"	"0"	"14"	""	"32"	""	"2"	"4"	""	"7"	""	"124"	"5"	"4"	"7"	"677"	""	"677"	"0"	""	""
"15"	"4"	"97"	""	"5"	"230"	"4"	"3"	""	"43"	""	"2"	"12"	""	"4"	""	"31"	"1"	"5"	"13"	"450"	""	"450"	"0"	""	""
"16"	"5"	"41"	""	"4"	"347"	"7"	"13"	""	"37"	""	"7"	"10"	""	"4"	""	"90"	"6"	"6"	"5"	"577"	""	"577"	"0"	""	""
"17"	"6"	"87"	""	"8"	"356"	"4"	"18"	""	"47"	""	"3"	"11"	""	"5"	""	"97"	"4"	"4"	"5"	"649"	""	"649"	"0"	""	""
"18"	"7"	"71"	""	"3"	"526"	"6"	"9"	""	"40"	""	"2"	"7"	""	"5"	""	"11"	"6"	"4"	"9"	"699"	""	"699"	"0"	""	""
"19"	"8"	"68"	""	"3"	"208"	"3"	"4"	""	"60"	""	"3"	"19"	""	"4"	""	"12"	"0"	"4"	"4"	"392"	""	"392"	"0"	""	""
"20"	"9"	"60"	""	"4"	"399"	"2"	"15"	""	"17"	""	"3"	"1"	""	"6"	""	"10"	"5"	"2"	"6"	"530"	""	"530"	"0"	""	""
"21"	"12"	"97"	""	"2"	"273"	"4"	"6"	""	"19"	""	"5"	"4"	""	"0"	""	"20"	"0"	"2"	"2"	"434"	""	"434"	"0"	""	""
"22"	"11"	"58"	""	"1"	"340"	"3"	"2"	""	"66"	""	"2"	"15"	""	"2"	""	"6"	"1"	"1"	"5"	"502"	""	"502"	"0"	""	""
"23"	"12"	"69"	""	"2"	"236"	"2"	"9"	""	"37"	""	"2"	"2"	""	"2"	""	"11"	"3"	"1"	"2"	"378"	""	"378"	"0"	""	""
"24"	"13"	"23"	""	"3"	"218"	"2"	"4"	""	"20"	""	"1"	"3"	""	"0"	""	"5"	"0"	"1"	"1"	"281"	""	"281"	"0"	""	""
"25"	"14"	"31"	""	"2"	"293"	"2"	"8"	""	"17"	""	"6"	"8"	""	"0"	""	"127"	"3"	"2"	"2"	"501"	""	"501"	"0"	""	""
"26"	"TOTAL"	"1082"	""	"51"	"3989"	"42"	"113"	""	"480"	""	"44"	"106"	""	"43"	""	"694"	"39"	"40"	"68"	"6791"	""	"6791"	"0"	""	""
"27"	"ROUND:-1                                                                                                                                                                                                                                                                                                                                    SIGNATURE OF A.R.O."	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
