"FORM.20"	"X."	"X..1"	"X..2"	"X..3"	"X..4"	"X..5"	"X..6"	"X..7"	"X..8"	"X..9"	"X..10"	"X..11"	"X..12"	"X..13"	"X..14"	"X..15"	"X..16"	"X..17"	"X..18"	"X..19"	"X..20"	"X..21"
"1"	"FINAL RESULT SHEET [SEE RULE 56(2) ( C ) ]"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"2"	"ELECTION TO THE HOUSE OF THE PEOPLE FROM THE 29 PARLIAMENTARY CONSTITUENCY PART I"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"3"	"To be used both for Parliamentary and Assembly Election"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"4"	"Total No. of Electors in Assembly Constituency/Segment"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"5"	"167-MUNGER (VOTERS)"	""	""	"GENERAL VOTERS"	""	""	""	""	"SERVICE VOTERS"	""	""	""	""	"TOTAL"	""	""	""	""	""	""	""	""	""
"6"	""	""	""	"MEN        WOMEN
129509           108038"	""	""	"TOTAL 237547"	""	"MEN           WOMEN
318                    146"	""	""	"TOTAL
464"	""	"238011"	""	""	""	""	""	""	""	""	""
"7"	"Name of Assembly Segment:- 167-Munger"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"8"	"(in the case of Election form a Parlementary Constituency)"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"9"	"SL NO OF POLLING ST."	"No. of Valid votes cast in favour of                                                                                                                                        TOTAL"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"NO.OF REJ. VOTES"	"TOTAL"	"NO. OF TEDR VOTES"	""	""
"10"	""	"DR. MONAZIR HASSAN"	"MAUSAM"	"SANJAY KR. KESHRI"	"ABHIMANY U KUMAR"	"MANOHAR PASWAN"	""	"RAMDEV SINGH YADAV"	""	"BIMAL ROY"	"DHARMENDR A MANDAL"	""	"BABU LAL PASWAN"	""	"RINKI DEVI"	""	"SANJAY YADAV"	"OF VALID VOTES"	""	""	""	""	""
"11"	"1"	"2"	"3"	"4"	"5"	"6"	""	"7"	""	"8"	"9"	""	"10"	""	"11"	""	"12"	"13"	"14"	"15"	"16"	""	""
"12"	"1"	"285"	"39"	"6"	"36"	"12"	""	"7"	""	"13"	"2"	""	"2"	""	"65"	""	"16"	"483"	"0"	"483"	""	""	""
"13"	"2"	"423"	"16"	"5"	"11"	"6"	""	"5"	""	"20"	"1"	""	"4"	""	"45"	""	"24"	"560"	"0"	"560"	""	""	""
"14"	"3"	"228"	"25"	"1"	"9"	"5"	""	"1"	""	"15"	"2"	""	"0"	""	"45"	""	"2"	"333"	"0"	"333"	""	""	""
"15"	"4"	"334"	"35"	"1"	"0"	"2"	""	"2"	""	"9"	"1"	""	"0"	""	"62"	""	"6"	"452"	"0"	"452"	""	""	""
"16"	"5"	"117"	"12"	"6"	"30"	"4"	""	"0"	""	"9"	"0"	""	"0"	""	"10"	""	"2"	"190"	"0"	"190"	""	""	""
"17"	"6"	"226"	"9"	"11"	"92"	"7"	""	"2"	""	"10"	"1"	""	"0"	""	"45"	""	"9"	"412"	"0"	"412"	""	""	""
"18"	"7"	"192"	"41"	"2"	"2"	"6"	""	"1"	""	"6"	"2"	""	"1"	""	"52"	""	"20"	"325"	"0"	"325"	""	""	""
"19"	"8"	"208"	"55"	"4"	"15"	"2"	""	"4"	""	"4"	"4"	""	"2"	""	"113"	""	"13"	"424"	"0"	"424"	""	""	""
"20"	"9"	"169"	"88"	"6"	"20"	"3"	""	"3"	""	"14"	"4"	""	"5"	""	"112"	""	"10"	"434"	"0"	"434"	""	""	""
"21"	"12"	"186"	"90"	"0"	"18"	"2"	""	"4"	""	"7"	"0"	""	"2"	""	"71"	""	"21"	"401"	"0"	"401"	""	""	""
"22"	"11"	"356"	"5"	"5"	"5"	"2"	""	"5"	""	"17"	"4"	""	"3"	""	"82"	""	"4"	"488"	"0"	"488"	""	""	""
"23"	"12"	"209"	"10"	"5"	"9"	"7"	""	"0"	""	"10"	"4"	""	"5"	""	"248"	""	"13"	"520"	"0"	"520"	""	""	""
"24"	"13"	"249"	"6"	"30"	"12"	"2"	""	"3"	""	"24"	"5"	""	"1"	""	"109"	""	"7"	"448"	"0"	"448"	""	""	""
"25"	"14"	"475"	"13"	"43"	"9"	"3"	""	"3"	""	"21"	"6"	""	"5"	""	"99"	""	"8"	"685"	"0"	"685"	""	""	""
"26"	"TOTAL"	"3657"	"444"	"125"	"268"	"63"	""	"40"	""	"179"	"36"	""	"30"	""	"1158"	""	"155"	"6155"	"0"	"6155"	""	""	""
"27"	"ROUND:- 1"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"28"	"SIGNATURE OF A.R.O."	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"29"	"SL NO OF POLLING ST."	"No. of Valid votes cast in favour of                                                                                                                                        TOTAL"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"NO.OF REJ. VOTES"	"TOTAL"	"NO. OF TEDR VOTES"	""	""
