"izi......20"	"X."	"X..1"	"X..2"	"X..3"	"X..4"	"X..5"	"X..6"	"X..7"	"X..8"	"X..9"	"X..10"	"X..11"	"X..12"	"X..13"	"X..14"
"1"	"vafre ifj.kke"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"2"	"1&/kugk fo/kku lHkk fuokZpu {ks= ds fy, fuokZpu "	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"3"	"fo/kku lHkk fuokZpu {ks= esa fuokZpdksa dh dqy la[;k & 135899"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"4"	""	"vH;fFkZ;ksa ds i{k  esa  Mkys x;s oS| erksa  dh la[;k"	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"5"	"ernku    dsUnz la0"	"vFkZjkt ;kno"	"bUnzthr ;kno"	"j?kqukFk   izlkn lkguh"	"jkts'k flag"	"v#.k    dqekj frokjh"	"d`\".k     fcgkjh izlkn
dq'kokgk"	"cOou     izlkn
;kno"	"cky      f[kyk Bkdqj"	"jkek/kkj ;kno"	"eukst izlkn"	"eqds'k    dqekj dq'kokgk"	"oS|   erksa   dk
;ksx"	"vLohd`r   erksa dk ;ksx"	";ksx"	"fufonr eri=ksa      dh la[;k"
"6"	"1"	"1"	"2"	"3"	"4"	"5"	"6"	"7"	"8"	"9"	"10"	"11"	"12"	"13"	"14"	"15"
"7"	"1"	"9"	"2"	"15"	"135"	"5"	"1"	"6"	"6"	"26"	"3"	"133"	"341"	"0"	"341"	"0"
"8"	"2"	"5"	"4"	"29"	"205"	"21"	"7"	"29"	"7"	"24"	"2"	"31"	"364"	"0"	"364"	"0"
"9"	"3"	"5"	"2"	"44"	"15"	"0"	"1"	"11"	"4"	"4"	"0"	"32"	"118"	"0"	"118"	"0"
"10"	"4"	"5"	"3"	"52"	"389"	"16"	"8"	"100"	"16"	"8"	"18"	"169"	"784"	"0"	"784"	"0"
"11"	"5"	"0"	"0"	"5"	"221"	"11"	"4"	"142"	"2"	"5"	"5"	"305"	"700"	"0"	"700"	"0"
"12"	"6"	"9"	"0"	"7"	"144"	"9"	"8"	"109"	"6"	"8"	"4"	"266"	"570"	"0"	"570"	"0"
"13"	"7"	"17"	"6"	"138"	"354"	"21"	"6"	"116"	"13"	"20"	"10"	"137"	"838"	"0"	"838"	"0"
"14"	"8"	"20"	"2"	"9"	"7"	"10"	"1"	"45"	"5"	"191"	"6"	"293"	"589"	"0"	"589"	"0"
"15"	"9"	"4"	"0"	"16"	"6"	"1"	"2"	"24"	"2"	"27"	"2"	"235"	"319"	"0"	"319"	"0"
"16"	"10"	"10"	"1"	"0"	"11"	"3"	"1"	"9"	"3"	"78"	"3"	"244"	"363"	"0"	"363"	"0"
"17"	"11"	"0"	"0"	"0"	"64"	"2"	"0"	"1"	"1"	"2"	"2"	"546"	"618"	"0"	"618"	"0"
"18"	"12"	"7"	"1"	"15"	"39"	"4"	"2"	"5"	"2"	"5"	"6"	"207"	"293"	"0"	"293"	"0"
