"ernku.dsUnz.la0"	"X."	"vH.FkhZ.ksa.ds.i.k.esa.fn.s.x.s.cS.k.erksa.dh.la..k..oa.vH.FkhZ.ksa.dk.uke"	"X..1"	"X..2"	"X..3"	"X..4"	"X..5"	"X..6"	"X..7"	"X..8"	"X..9"	"X..10"	"X..11"	"X..12"	"X..13"	"X..14"	"X..15"	"X..16"	"X..17"	"X..18"	"X..19"	"X..20"	"X..21"	"X..22"	"X..23"	"X..24"	"X..25"	"X..26"	"X..27"	"X..28"	"X..29"	"X..30"	"X..31"	"X..32"	"X..33"	"X..34"	"X..35"	"X..36"	"X..37"	"X..38"	"X..39"	"X..40"	"X..41"	"X..42"	"dqy.fof.kekU..er"	"X..43"	"X..44"	"X..45"	"X..46"	"izfr.ks0.erksa.dh.la0"	"X..47"	"X..48"	"X..49"	"X..50"	"dqy"	"X..51"	"X..52"	"X..53"	"X..54"
"1"	""	""	"vejsUnz
dqekj ik.Ms;"	""	""	""	""	"fdj.k nsoh"	""	""	"feFkys'k
frokjh"	""	""	""	""	";frUnz ukFk
frokjh"	""	""	""	""	"lqHkk\"k flag"	""	""	""	"fnus'k jk;"	""	""	""	""	"/kuat; jk;"	""	""	""	"/kesZUnz pkS/kjh"	""	""	""	"fot; pkScs"	""	""	""	""	"Jh ifr
mik/;k;"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"2"	"1"	""	"2"	""	""	""	""	"3"	""	""	"4"	""	""	""	""	"5"	""	""	""	""	"6"	""	""	""	"7"	""	""	""	""	"8"	""	""	""	"9"	""	""	""	"10"	""	""	""	""	"11"	""	""	"12"	""	""	""	""	"13"	""	""	""	""	"14"	""	""	""	""
"3"	"1"	""	"269"	""	""	""	""	"155"	""	""	"43"	""	""	""	""	"20"	""	""	""	""	"6"	""	""	""	"2"	""	""	""	""	"8"	""	""	""	"5"	""	""	""	"7"	""	""	""	""	"12"	""	""	"527"	""	""	""	""	""	""	""	""	""	"527"	""	""	""	""
"4"	"2"	""	"244"	""	""	""	""	"166"	""	""	"16"	""	""	""	""	"9"	""	""	""	""	"1"	""	""	""	"6"	""	""	""	""	"2"	""	""	""	"5"	""	""	""	"7"	""	""	""	""	"19"	""	""	"475"	""	""	""	""	""	""	""	""	""	"475"	""	""	""	""
"5"	"3"	""	"196"	""	""	""	""	"394"	""	""	"37"	""	""	""	""	"10"	""	""	""	""	"3"	""	""	""	"1"	""	""	""	""	"1"	""	""	""	"1"	""	""	""	"6"	""	""	""	""	"3"	""	""	"652"	""	""	""	""	""	""	""	""	""	"652"	""	""	""	""
"6"	"4"	""	"163"	""	""	""	""	"332"	""	""	"21"	""	""	""	""	"19"	""	""	""	""	"2"	""	""	""	"9"	""	""	""	""	"6"	""	""	""	"9"	""	""	""	"6"	""	""	""	""	"16"	""	""	"583"	""	""	""	""	""	""	""	""	""	"583"	""	""	""	""
"7"	"5"	""	"269"	""	""	""	""	"202"	""	""	"34"	""	""	""	""	"9"	""	""	""	""	"7"	""	""	""	"7"	""	""	""	""	"6"	""	""	""	"3"	""	""	""	"5"	""	""	""	""	"17"	""	""	"559"	""	""	""	""	""	""	""	""	""	"559"	""	""	""	""
"8"	"6"	""	"145"	""	""	""	""	"82"	""	""	"12"	""	""	""	""	"9"	""	""	""	""	"5"	""	""	""	"5"	""	""	""	""	"3"	""	""	""	"8"	""	""	""	"1"	""	""	""	""	"17"	""	""	"287"	""	""	""	""	""	""	""	""	""	"287"	""	""	""	""
"9"	"7"	""	"362"	""	""	""	""	"99"	""	""	"31"	""	""	""	""	"15"	""	""	""	""	"11"	""	""	""	"4"	""	""	""	""	"4"	""	""	""	"11"	""	""	""	"10"	""	""	""	""	"26"	""	""	"573"	""	""	""	""	""	""	""	""	""	"573"	""	""	""	""
"10"	"8"	""	"495"	""	""	""	""	"97"	""	""	"11"	""	""	""	""	"6"	""	""	""	""	"4"	""	""	""	"3"	""	""	""	""	"4"	""	""	""	"2"	""	""	""	"4"	""	""	""	""	"15"	""	""	"641"	""	""	""	""	""	""	""	""	""	"641"	""	""	""	""
"11"	"9"	""	"210"	""	""	""	""	"305"	""	""	"13"	""	""	""	""	"17"	""	""	""	""	"5"	""	""	""	"3"	""	""	""	""	"9"	""	""	""	"10"	""	""	""	"7"	""	""	""	""	"5"	""	""	"584"	""	""	""	""	""	""	""	""	""	"584"	""	""	""	""
"12"	"10"	""	"143"	""	""	""	""	"223"	""	""	"21"	""	""	""	""	"15"	""	""	""	""	"7"	""	""	""	"5"	""	""	""	""	"4"	""	""	""	"4"	""	""	""	"10"	""	""	""	""	"14"	""	""	"446"	""	""	""	""	""	""	""	""	""	"446"	""	""	""	""
"13"	"11"	""	"31"	""	""	""	""	"104"	""	""	"5"	""	""	""	""	"3"	""	""	""	""	"3"	""	""	""	"0"	""	""	""	""	"0"	""	""	""	"1"	""	""	""	"1"	""	""	""	""	"2"	""	""	"150"	""	""	""	""	""	""	""	""	""	"150"	""	""	""	""
"14"	"12"	""	"158"	""	""	""	""	"274"	""	""	"18"	""	""	""	""	"12"	""	""	""	""	"0"	""	""	""	"8"	""	""	""	""	"7"	""	""	""	"0"	""	""	""	"8"	""	""	""	""	"16"	""	""	"501"	""	""	""	""	""	""	""	""	""	"501"	""	""	""	""
"15"	"13"	""	"141"	""	""	""	""	"310"	""	""	"37"	""	""	""	""	"11"	""	""	""	""	"4"	""	""	""	"3"	""	""	""	""	"5"	""	""	""	"8"	""	""	""	"11"	""	""	""	""	"14"	""	""	"544"	""	""	""	""	""	""	""	""	""	"544"	""	""	""	""
"16"	"14"	""	"97"	""	""	""	""	"350"	""	""	"49"	""	""	""	""	"7"	""	""	""	""	"2"	""	""	""	"5"	""	""	""	""	"3"	""	""	""	"1"	""	""	""	"10"	""	""	""	""	"14"	""	""	"538"	""	""	""	""	""	""	""	""	""	"538"	""	""	""	""
"17"	";ksx"	""	"2923"	""	""	""	""	"3093"	""	""	"348"	""	""	""	""	"162"	""	""	""	""	"60"	""	""	""	"61"	""	""	""	""	"62"	""	""	""	"68"	""	""	""	"93"	""	""	""	""	"190"	""	""	"7060"	""	""	""	""	"0"	""	""	""	""	"7060"	""	""	""	""
"18"	"ernku
dsUnz la0"	""	""	"vH;FkhZ;ksa ds i{k esa fn;s x;s cS/k erksa dh la[;k ,oa vH;FkhZ;ksa dk uke"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"dqy
fof/kekU; er"	""	""	""	""	"izfr{ks0 erksa
dh la[;k"	""	""	""	"dqy"	""	""	""	""
"19"	""	""	""	"vejsUnz
dqekj ik.Ms;"	""	""	""	"fdj.k nsoh"	""	""	""	"feFkys'k
frokjh"	""	""	""	""	";frUnz ukFk
frokjh"	""	""	""	"lqHkk\"k flag"	""	""	""	""	"fnus'k jk;"	""	""	""	"/kuat; jk;"	""	""	""	"/kesZUnz pkS/kjh"	""	""	""	""	"fot; pkScs"	""	""	""	"Jh ifr
mik/;k;"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"20"	"1"	""	""	"2"	""	""	""	"3"	""	""	""	"4"	""	""	""	""	"5"	""	""	""	"6"	""	""	""	""	"7"	""	""	""	"8"	""	""	""	"9"	""	""	""	""	"10"	""	""	""	"11"	""	""	""	"12"	""	""	""	""	"13"	""	""	""	"14"	""	""	""	""
"21"	"15"	""	""	"108"	""	""	""	"329"	""	""	""	"23"	""	""	""	""	"8"	""	""	""	"1"	""	""	""	""	"1"	""	""	""	"1"	""	""	""	"5"	""	""	""	""	"11"	""	""	""	"19"	""	""	""	"506"	""	""	""	""	""	""	""	""	"506"	""	""	""	""
