"ROUND...I...CUMMULATIVE"	"X."	"X..1"	"X..2"	"X..3"	"X..4"	"X..5"
"1"	"ANNEXURE - XL"	""	""	""	""	""	""
"2"	"[Para 22 ® Chapter - XIV-A]"	""	""	""	""	""	""
"3"	"FORM - 20"	""	""	""	""	""	""
"4"	"FINAL RESULT SHEET"	""	""	""	""	""	""
"5"	"[See Rule 56 A (7)]"	""	""	""	""	""	""
"6"	"Election to the Legislative Assembly from the 138 - KASBA Assembly Constituency"	""	""	""	""	""	""
"7"	"No. of valid votes cast in favour of"	""	""	""	""	""	""
"8"	"Candidate Details"	""	""	""	"Votes Polled in AC"	""	""
"9"	"Sl.
No"	"Name"	"Party Abbre."	""	"Tot Gen
Votes."	"Postal
Votes"	"Total
Votes"
"10"	"1"	"ASHOK KUMAR SAH"	"Jharkhand Mukti Morcha"	""	"141"	"0"	"141"
"11"	"2"	"JAI KRISHNA MEHTA"	"Rashtriya Janata Dal"	""	"155"	"0"	"155"
"12"	"3"	"PRADIP KUMAR DAS"	"Bharatiya Janata Party"	""	"1906"	"0"	"1906"
"13"	"4"	"MUKHTAR ALAM"	"Bahujan Samaj Party"	""	"767"	"0"	"767"
"14"	"5"	"SYAD GULAM HUSSAIN"	"Nationalist Congress Party"	""	"239"	"0"	"239"
"15"	"6"	"MD. AFAQUE ALAM"	"Samajwadi Party"	""	"711"	"0"	"711"
"16"	"7"	"UPENDRA NATH SAGAR"	"Rashtriya Lok Dal"	""	"60"	"0"	"60"
"17"	"8"	"NAZRUL ISLAM"	"Apna Dal"	""	"69"	"0"	"69"
"18"	"9"	"NAVIN KU.  MAHTO"	"Kamjor Varg Sangh, Bihar"	""	"177"	"0"	"177"
"19"	"10"	"BAMBAM SAH"	"Shivsena"	""	"128"	"0"	"128"
"20"	"11"	"MOJIB"	"Jharkhand Disom Party"	""	"71"	"0"	"71"
"21"	"12"	"RAJENDRA MANDAL"	"Communist Party of India (Marxist-Leninist)(Libration)"	""	"54"	"0"	"54"
"22"	"13"	"VIDYANAND MEHTA"	"Samata Party"	""	"152"	"0"	"152"
"23"	"14"	"SANTOSH KUMAR"	"Lok Jan Shakti Party"	""	"847"	"0"	"847"
"24"	"15"	"SADANAND PRASAD SUMAN"	"Proutist  Sarva Samaj Party"	""	"124"	"0"	"124"
"25"	"16"	"ASHOK KUMAR MEHTA"	"Independent"	""	"254"	"0"	"254"
"26"	"17"	"JAMBO URAON"	"Independent"	""	"145"	"0"	"145"
"27"	"18"	"JAY PRAKASH  URAON"	"Independent"	""	"130"	"0"	"130"
"28"	"19"	"MD. ZUBER ALAM"	"Independent"	""	"78"	"0"	"78"
"29"	"20"	"SAMBHU NATH MAHTO"	"Independent"	""	"67"	"0"	"67"
"30"	"21"	"SAKALDEO RISHI"	"Independent"	""	"143"	"0"	"143"
"31"	"22"	"SUBODH YADAV"	"Independent"	""	"1401"	"0"	"1401"
"32"	"ROUND - II - CUMMULATIVE"	""	""	""	""	""	""
"33"	"ANNEXURE - XL"	""	""	""	""	""	""
"34"	"[Para 22 ® Chapter - XIV-A]"	""	""	""	""	""	""
"35"	"FORM - 20"	""	""	""	""	""	""
"36"	"FINAL RESULT SHEET"	""	""	""	""	""	""
"37"	"[See Rule 56 A (7)]"	""	""	""	""	""	""
"38"	"Election to the Legislative Assembly from the 138 - KASBA Assembly Constituency"	""	""	""	""	""	""
"39"	"No. of valid votes cast in favour of"	""	""	""	""	""	""
"40"	"Candidate Details"	""	""	""	"Votes Polled in AC"	""	""
"41"	"Sl.
No"	"Name"	"Party Abbre."	""	"Tot Gen
Votes."	"Postal
Votes"	"Total
Votes"
