"Candidates..Name..."	"Adib.Rizvi"	"Krishna.Dayal.Singh"	"Jay.Lakshmi"	"Narendra.Kumar.Pandey.Alias.Sunil.Pandey"	"Satyendra.Roy"	"Avinash.Sharma"	"Kamta.Prasad.Singh"	"Ajit.Roy"	"Rabindra.Kumar.Singh"	"Total..Part.1."
"1"	"<--Booth No"	""	""	""	""	""	""	""	""	""	""
"2"	"1"	"2"	"3"	"4"	"5"	"6"	"7"	"8"	"9"	"10"	"11"
"3"	"1"	"372"	"6"	"2"	"110"	"3"	"3"	"59"	"6"	"20"	"581"
"4"	"2"	"164"	"4"	"3"	"273"	"0"	"3"	"14"	"9"	"5"	"475"
"5"	"3"	"97"	"1"	"3"	"436"	"7"	"3"	"17"	"9"	"7"	"580"
"6"	"4"	"131"	"5"	"8"	"266"	"4"	"3"	"25"	"11"	"9"	"462"
"7"	"4A"	"101"	"2"	"3"	"246"	"3"	"3"	"37"	"17"	"7"	"419"
"8"	"5"	"491"	"2"	"1"	"18"	"0"	"0"	"1"	"1"	"0"	"514"
"9"	"6"	"97"	"1"	"7"	"408"	"6"	"5"	"24"	"9"	"5"	"562"
"10"	"7"	"41"	"0"	"2"	"290"	"2"	"1"	"11"	"7"	"7"	"361"
"11"	"8"	"436"	"8"	"2"	"88"	"3"	"2"	"0"	"3"	"2"	"544"
"12"	"9"	"523"	"6"	"2"	"63"	"1"	"0"	"2"	"0"	"3"	"600"
"13"	"10"	"25"	"1"	"6"	"402"	"5"	"4"	"21"	"5"	"6"	"475"
"14"	"11"	"97"	"3"	"5"	"149"	"2"	"1"	"51"	"7"	"24"	"339"
"15"	"12"	"572"	"5"	"4"	"202"	"4"	"4"	"23"	"7"	"10"	"831"
"16"	"13"	"452"	"3"	"4"	"78"	"1"	"4"	"3"	"3"	"10"	"558"
"17"	"14"	"651"	"9"	"4"	"137"	"7"	"6"	"23"	"5"	"11"	"853"
"18"	"15"	"532"	"12"	"3"	"47"	"21"	"2"	"35"	"7"	"21"	"680"
"19"	"16"	"357"	"6"	"6"	"203"	"5"	"9"	"110"	"26"	"23"	"745"
"20"	"17"	"44"	"0"	"2"	"98"	"2"	"2"	"17"	"1"	"8"	"174"
"21"	"18"	"104"	"4"	"5"	"101"	"3"	"3"	"65"	"6"	"23"	"314"
"22"	"19"	"52"	"5"	"3"	"140"	"5"	"3"	"81"	"1"	"28"	"318"
"23"	"20"	"51"	"2"	"12"	"366"	"10"	"12"	"229"	"4"	"11"	"697"
"24"	"21"	"12"	"0"	"2"	"511"	"3"	"0"	"70"	"0"	"3"	"601"
"25"	"22"	"492"	"6"	"6"	"94"	"3"	"3"	"42"	"1"	"11"	"658"
"26"	"23"	"103"	"4"	"14"	"164"	"5"	"3"	"71"	"10"	"23"	"397"
"27"	"24"	"206"	"5"	"5"	"292"	"7"	"2"	"34"	"8"	"19"	"578"
"28"	"25"	"155"	"2"	"5"	"262"	"8"	"3"	"27"	"4"	"9"	"475"
"29"	"26"	"78"	"3"	"2"	"303"	"1"	"2"	"29"	"4"	"6"	"428"
