"Form.20"	"X."	"X..1"	"X..2"	"X..3"	"X..4"	"X..5"	"X..6"	"X..7"	"X..8"	"X..9"	"X..10"	"X..11"	"X..12"	"X..13"	"X..14"	"X..15"	"X..16"	"X..17"	"X..18"	"X..19"	"X..20"	"X..21"	"X..22"	"X..23"	"X..24"	"X..25"	"X..26"	"X..27"	"X..28"	"X..29"	"X..30"	"X..31"	"X..32"	"X..33"	"X..34"	"X..35"	"X..36"	"X..37"	"X..38"	"X..39"	"X..40"	"X..41"	"X..42"	"X..43"	"X..44"	"X..45"	"X..46"	"X..47"	"X..48"	"X..49"	"X..50"	"X..51"	"X..52"	"X..53"	"X..54"	"X..55"	"X..56"	"X..57"	"X..58"	"X..59"	"X..60"	"X..61"	"X..62"	"X..63"
"1"	"Assembly Constituency :214---Arwal                                                                                                                                                                            No of Voters :201054"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"2"	"Candidates  Name"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"3"	"BOOTH NO"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"4"	"No of valid votes caste in favour of                                                        Total Valid Votes"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"5"	"1"	""	""	"2"	""	""	"3"	""	"4"	""	"5"	""	"6"	""	""	"7"	""	""	""	"8"	""	"9"	""	""	"10"	""	""	"11"	""	""	"12"	""	""	"13"	""	""	"14"	""	""	"15"	""	"16"	""	""	"17"	""	""	"18"	""	""	"19"	""	""	"20"	""	""	"21"	""	""	"22"	""	""	"23"	""	""
"6"	""	""	"1"	""	""	""	""	"13"	""	"41"	""	"134"	""	""	"8"	""	""	"2"	""	""	"2"	""	""	"5"	""	""	"204"	""	""	"21"	""	""	"12"	""	""	"2"	""	"0"	""	""	"4"	""	""	"16"	""	""	"5"	""	""	"9"	""	""	"1"	""	""	"2"	""	"2"	""	""	""	"0"	""	""	"2"
"7"	""	""	"2"	""	""	""	""	"3"	""	"110"	""	"27"	""	""	"61"	""	""	"5"	""	""	"1"	""	""	"2"	""	""	"218"	""	""	"17"	""	""	"3"	""	""	"0"	""	"9"	""	""	"7"	""	""	"2"	""	""	"21"	""	""	"1"	""	""	"3"	""	""	"3"	""	"1"	""	""	""	"3"	""	""	"5"
"8"	""	""	"3"	""	""	""	""	"0"	""	"120"	""	"14"	""	""	"7"	""	""	"0"	""	""	"0"	""	""	"0"	""	""	"191"	""	""	"15"	""	""	"3"	""	""	"0"	""	"2"	""	""	"3"	""	""	"0"	""	""	"11"	""	""	"0"	""	""	"1"	""	""	"1"	""	"2"	""	""	""	"0"	""	""	"2"
"9"	""	""	"4"	""	""	""	""	"9"	""	"92"	""	"21"	""	""	"12"	""	""	"2"	""	""	"5"	""	""	"10"	""	""	"133"	""	""	"11"	""	""	"5"	""	""	"4"	""	"109"	""	""	"21"	""	""	"3"	""	""	"13"	""	""	"1"	""	""	"3"	""	""	"1"	""	"3"	""	""	""	"5"	""	""	"1"
"10"	""	""	"5"	""	""	""	""	"70"	""	"292"	""	"45"	""	""	"13"	""	""	"10"	""	""	"4"	""	""	"7"	""	""	"215"	""	""	"17"	""	""	"8"	""	""	"2"	""	"11"	""	""	"14"	""	""	"16"	""	""	"10"	""	""	"9"	""	""	"6"	""	""	"6"	""	"3"	""	""	""	"4"	""	""	"4"
"11"	""	""	"6"	""	""	""	""	"3"	""	"9"	""	"133"	""	""	"27"	""	""	"6"	""	""	"0"	""	""	"0"	""	""	"27"	""	""	"1"	""	""	"0"	""	""	"0"	""	"2"	""	""	"4"	""	""	"4"	""	""	"14"	""	""	"5"	""	""	"7"	""	""	"4"	""	"4"	""	""	""	"7"	""	""	"3"
"12"	""	""	"7"	""	""	""	""	"4"	""	"176"	""	"49"	""	""	"43"	""	""	"50"	""	""	"3"	""	""	"1"	""	""	"126"	""	""	"18"	""	""	"6"	""	""	"3"	""	"8"	""	""	"24"	""	""	"6"	""	""	"14"	""	""	"8"	""	""	"6"	""	""	"6"	""	"3"	""	""	""	"2"	""	""	"3"
"13"	""	""	"8"	""	""	""	""	"8"	""	"116"	""	"118"	""	""	"12"	""	""	"12"	""	""	"0"	""	""	"5"	""	""	"100"	""	""	"8"	""	""	"7"	""	""	"2"	""	"2"	""	""	"9"	""	""	"8"	""	""	"33"	""	""	"5"	""	""	"10"	""	""	"2"	""	"3"	""	""	""	"6"	""	""	"5"
"14"	""	""	"9"	""	""	""	""	"3"	""	"112"	""	"107"	""	""	"55"	""	""	"8"	""	""	"5"	""	""	"3"	""	""	"56"	""	""	"6"	""	""	"57"	""	""	"3"	""	"1"	""	""	"39"	""	""	"2"	""	""	"43"	""	""	"6"	""	""	"30"	""	""	"4"	""	"1"	""	""	""	"3"	""	""	"4"
"15"	""	""	"10"	""	""	""	""	"2"	""	"26"	""	"105"	""	""	"15"	""	""	"3"	""	""	"3"	""	""	"2"	""	""	"45"	""	""	"9"	""	""	"7"	""	""	"0"	""	"3"	""	""	"12"	""	""	"6"	""	""	"18"	""	""	"7"	""	""	"1"	""	""	"3"	""	"21"	""	""	""	"3"	""	""	"4"
