"Candidates.Name"	"Zubair.Alam"	"Tasleem.Uddin"	"Mohammad.Asrarul.Haque"	"Syed.Mahmood.Ashraf"	"Tamajul.Ali"	"Mohammad.Khashiur.Rahman"	"Mohammad.Nissar.Alam"	"Rajit.Podar"	"Abdul.Rajjak.urf.Kal"	"Abhinav.Modi"	"Asgar.Malik"	"Chotay.Lal.Mahto"	"Md.Taslimuddi.n"	"X."
"1"	"Booth No"	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"2"	"1"	"2"	"3"	"4"	"5"	"6"	"7"	"8"	"9"	"10"	"11"	"12"	"13"	"14"	"15"
"3"	"1"	"8"	"80"	"383"	"24"	"2"	"6"	"4"	"2"	"4"	"3"	"7"	"4"	"8"	"535"
"4"	"2"	"10"	"73"	"192"	"13"	"3"	"3"	"21"	"2"	"2"	"1"	"0"	"0"	"7"	"327"
"5"	"3"	"0"	"18"	"141"	"218"	"1"	"3"	"23"	"2"	"3"	"2"	"1"	"2"	"2"	"416"
"6"	"4"	"5"	"11"	"67"	"221"	"1"	"0"	"11"	"1"	"0"	"0"	"0"	"0"	"0"	"317"
"7"	"5"	"4"	"9"	"122"	"126"	"3"	"2"	"35"	"2"	"2"	"0"	"1"	"1"	"3"	"310"
"8"	"6"	"8"	"43"	"438"	"63"	"5"	"8"	"11"	"7"	"12"	"7"	"8"	"8"	"15"	"633"
"9"	"7"	"6"	"3"	"4"	"177"	"1"	"2"	"24"	"2"	"0"	"0"	"1"	"0"	"2"	"222"
"10"	"8"	"2"	"1"	"5"	"177"	"3"	"3"	"12"	"2"	"1"	"0"	"0"	"0"	"3"	"209"
"11"	"9"	"15"	"8"	"76"	"280"	"5"	"5"	"47"	"4"	"2"	"2"	"2"	"2"	"1"	"449"
"12"	"10"	"13"	"51"	"38"	"511"	"5"	"4"	"45"	"8"	"0"	"1"	"4"	"3"	"5"	"688"
"13"	"11"	"18"	"89"	"175"	"272"	"6"	"14"	"33"	"12"	"3"	"6"	"9"	"10"	"5"	"652"
"14"	"12"	"7"	"24"	"16"	"66"	"0"	"0"	"4"	"2"	"0"	"1"	"0"	"1"	"0"	"121"
"15"	"13"	"17"	"19"	"253"	"307"	"10"	"9"	"25"	"4"	"6"	"6"	"2"	"4"	"5"	"667"
"16"	"14"	"13"	"17"	"427"	"39"	"5"	"10"	"8"	"5"	"1"	"0"	"4"	"0"	"5"	"534"
"17"	"15"	"5"	"25"	"288"	"188"	"3"	"8"	"24"	"3"	"3"	"3"	"1"	"1"	"1"	"553"
"18"	"16"	"9"	"11"	"363"	"15"	"4"	"7"	"8"	"0"	"1"	"3"	"2"	"2"	"3"	"428"
"19"	"17"	"13"	"23"	"384"	"219"	"5"	"8"	"30"	"4"	"5"	"5"	"5"	"10"	"7"	"718"
"20"	"18"	"4"	"12"	"123"	"213"	"1"	"1"	"23"	"8"	"2"	"4"	"2"	"0"	"3"	"396"
"21"	"19"	"19"	"36"	"370"	"147"	"8"	"7"	"17"	"2"	"8"	"0"	"2"	"2"	"10"	"628"
"22"	"20"	"14"	"11"	"20"	"385"	"1"	"4"	"32"	"2"	"1"	"2"	"0"	"0"	"0"	"472"
"23"	"21"	"5"	"127"	"102"	"196"	"5"	"4"	"20"	"3"	"1"	"2"	"4"	"1"	"4"	"474"
"24"	"22"	"9"	"5"	"21"	"289"	"5"	"1"	"28"	"4"	"3"	"1"	"1"	"0"	"0"	"367"
"25"	"23"	"4"	"6"	"27"	"420"	"5"	"8"	"77"	"13"	"5"	"4"	"6"	"7"	"10"	"592"
"26"	"24"	"18"	"216"	"91"	"244"	"2"	"4"	"30"	"5"	"5"	"4"	"4"	"14"	"5"	"642"
"27"	"25"	"5"	"47"	"15"	"182"	"2"	"2"	"32"	"5"	"1"	"2"	"2"	"2"	"5"	"302"
"28"	"26"	"13"	"44"	"263"	"298"	"5"	"15"	"29"	"7"	"2"	"7"	"3"	"11"	"5"	"702"
"29"	"27"	"12"	"8"	"97"	"399"	"8"	"6"	"34"	"3"	"4"	"4"	"2"	"1"	"1"	"579"
"30"	"28"	"5"	"28"	"125"	"23"	"1"	"0"	"2"	"0"	"4"	"2"	"0"	"4"	"0"	"194"
"31"	"29"	"24"	"161"	"311"	"125"	"4"	"8"	"18"	"2"	"2"	"5"	"4"	"6"	"7"	"677"
"32"	"30"	"6"	"42"	"110"	"196"	"2"	"5"	"22"	"3"	"1"	"2"	"4"	"6"	"5"	"404"
"33"	"31"	"11"	"58"	"260"	"199"	"2"	"5"	"49"	"5"	"5"	"2"	"1"	"5"	"6"	"608"
"34"	"32"	"24"	"200"	"328"	"95"	"2"	"3"	"56"	"10"	"4"	"4"	"6"	"3"	"6"	"741"
"35"	"33"	"16"	"209"	"217"	"30"	"2"	"8"	"5"	"0"	"1"	"0"	"1"	"3"	"4"	"496"
"36"	"Candidates Name"	"Zubair Alam"	"Tasleem Uddin"	"Mohammad Asrarul
Haque"	"Syed Mahmood
Ashraf"	"Tamajul Ali"	"Mohammad Khashiur
Rahman"	"Mohammad Nissar Alam"	"Rajit Podar"	"Abdul Rajjak urf Kal"	"Abhinav Modi"	"Asgar Malik"	"Chotay Lal Mahto"	"Md.Taslimuddi n"	""
"37"	"Booth No"	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"38"	"34"	"1"	"17"	"22"	"173"	"2"	"0"	"17"	"4"	"2"	"2"	"1"	"2"	"2"	"245"
"39"	"35"	"9"	"76"	"238"	"63"	"5"	"12"	"12"	"1"	"0"	"5"	"7"	"11"	"7"	"446"
"40"	"36"	"7"	"84"	"170"	"5"	"1"	"4"	"2"	"2"	"0"	"1"	"1"	"3"	"1"	"281"
"41"	"37"	"18"	"38"	"331"	"29"	"3"	"21"	"10"	"3"	"1"	"1"	"2"	"4"	"10"	"471"
"42"	"38"	"17"	"34"	"318"	"28"	"3"	"14"	"104"	"6"	"4"	"1"	"2"	"1"	"1"	"533"
"43"	"39"	"7"	"37"	"75"	"294"	"4"	"5"	"45"	"5"	"2"	"1"	"1"	"3"	"4"	"483"
"44"	"40"	"10"	"25"	"253"	"47"	"5"	"7"	"413"	"20"	"7"	"8"	"7"	"3"	"3"	"808"
"45"	"41"	"19"	"85"	"260"	"39"	"4"	"7"	"47"	"5"	"3"	"6"	"13"	"7"	"3"	"498"
"46"	"42"	"6"	"104"	"142"	"82"	"0"	"3"	"6"	"0"	"2"	"2"	"0"	"1"	"2"	"350"
"47"	"43"	"2"	"17"	"30"	"311"	"5"	"1"	"27"	"3"	"1"	"1"	"0"	"3"	"1"	"402"
"48"	"44"	"10"	"81"	"130"	"132"	"5"	"2"	"52"	"3"	"4"	"2"	"1"	"2"	"2"	"426"
