Dipu Shaw	07lovechild	GenericPic	ProDemocratic	;NotRelevant;NotRelevant;ProDemocratic;JustReporting;AntiRepublican;CantSay;JustReporting;NotRelevant;NotRelevant;JustReporting;JustReporting;JustReporting;JustReporting;NotRelevant;JustReporting;CantSay;JustReporting;NotRelevant;AntiRepublican;NotRelevant		
Dipu Shaw	0b250bcd98d2494	GenericPic	ProRepublican	;ProRepublican;ProRepublican;AntiDemocratic;ProRepublican;ProRepublican;ProRepublican;ProRepublican;ProRepublican;JustReporting;AntiDemocratic;ProRepublican;ProRepublican		
Dipu Shaw	0who0	Female	ProDemocratic	;AntiDemocratic;ProDemocratic;ProDemocratic;ProDemocratic;ProDemocratic;ProDemocratic;ProDemocratic;ProDemocratic;ProDemocratic;ProDemocratic;ProDemocratic		
Dipu Shaw	11Goerge	GenericPic	ProRepublican	;ProRepublican;ProRepublican;ProRepublican;ProRepublican;ProRepublican;AntiDemocratic		
Dipu Shaw	11patience	Female	NotRelevant	;NotRelevant;NotRelevant;NotRelevant;NotRelevant;NotRelevant;NotRelevant;NotRelevant;JustReporting;JustReporting;NotRelevant;NotRelevant;NotRelevant;NotRelevant;NotRelevant;JustReporting;JustReporting;JustReporting;NotRelevant;JustReporting;JustReporting		
Dipu Shaw	1340TheVoice	GenericPic	JustReporting	;NotRelevant;NotRelevant;NotRelevant;JustReporting;NotRelevant;NotRelevant;NotRelevant;JustReporting;JustReporting;JustReporting;JustReporting;JustReporting;NotRelevant;JustReporting;JustReporting;JustReporting;JustReporting;JustReporting;NotRelevant;NotRelevant		
Dipu Shaw	1370wspd	GenericPic	NotRelevant	;NotRelevant;NotRelevant;NotRelevant;NotRelevant;NotRelevant;NotRelevant;NotRelevant;NotRelevant;NotRelevant;NotRelevant;NotRelevant;NotRelevant;JustReporting;JustReporting;NotRelevant;NotRelevant;NotRelevant;NotRelevant;NotRelevant;JustReporting		
Dipu Shaw	14TeamMocker	GenericPic	NotRelevant	;NotRelevant;NotRelevant;NotJudged;NotRelevant;NotRelevant;NotRelevant;NotRelevant;NotJudged;NotRelevant;NotRelevant;NotRelevant;NotRelevant;NotRelevant;NotRelevant;NotRelevant;NotRelevant;NotRelevant;NotRelevant;NotRelevant;NotRelevant;NotRelevant		
Dipu Shaw	1776LifeLiberty	GenericPic	ProRepublican	;AntiDemocratic;ProRepublican;ProRepublican;ProRepublican;ProRepublican;ProRepublican;ProRepublican;ProRepublican;ProRepublican;AntiDemocratic;AntiDemocratic;AntiDemocratic;ProRepublican;ProRepublican;ProRepublican;AntiDemocratic;ProRepublican		
Dipu Shaw	1975Huck2016WH	Male	ProRepublican	;ProRepublican;JustReporting;NotRelevant;NotRelevant;AntiDemocratic;NotJudged;ProRepublican;CantSay;JustReporting;AntiRepublican;ProRepublican;ProRepublican;ProRepublican;ProRepublican;CantSay;ProRepublican;JustReporting;AntiRepublican;NotRelevant		
Dipu Shaw	1bellaragazza	GenericPic	ProRepublican	;AntiDemocratic;AntiRepublican;JustReporting;NotRelevant;ProRepublican;AntiDemocratic;ProRepublican;AntiDemocratic;NotRelevant;JustReporting;AntiDemocratic;AntiDemocratic;AntiDemocratic;ProRepublican;JustReporting		
Dipu Shaw	1ChiefsDan	GenericPic	ProDemocratic	;ProDemocratic;AntiRepublican;JustReporting;AntiRepublican;NotRelevant;AntiRepublican;AntiRepublican;AntiRepublican;NotRelevant;AntiRepublican;CantSay;NotRelevant;ProDemocratic;ProDemocratic;CantSay;ProDemocratic;NotRelevant;AntiRepublican;NotRelevant;CantSay		
Dipu Shaw	1evilidiot	Male	NotRelevant	;NotRelevant;NotRelevant;NotRelevant;NotRelevant;NotRelevant;NotRelevant;NotRelevant;NotRelevant;NotRelevant;NotRelevant;NotRelevant;NotRelevant;NotRelevant;NotRelevant;NotRelevant;NotRelevant;NotRelevant;NotRelevant;NotRelevant		
Dipu Shaw	1Krohmer13	Male	ProRepublican	;NotRelevant;NotRelevant;NotRelevant;NotRelevant;NotRelevant;NotRelevant;NotRelevant;NotRelevant;NotRelevant;AntiDemocratic;ProRepublican;NotRelevant;NotRelevant;NotRelevant;NotRelevant;NotRelevant;ProRepublican;NotRelevant;NotRelevant;JustReporting		
parul	00buzzkill	GenericPic	ProDemocratic	;ProDemocratic;ProDemocratic;ProDemocratic;JustReporting;NotRelevant;ProDemocratic;ProDemocratic;ProDemocratic;ProDemocratic;ProDemocratic;AntiRepublican;JustReporting;ProDemocratic;NotRelevant;CantSay;ProDemocratic;ProDemocratic;ProDemocratic;CantSay		
Dipu Shaw	1Lytning	GenericPic	ProRepublican	;NotRelevant;NotRelevant;CantSay;AntiDemocratic;CantSay;AntiDemocratic;NotRelevant;NotRelevant;NotRelevant;CantSay;NotRelevant;NotRelevant;NotRelevant;NotRelevant;ProRepublican;ProRepublican;ProRepublican;AntiDemocratic;CantSay;CantSay		
parul	07lovechild	Female	ProDemocratic	;NotRelevant;NotRelevant;ProDemocratic;ProDemocratic;AntiRepublican;ProDemocratic;ProDemocratic;CantSay;NotRelevant;JustReporting;JustReporting;ProDemocratic;JustReporting;NotRelevant;CantSay;NotRelevant;ProDemocratic;NotRelevant;ProDemocratic;NotRelevant		
parul	0b250bcd98d2494	GenericPic	ProRepublican	;ProRepublican;ProRepublican;ProRepublican;ProRepublican;ProRepublican;ProRepublican;ProRepublican;ProRepublican;ProRepublican;AntiDemocratic;ProRepublican;ProRepublican;ProRepublican;ProRepublican;CantSay;ProRepublican;CantSay;AntiDemocratic;JustReporting;ProRepublican		
parul	11Goerge	Male	ProRepublican	;ProRepublican;ProRepublican;ProRepublican;JustReporting;ProRepublican;ProRepublican;ProRepublican;ProRepublican;ProRepublican;NotRelevant;ProDemocratic;ProRepublican;ProRepublican;ProRepublican;ProRepublican;ProRepublican;ProRepublican;ProRepublican;ProRepublican		
parul	11patience	Female	NotRelevant	;NotRelevant;NotRelevant;NotRelevant;NotRelevant;NotRelevant;NotRelevant;NotRelevant;NotRelevant;NotRelevant;NotRelevant;NotRelevant;NotRelevant;NotRelevant;NotRelevant;NotRelevant;NotRelevant;NotRelevant;NotRelevant;JustReporting;JustReporting		
Dipu Shaw	1october76	GenericPic	ProRepublican	;ProRepublican;ProRepublican;AntiDemocratic;ProRepublican;ProRepublican;ProRepublican;NotRelevant;JustReporting;ProRepublican;ProRepublican;ProRepublican;ProRepublican;AntiDemocratic;ProRepublican;CantSay;ProRepublican;JustReporting;ProRepublican;ProRepublican;ProRepublican		
Dipu Shaw	1stbornAmerican	Male	AntiRepublican	;CantSay;AntiRepublican;CantSay;AntiRepublican;JustReporting;AntiRepublican;CantSay;CantSay;JustReporting;JustReporting;JustReporting;AntiRepublican;ProDemocratic;AntiRepublican;AntiRepublican;AntiRepublican;AntiRepublican;AntiRepublican;CantSay;CantSay;AntiRepublican;CantSay;AntiRepublican;JustReporting;AntiRepublican;CantSay;CantSay;JustReporting;JustReporting;JustReporting;AntiRepublican;ProDemocratic;AntiRepublican;AntiRepublican;AntiRepublican;AntiRepublican;AntiRepublican;CantSay		
Dipu Shaw	1stLiberty	GenericPic	ProRepublican	;NotRelevant;JustReporting;JustReporting;JustReporting;ProRepublican;NotRelevant;ProRepublican;JustReporting;JustReporting;JustReporting;NotRelevant;ProRepublican;JustReporting;JustReporting;JustReporting;JustReporting;ProRepublican;JustReporting;JustReporting;JustReporting		
Dipu Shaw	1tmariano2	Male	ProDemocratic	;NotRelevant;ProDemocratic;JustReporting;AntiRepublican;CantSay;JustReporting;JustReporting;JustReporting;NotRelevant;NotRelevant;NotRelevant;JustReporting;CantSay;JustReporting;ProDemocratic;NotRelevant;NotRelevant;JustReporting;NotRelevant;NotRelevant		
