"fuokZpuksa.dk.lapkyu.fu.e..1961"	"X."	"X..1"	"X..2"	"X..3"	"X..4"	"X..5"	"X..6"	"X..7"	"X..8"	"X..9"	"X..10"	"X..11"	"X..12"	"X..13"	"X..14"	"X..15"	"X..16"	"X..17"
"1"	"¼dkuwuh fu;e vkSj vkns’k½"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"2"	"iz:i  20"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"3"	"[fu;e 56x¼2½ ¼x½ nsf[k,]"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"4"	"vfUre ifj.kkei="	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"5"	"31&njkSyh"	""	""	""	""	""	""	"fo/kku lHkk {ks= esa fcgkj fo/kku lHkk ds fy, fuokZpu A"	""	""	""	""	""	""	""	""	""	""	""
"6"	"Hkkx&1"	""	""	""	"&"	""	""	"fo/kku lHkk fuokZpu {ks= esa fuokZpdksa dh dqy la[;k %& ------------------------------------------------------"	""	""	""	""	""	""	""	""	""	""	""
"7"	"ernku
dsUnz dh la[;k"	"fuEufyf[kr ds i{k esa fn, x, fof/kekU; erksa dh la[;k"	""	""	""	""	""	""	""	""	""	""	""	""	""	"dqy fof/k
ekU; er"	"izfr{ksfir
erksa dh la[;k"	";ksx"	"fufonr erksa
dh la[;k"
"8"	""	"vfuy
ef.k f=ikBh"	"vej
ukFk
;kno"	"eksgu
izlkn jktHkj"	";ksxek;k"	"f'ko'kadj
;kno"	"vejsUnz
dq0 flag"	""	"dfiy
nso"	"uxjkjk
;u xksaM"	"lqjsUnz
ikloku"	"vfuy
dqekj flag"	"mre
fogkjh dq'kokgk"	"QqyukFk
jke"	"lqjs'k
flag"	""	""	""	""
"9"	""	"1"	"2"	"3"	"4"	"5"	"6"	""	"7"	"8"	"9"	"10"	"11"	"12"	"13"	""	""	""	""
"10"	"1"	"9"	"126"	"14"	"144"	"39"	"11"	""	"1"	"1"	"2"	"3"	"4"	"33"	"20"	"407"	""	""	""
"11"	"1A"	"12"	"155"	"39"	"38"	"57"	"2"	""	"2"	"4"	"5"	"2"	"3"	"18"	"6"	"343"	""	""	""
"12"	"2"	"5"	"145"	"3"	"75"	"23"	"4"	""	"1"	"-"	"-"	"1"	"-"	"6"	"2"	"265"	""	""	""
"13"	"3"	"22"	"195"	"8"	"121"	"116"	"29"	""	"3"	"2"	"7"	"3"	"6"	"28"	"21"	"561"	""	""	""
"14"	"4"	"14"	"240"	"13"	"77"	"74"	"5"	""	"3"	"8"	"3"	"4"	"6"	"27"	"11"	"485"	""	""	""
"15"	"4A"	"9"	"134"	"6"	"108"	"43"	"2"	""	"-"	"1"	"2"	"2"	"3"	"15"	"4"	"329"	""	""	""
"16"	"5"	"21"	"147"	"10"	"82"	"75"	"13"	""	"3"	"1"	"7"	"4"	"5"	"17"	"9"	"394"	""	""	""
"17"	"5A"	"7"	"40"	"7"	"68"	"122"	"5"	""	"3"	"4"	"6"	"6"	"8"	"14"	"9"	"299"	""	""	""
"18"	"6"	"35"	"193"	"12"	"112"	"168"	"8"	""	"10"	"5"	"2"	"1"	"8"	"28"	"14"	"596"	""	""	""
"19"	"6A"	"2"	"81"	"1"	"49"	"20"	"3"	""	"-"	"-"	"4"	"4"	"5"	"6"	"13"	"188"	""	""	""
"20"	"7"	"10"	"80"	"5"	"55"	"99"	"16"	""	"3"	"3"	"9"	"5"	"5"	"21"	"20"	"331"	""	""	""
"21"	"7A"	"9"	"206"	"7"	"9"	"120"	"4"	""	"2"	"2"	"4"	"1"	"2"	"20"	"17"	"403"	""	""	""
"22"	"8"	"16"	"36"	"8"	"90"	"139"	"7"	""	"8"	"2"	"3"	"3"	"2"	"6"	"5"	"325"	""	""	""
"23"	"9"	"2"	"313"	"3"	"14"	"109"	"3"	""	"1"	"1"	"3"	"2"	"2"	"10"	"7"	"470"	""	""	""
"24"	";ksx %&"	"173"	"2091"	"136"	"1042"	"1204"	"112"	""	"40"	"34"	"57"	"41"	"59"	"249"	"158"	"5396"	""	""	""
"25"	"31&njkSyh"	""	""	""	""	""	""	"fo/kku lHkk {ks= esa fcgkj fo/kku lHkk ds fy, fuokZpu A"	""	""	""	""	""	""	""	""	""	""	""
