"fuokZpuksa.dk.lapkyu.fu.e..1961"	"X."	"X..1"	"X..2"	"X..3"	"X..4"	"X..5"	"X..6"	"X..7"	"X..8"	"X..9"	"X..10"	"X..11"	"X..12"	"X..13"
"1"	"¼dkuwuh fu;e vkSj vkns’k½"	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"2"	"iz:i  20"	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"3"	"[fu;e 56x¼2½ ¼x½ nsf[k,]"	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"4"	"vfUre ifj.kkei="	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"5"	"32&thjknsbZ"	""	""	""	""	"fo/kku lHkk {ks= esa fcgkj fo/kku lHkk ds fy, fuokZpu A"	""	""	""	""	""	""	""	""	""
"6"	"Hkkx&1"	""	""	"&"	""	"fo/kku lHkk fuokZpu {ks= esa fuokZpdksa dh dqy la[;k %& ------------------------------------------------------"	""	""	""	""	""	""	""	""	""
"7"	"ernku dsUnz dh
la[;k"	"fuEufyf[kr ds i{k esa fn, x, fof/kekU; erksa dh la[;k"	""	""	""	""	""	""	""	""	""	"dqy fof/k ekU;
er"	"izfr{ksfir
erksa dh la[;k"	";ksx"	"fufonr erksa
dh la[;k"
"8"	""	"vt;
dqekj flag"	",tktqy
gd"	"a/keZ ukFk
jk;"	"';ke
cgknqj flag"	"czgenso
'kekZ"	"jke
v'kh\"k
;kno"	"vtgj
vyh uot valkjh"	"uklhj
[kkWa"	"izsepUn
frlkjh"	"'kEHkq
jke"	""	""	""	""
"9"	""	"1"	"2"	"3"	"4"	"5"	"6"	"7"	"8"	"9"	"10"	""	""	""	""
"10"	"1"	"26"	"326"	"31"	"193"	"13"	"5"	"8"	"10"	"9"	"20"	"641"	""	""	""
"11"	"2"	"9"	"116"	"27"	"411"	"12"	"5"	"4"	"10"	"5"	"11"	"610"	""	""	""
"12"	"3"	"26"	"294"	"16"	"264"	"26"	"7"	"6"	"15"	"18"	"26"	"698"	""	""	""
"13"	"4"	"15"	"184"	"18"	"193"	"8"	"2"	"6"	"7"	"7"	"18"	"458"	""	""	""
"14"	"5"	"11"	"127"	"29"	"373"	"14"	"3"	"6"	"13"	"9"	"14"	"599"	""	""	""
"15"	"6"	"23"	"131"	"7"	"238"	"5"	"6"	"7"	"6"	"10"	"16"	"449"	""	""	""
"16"	"7"	"9"	"103"	"10"	"525"	"11"	"3"	"3"	"12"	"6"	"9"	"691"	""	""	""
"17"	"8"	"13"	"116"	"17"	"209"	"9"	"4"	"3"	"5"	"3"	"15"	"394"	""	""	""
"18"	"9"	"4"	"153"	"8"	"248"	"10"	"4"	"8"	"5"	"4"	"13"	"457"	""	""	""
"19"	"9A"	"14"	"75"	"11"	"173"	"9"	"2"	"3"	"4"	"4"	"4"	"299"	""	""	""
"20"	"10"	"8"	"80"	"12"	"340"	"15"	"6"	"10"	"23"	"2"	"10"	"506"	""	""	""
"21"	"10A"	"10"	"223"	"35"	"3"	"0"	"1"	"4"	"0"	"2"	"6"	"284"	""	""	""
"22"	"11"	"29"	"116"	"22"	"335"	"14"	"11"	"13"	"24"	"11"	"20"	"595"	""	""	""
"23"	"12"	"8"	"105"	"9"	"247"	"6"	"4"	"13"	"6"	"8"	"16"	"422"	""	""	""
"24"	";ksx %&"	"205"	"2149"	"252"	"3752"	"152"	"63"	"94"	"140"	"98"	"198"	"7103"	""	""	""
"25"	"32&thjknsbZ fo/kku lHkk {ks= esa fcgkj fo/kku lHkk ds fy, fuokZpu A"	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"26"	"Hkkx&2                  &                fo/kku lHkk fuokZpu {ks= esa fuokZpdksa dh dqy la[;k %& ------------------------------------------------------"	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"27"	"ernku dsUnz dh
la[;k"	"fuEufyf[kr ds i{k esa fn, x, fof/kekU; erksa dh la[;k"	""	""	""	""	""	""	""	""	""	"dqy fof/k ekU;
er"	"izfr{ksfir
erksa dh la[;k"	";ksx"	"fufonr erksa
dh la[;k"
"28"	""	"vt;
dqekj flag"	",tktqy
gd"	"a/keZ ukFk
jk;"	"';ke
cgknqj flag"	"czgenso
'kekZ"	"jke
v'kh\"k
;kno"	"vtgj
vyh uot valkjh"	"uklhj
[kkWa"	"izsepUn
frlkjh"	"'kEHkq
jke"	""	""	""	""
"29"	""	"1"	"2"	"3"	"4"	"5"	"6"	"7"	"8"	"9"	"10"	""	""	""	""
"30"	"iwoZ I`\"V dk ;ksx"	"205"	"2149"	"252"	"3752"	"152"	"63"	"94"	"140"	"98"	"198"	"7103"	""	""	""
"31"	"13"	"16"	"166"	"19"	"180"	"7"	"1"	"1"	"6"	"2"	"7"	"405"	""	""	""
"32"	"14"	"15"	"237"	"16"	"108"	"8"	"4"	"9"	"4"	"4"	"3"	"408"	""	""	""
"33"	"14A"	"4"	"84"	"7"	"117"	"3"	"1"	"1"	"11"	"5"	"16"	"249"	""	""	""
"34"	"15"	"8"	"38"	"3"	"308"	"6"	"9"	"3"	"4"	"4"	"4"	"387"	""	""	""
"35"	"16"	"14"	"276"	"16"	"250"	"11"	"6"	"10"	"11"	"10"	"15"	"619"	""	""	""
"36"	"17"	"15"	"315"	"24"	"118"	"1"	"4"	"1"	"8"	"5"	"9"	"500"	""	""	""
"37"	"18"	"13"	"132"	"15"	"292"	"9"	"6"	"7"	"17"	"7"	"10"	"508"	""	""	""
"38"	"19"	"13"	"144"	"16"	"457"	"14"	"7"	"18"	"22"	"16"	"11"	"718"	""	""	""
"39"	"20"	"5"	"39"	"6"	"133"	"0"	"0"	"3"	"0"	"1"	"4"	"191"	""	""	""
"40"	"21"	"16"	"230"	"6"	"221"	"9"	"4"	"14"	"8"	"6"	"19"	"533"	""	""	""
"41"	"22"	"13"	"44"	"16"	"281"	"11"	"6"	"22"	"18"	"10"	"35"	"456"	""	""	""
"42"	"23"	"28"	"177"	"13"	"334"	"6"	"4"	"4"	"6"	"2"	"7"	"581"	""	""	""
"43"	"24"	"27"	"114"	"10"	"282"	"23"	"6"	"6"	"23"	"12"	"32"	"535"	""	""	""
"44"	"25"	"11"	"64"	"7"	"446"	"14"	"1"	"8"	"8"	"5"	"13"	"577"	""	""	""
"45"	";ksx %&"	"403"	"4209"	"426"	"7279"	"274"	"122"	"201"	"286"	"187"	"383"	"13770"	""	""	""
"46"	"32&thjknsbZ fo/kku lHkk {ks= esa fcgkj fo/kku lHkk ds fy, fuokZpu A"	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"47"	"Hkkx&1                     &                  fo/kku lHkk fuokZpu {ks= esa fuokZpdksa dh dqy la[;k %& ------------------------------------------------------"	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"48"	"ernku dsUnz dh
la[;k"	"fuEufyf[kr ds i{k esa fn, x, fof/kekU; erksa dh la[;k"	""	""	""	""	""	""	""	""	""	"dqy fof/k ekU;
er"	"izfr{ksfir
erksa dh la[;k"	";ksx"	"fufonr erksa
dh la[;k"
