"fuokZpuksa.dk.lapkyu.fu.e..1961"	"X."	"X..1"	"X..2"	"X..3"	"X..4"	"X..5"	"X..6"	"X..7"	"X..8"	"X..9"	"X..10"	"X..11"	"X..12"	"X..13"
"1"	"¼dkuwuh fu;e vkSj vkns’k½"	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"2"	"iz:i  20"	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"3"	"[fu;e 56x¼2½ ¼x½ nsf[k,]"	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"4"	"vfUre ifj.kkei="	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"5"	"29&floku"	""	""	""	""	"fo/kku lHkk {ks= esa fcgkj fo/kku lHkk ds fy, fuokZpu A"	""	""	""	""	""	""	""	""	""
"6"	"Hkkx&1"	""	""	"&"	""	"fo/kku lHkk fuokZpu {ks= esa fuokZpdksa dh dqy la[;k %& ------------------------------------------------------"	""	""	""	""	""	""	""	""	""
"7"	"ernku dsUnz
dh la[;k"	"fuEufyf[kr ds i{k esa fn, x, fof/kekU; erksa dh la[;k"	""	""	""	""	""	""	""	""	""	"dqy fof/k
ekU; er"	"izfr{ksfir
erksa dh la[;k"	";ksx"	"fufonr erksa
dh la[;k"
"8"	""	"vo/k
fcgkjh pkS/kjh"	"deys'k
izlkn"	"C;klnso
izlkn"	"jkekorkj
;kno"	"olh
vgen"	"btgk:
y gd"	"ujflag
pkSgku"	"eqfu
eaxy nso 'kkL=h"	"xkSre
fxjh"	"ckcq yky
jke"	""	""	""	""
"9"	""	"1"	"2"	"3"	"4"	"5"	"6"	"7"	"8"	"9"	"10"	""	""	""	""
"10"	"1"	"310"	"34"	"183"	"13"	"15"	"9"	"5"	"5"	"4"	"18"	"596"	""	""	""
"11"	"1a"	"82"	"1"	"76"	"3"	"19"	"0"	"2"	"2"	"1"	"3"	"189"	""	""	""
"12"	"2"	"179"	"14"	"270"	"9"	"7"	"4"	"2"	"5"	"4"	"5"	"499"	""	""	""
"13"	"3"	"174"	"22"	"257"	"18"	"40"	"6"	"6"	"6"	"10"	"9"	"548"	""	""	""
"14"	"4"	"301"	"25"	"226"	"6"	"6"	"4"	"6"	"16"	"6"	"39"	"635"	""	""	""
"15"	"5"	"158"	"12"	"290"	"17"	"49"	"9"	"6"	"11"	"13"	"15"	"580"	""	""	""
"16"	"6"	"78"	"8"	"216"	"25"	"8"	"4"	"8"	"16"	"8"	"5"	"376"	""	""	""
"17"	"7"	"251"	"19"	"181"	"2"	"41"	"8"	"1"	"10"	"6"	"17"	"536"	""	""	""
