"fuokZpuksa..dk..lapkyu..fu.e...1961"	"X."	"X..1"	"X..2"	"X..3"	"X..4"	"X..5"	"X..6"	"X..7"	"X..8"	"X..9"	"X..10"	"X..11"	"X..12"	"X..13"	"X..14"	"X..15"	"X..16"	"X..17"
"1"	"¼dkuwuh  fu;e  vkSj  vkns’k½ ¼izk:I  20½"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"2"	"¼fu;e  56¼7½  nsf[k,½ vafre  ifj.kke&i="	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"3"	"¼vf/klwfpr ernku dsUnzksa ls fHkUu ernku dsUnzksa ij ernku dk ifj.kke vfHkfyf[kr djus ds fy, mi;ksx eas"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"4"	"151&xksikyiqj fuokZpu {ks= esa                                                       Hkkx 1"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"5"	"ds fy, fuokZpu                            ¼lalnh; vkSj fo/kku lHkk nksuksa fuokZpuksa ds fy, mi;ksx esa yk;k tk,½"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"6"	"fo/kku lHkk fuokZpu {ks= esa fuokZpdksa dh dqy la[;k---------------------------------------"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"7"	"fo/kku lHkk [kaM dk uke ¼lalnh; fuokZpu {ks= esa fuokZpu dh n’kk esa½--------------------------------"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"8"	"yk;k tk,½"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"9"	"ernku
dsUnz dh Øe la0"	"fuEufyf[kr ds i{k esa fn, x, fof/kekU; erksa dh la[;k"	""	""	""	""	""	""	""	""	""	""	""	"dqy
fof/kekU; er"	""	"izfr{ksfir
erksa dh la[;k ;ksx"	""	"fufonu erksa
dh la[;k"	""
"10"	""	"vfer jk.kk"	""	"ujsUnz dq0
uhjt"	""	"jktsUnz iz0 ’kekZ"	""	"jkefoykl
ikloku"	""	"foUns'ojh eaMy"	""	"v.ejs’k
dqekj"	""	""	""	""	""	""	""
"11"	"1-"	"74"	""	"78"	""	"94"	""	"8"	""	"5"	""	"21"	""	""	""	""	""	""	""
"12"	"2-"	"158"	""	"128"	""	"74"	""	"7"	""	"4"	""	"9"	""	""	""	""	""	""	""
"13"	"3-"	"51"	""	"127"	""	"18"	""	"1"	""	"7"	""	"10"	""	""	""	""	""	""	""
"14"	"4-"	"76"	""	"97"	""	"39"	""	"1"	""	"5"	""	"7"	""	""	""	""	""	""	""
"15"	"4d"	"166"	""	"72"	""	"89"	""	"9"	""	"6"	""	"20"	""	""	""	""	""	""	""
"16"	"5-"	"268"	""	"21"	""	"48"	""	"9"	""	"8"	""	"9"	""	""	""	""	""	""	""
"17"	"6-"	"227"	""	"38"	""	"87"	""	"11"	""	"6"	""	"18"	""	""	""	""	""	""	""
"18"	"7-"	"209"	""	"8"	""	"105"	""	"9"	""	"4"	""	"14"	""	""	""	""	""	""	""
"19"	"8-"	"167"	""	"204"	""	"37"	""	"5"	""	"4"	""	"29"	""	""	""	""	""	""	""
"20"	"9-"	"475"	""	"125"	""	"14"	""	"6"	""	"7"	""	"27"	""	""	""	""	""	""	""
"21"	"10"	"121"	""	"240"	""	"68"	""	"13"	""	"14"	""	"30"	""	""	""	""	""	""	""
"22"	"11-"	"78"	""	"204"	""	"99"	""	"7"	""	"6"	""	"29"	""	""	""	""	""	""	""
"23"	"12-"	"153"	""	"203"	""	"85"	""	"6"	""	"4"	""	"13"	""	""	""	""	""	""	""
"24"	"13-"	"139"	""	"147"	""	"79"	""	"10"	""	"22"	""	"62"	""	""	""	""	""	""	""
"25"	"ernku
dsUnz dh Øe la0"	"fuEufyf[kr ds i{k esa fn, x, fof/kekU; erksa dh la[;k"	""	""	""	""	""	""	""	""	""	""	""	"dqy
fof/kekU; er"	""	"izfr{ksfir
erksa dh la[;k ;ksx"	""	"fufonu erksa
dh la[;k"	""
"26"	""	"vfer jk.kk"	""	"ujsUnz dq0
uhjt"	""	"jktsUnz iz0 ’kekZ"	""	"jkefoykl
ikloku"	""	"foUns'ojh eaMy"	""	"v.ejs’k
dqekj"	""	""	""	""	""	""	""
"27"	"14-"	"179"	""	"188"	""	"16"	""	"8"	""	"6"	""	"31"	""	""	""	""	""	""	""
"28"	"14d"	"119"	""	"168"	""	"14"	""	"5"	""	"8"	""	"10"	""	""	""	""	""	""	""
"29"	"15-"	"86"	""	"239"	""	"20"	""	"1"	""	"12"	""	"15"	""	""	""	""	""	""	""
"30"	"15d"	"24"	""	"144"	""	"16"	""	"5"	""	"12"	""	"30"	""	""	""	""	""	""	""
"31"	"16-"	"109"	""	"352"	""	"38"	""	"13"	""	"21"	""	"22"	""	""	""	""	""	""	""
"32"	"17"	"206"	""	"228"	""	"12"	""	"7"	""	"33"	""	"21"	""	""	""	""	""	""	""
"33"	"18"	"31"	""	"192"	""	"18"	""	"5"	""	"84"	""	"28"	""	""	""	""	""	""	""
"34"	"19"	"68"	""	"395"	""	"22"	""	"6"	""	"33"	""	"28"	""	""	""	""	""	""	""
"35"	"20"	"-119"	""	"323"	""	"11"	""	"13"	""	"83"	""	"20"	""	""	""	""	""	""	""
"36"	"21"	"205"	""	"139"	""	"56"	""	"14"	""	"44"	""	"13"	""	""	""	""	""	""	""
"37"	"22"	"61"	""	"356"	""	"8"	""	"5"	""	"9"	""	"26"	""	""	""	""	""	""	""
"38"	"23"	"97"	""	"183"	""	"11"	""	"0"	""	"0"	""	"15"	""	""	""	""	""	""	""
"39"	"24"	"123"	""	"329"	""	"59"	""	"7"	""	"15"	""	"30"	""	""	""	""	""	""	""
"40"	"25"	"245"	""	"243"	""	"14"	""	"5"	""	"12"	""	"21"	""	""	""	""	""	""	""
"41"	"ernku dsUnz dh
Øe la0"	"fuEufyf[kr ds i{k esa fn, x, fof/kekU; erksa dh la[;k"	""	""	""	""	""	""	""	""	""	""	""	"dqy
fof/kekU; er"	""	"izfr{ksfir erksa dh
la[;k ;ksx"	""	"fufonu erksa dh la[;k"	""
"42"	""	"vfer jk.kk"	""	"ujsUnz dq0
uhjt"	""	"jktsUnz iz0 ’kekZ"	""	"jkefoykl
ikloku"	""	"foUns'ojh eaMy"	""	"v.ejs’k
dqekj"	""	""	""	""	""	""	""
"43"	"26"	"136"	""	"140"	""	"79"	""	"11"	""	"18"	""	"31"	""	""	""	""	""	""	""
"44"	"27"	"194"	""	"40"	""	"2"	""	"1"	""	"11"	""	"14"	""	""	""	""	""	""	""
"45"	"28"	"51"	""	"273"	""	"36"	""	"10"	""	"6"	""	"11"	""	""	""	""	""	""	""
"46"	"29"	"63"	""	"135"	""	"19"	""	"2"	""	"2"	""	"9"	""	""	""	""	""	""	""
"47"	"30"	"297"	""	"135"	""	"92"	""	"4"	""	"3"	""	"14"	""	""	""	""	""	""	""
"48"	"31"	"151"	""	"28"	""	"133"	""	"14"	""	"3"	""	"6"	""	""	""	""	""	""	""
"49"	"32"	"72"	""	"263"	""	"32"	""	"4"	""	"4"	""	"13"	""	""	""	""	""	""	""
"50"	"32d"	"37"	""	"121"	""	"20"	""	"1"	""	"4"	""	"17"	""	""	""	""	""	""	""
"51"	"33"	"152"	""	"223"	""	"39"	""	"2"	""	"4"	""	"17"	""	""	""	""	""	""	""
"52"	"34"	"227"	""	"154"	""	"33"	""	"6"	""	"8"	""	"10"	""	""	""	""	""	""	""
"53"	"35"	"20"	""	"85"	""	"44"	""	"2"	""	"0"	""	"8"	""	""	""	""	""	""	""
"54"	"36"	"260"	""	"348"	""	"68"	""	"7"	""	"7"	""	"19"	""	""	""	""	""	""	""
"55"	"37"	"53"	""	"223"	""	"7"	""	"2"	""	"2"	""	"13"	""	""	""	""	""	""	""
"56"	"38"	"81"	""	"184"	""	"4"	""	"3"	""	"3"	""	"9"	""	""	""	""	""	""	""
"57"	"ernku dsUnz dh
Øe la0"	"fuEufyf[kr ds i{k esa fn, x, fof/kekU; erksa dh la[;k"	""	""	""	""	""	""	""	""	""	""	""	"dqy
fof/kekU; er"	""	"izfr{ksfir erksa dh
la[;k ;ksx"	""	"fufonu erksa dh la[;k"	""
"58"	""	"vfer jk.kk"	""	"ujsUnz dq0
uhjt"	""	"jktsUnz iz0 ’kekZ"	""	"jkefoykl
ikloku"	""	"foUns'ojh eaMy"	""	"v.ejs’k
dqekj"	""	""	""	""	""	""	""
"59"	"38d"	"119"	""	"184"	""	"31"	""	"6"	""	"3"	""	"16"	""	""	""	""	""	""	""
"60"	"39"	"224"	""	"269"	""	"50"	""	"7"	""	"7"	""	"36"	""	""	""	""	""	""	""
"61"	"40"	"256"	""	"179"	""	"64"	""	"8"	""	"11"	""	"15"	""	""	""	""	""	""	""
