"Table.No"	"Sl..No..of.Polling.Station"	"X."	"X..1"	"Number.of.Valid.votes.cast.in.favour.of"	"X..2"	"X..3"	"X..4"	"X..5"	"X..6"	"X..7"	"X..8"	"X..9"	"X..10"	"X..11"	"X..12"	"X..13"	"X..14"	"X..15"	"X..16"	"X..17"	"X..18"	"X..19"	"X..20"	"X..21"	"X..22"	"X..23"	"X..24"	"TOTAL.No..of.valid.votes"	"X..25"	"X..26"	"No..of.rejected.votes"	"X..27"	"X..28"	"Total.no..of.votes"	"X..29"	"X..30"	"Total.No..of.tendered.votes"	"X..31"	"X..32"	"X..33"
"1"	""	""	""	""	"KRISHNA PASWAN"	""	""	"GANESH DAS"	""	""	"JITAN  RAM MANJHI"	""	""	"PANKAJ KUMAR"	""	""	"SAMATA DEVI"	""	"RAMDEO MANJHI"	""	""	"SHIVNATH KUMAR NIRALA"	""	"SHRAVAN KUMAR"	""	""	"JAGDISH CHAUDHARY"	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"2"	"1"	"2"	""	""	"3"	""	""	"4"	""	""	"5"	""	""	"6"	""	""	"7"	""	"8"	""	""	"9"	""	"10"	""	""	"11"	""	"12"	""	""	"13"	""	""	"14"	""	""	"15"	""	""	""
"3"	"1"	"1"	""	""	"34"	""	""	"13"	""	""	"251"	""	""	"10"	""	""	"167"	""	"16"	""	""	"20"	""	"15"	""	""	"28"	""	"554"	""	""	"0"	""	""	"554"	""	""	""	""	""	""
"4"	"2"	"2"	""	""	"40"	""	""	"6"	""	""	"208"	""	""	"8"	""	""	"77"	""	"7"	""	""	"8"	""	"18"	""	""	"29"	""	"401"	""	""	"0"	""	""	"401"	""	""	""	""	""	""
"5"	"3"	"3"	""	""	"25"	""	""	"9"	""	""	"235"	""	""	"16"	""	""	"60"	""	"14"	""	""	"18"	""	"9"	""	""	"23"	""	"409"	""	""	"0"	""	""	"409"	""	""	""	""	""	""
"6"	"4"	"3A"	""	""	"64"	""	""	"4"	""	""	"112"	""	""	"44"	""	""	"58"	""	"9"	""	""	"7"	""	"10"	""	""	"16"	""	"324"	""	""	"0"	""	""	"324"	""	""	""	""	""	""
"7"	"5"	"4"	""	""	"30"	""	""	"5"	""	""	"156"	""	""	"7"	""	""	"84"	""	"5"	""	""	"7"	""	"9"	""	""	"13"	""	"316"	""	""	"0"	""	""	"316"	""	""	""	""	""	""
"8"	"6"	"4A"	""	""	"8"	""	""	"7"	""	""	"215"	""	""	"8"	""	""	"18"	""	"1"	""	""	"5"	""	"2"	""	""	"18"	""	"282"	""	""	"0"	""	""	"282"	""	""	""	""	""	""
"9"	"7"	"5"	""	""	"75"	""	""	"4"	""	""	"57"	""	""	"88"	""	""	"92"	""	"23"	""	""	"14"	""	"10"	""	""	"31"	""	"394"	""	""	"0"	""	""	"394"	""	""	""	""	""	""
"10"	"8"	"6"	""	""	"117"	""	""	"17"	""	""	"59"	""	""	"81"	""	""	"44"	""	"18"	""	""	"16"	""	"18"	""	""	"25"	""	"395"	""	""	"0"	""	""	"395"	""	""	""	""	""	""
"11"	"9"	"7"	""	""	"76"	""	""	"12"	""	""	"63"	""	""	"29"	""	""	"48"	""	"11"	""	""	"1"	""	"14"	""	""	"26"	""	"280"	""	""	"0"	""	""	"280"	""	""	""	""	""	""
"12"	"10"	"8"	""	""	"28"	""	""	"8"	""	""	"191"	""	""	"13"	""	""	"148"	""	"9"	""	""	"9"	""	"4"	""	""	"65"	""	"475"	""	""	"0"	""	""	"475"	""	""	""	""	""	""
"13"	"11"	"9"	""	""	"47"	""	""	"4"	""	""	"85"	""	""	"55"	""	""	"124"	""	"6"	""	""	"5"	""	"2"	""	""	"20"	""	"348"	""	""	"0"	""	""	"348"	""	""	""	""	""	""
"14"	"12"	"9A"	""	""	"36"	""	""	"6"	""	""	"30"	""	""	"57"	""	""	"118"	""	"7"	""	""	"3"	""	"11"	""	""	"22"	""	"290"	""	""	"0"	""	""	"290"	""	""	""	""	""	""
"15"	"13"	"10"	""	""	"127"	""	""	"12"	""	""	"65"	""	""	"12"	""	""	"176"	""	"13"	""	""	"16"	""	"19"	""	""	"28"	""	"468"	""	""	"0"	""	""	"468"	""	""	""	""	""	""
"16"	"14"	"11"	""	""	"92"	""	""	"6"	""	""	"51"	""	""	"47"	""	""	"28"	""	"6"	""	""	"5"	""	"5"	""	""	"6"	""	"246"	""	""	"0"	""	""	"246"	""	""	""	""	""	""
"17"	"Total"	""	""	""	"799"	""	""	"113"	""	""	"1778"	""	""	"475"	""	""	"1242"	""	"145"	""	""	"134"	""	"146"	""	""	"350"	""	"5182"	""	""	"0"	""	""	"5182"	""	""	""	""	""	""
"18"	"Place   Gaya College, Gaya"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"19"	"Date    22-11-2005"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"20"	"Assistant Returning Officer"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"21"	"Table No"	"Sl. No. of Polling Station"	""	""	"Number of Valid votes cast in favour of"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"TOTAL No.
of valid votes"	""	""	"No. of rejected votes"	""	""	"Total no. of votes"	""	""	"Total No. of tendered votes"	""	""	""
"22"	""	""	""	""	"KRISHNA PASWAN"	""	""	"GANESH DAS"	""	""	"JITAN  RAM MANJHI"	""	""	"PANKAJ KUMAR"	""	""	"SAMATA DEVI"	""	"RAMDEO MANJHI"	""	""	"SHIVNATH KUMAR NIRALA"	""	"SHRAVAN KUMAR"	""	""	"JAGDISH CHAUDHARY"	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"23"	"1"	"2"	""	""	"3"	""	""	"4"	""	""	"5"	""	""	"6"	""	""	"7"	""	"8"	""	""	"9"	""	"10"	""	""	"11"	""	"12"	""	""	"13"	""	""	"14"	""	""	"15"	""	""	""
"24"	"1"	"12"	""	""	"41"	""	""	"10"	""	""	"47"	""	""	"18"	""	""	"236"	""	"13"	""	""	"7"	""	"15"	""	""	"34"	""	"421"	""	""	"0"	""	""	"421"	""	""	""	""	""	""
"25"	"2"	"13"	""	""	"118"	""	""	"15"	""	""	"42"	""	""	"12"	""	""	"122"	""	"10"	""	""	"8"	""	"10"	""	""	"28"	""	"365"	""	""	"0"	""	""	"365"	""	""	""	""	""	""
"26"	"3"	"14"	""	""	"69"	""	""	"13"	""	""	"38"	""	""	"59"	""	""	"193"	""	"22"	""	""	"12"	""	"21"	""	""	"13"	""	"440"	""	""	"0"	""	""	"440"	""	""	""	""	""	""
"27"	"4"	"15"	""	""	"14"	""	""	"9"	""	""	"167"	""	""	"8"	""	""	"113"	""	"15"	""	""	"9"	""	"6"	""	""	"22"	""	"363"	""	""	"0"	""	""	"363"	""	""	""	""	""	""
"28"	"5"	"16"	""	""	"28"	""	""	"6"	""	""	"160"	""	""	"8"	""	""	"116"	""	"8"	""	""	"6"	""	"5"	""	""	"9"	""	"346"	""	""	"0"	""	""	"346"	""	""	""	""	""	""
"29"	"6"	"17"	""	""	"36"	""	""	"6"	""	""	"87"	""	""	"15"	""	""	"91"	""	"6"	""	""	"7"	""	"6"	""	""	"18"	""	"272"	""	""	"0"	""	""	"272"	""	""	""	""	""	""
"30"	"7"	"18"	""	""	"40"	""	""	"106"	""	""	"95"	""	""	"28"	""	""	"91"	""	"11"	""	""	"5"	""	"8"	""	""	"11"	""	"395"	""	""	"0"	""	""	"395"	""	""	""	""	""	""
"31"	"8"	"18A"	""	""	"58"	""	""	"28"	""	""	"61"	""	""	"37"	""	""	"126"	""	"13"	""	""	"7"	""	"5"	""	""	"7"	""	"342"	""	""	"0"	""	""	"342"	""	""	""	""	""	""
"32"	"9"	"19"	""	""	"78"	""	""	"15"	""	""	"173"	""	""	"12"	""	""	"136"	""	"10"	""	""	"13"	""	"11"	""	""	"14"	""	"462"	""	""	"0"	""	""	"462"	""	""	""	""	""	""
"33"	"10"	"20"	""	""	"15"	""	""	"1"	""	""	"14"	""	""	"1"	""	""	"132"	""	"5"	""	""	"7"	""	"3"	""	""	"15"	""	"193"	""	""	"0"	""	""	"193"	""	""	""	""	""	""
"34"	"11"	"21"	""	""	"35"	""	""	"6"	""	""	"56"	""	""	"86"	""	""	"96"	""	"6"	""	""	"10"	""	"9"	""	""	"19"	""	"323"	""	""	"0"	""	""	"323"	""	""	""	""	""	""
"35"	"12"	"22"	""	""	"56"	""	""	"7"	""	""	"83"	""	""	"12"	""	""	"123"	""	"10"	""	""	"6"	""	"6"	""	""	"34"	""	"337"	""	""	"0"	""	""	"337"	""	""	""	""	""	""
"36"	"13"	"23"	""	""	"21"	""	""	"8"	""	""	"222"	""	""	"14"	""	""	"35"	""	"3"	""	""	"3"	""	"3"	""	""	"17"	""	"326"	""	""	"0"	""	""	"326"	""	""	""	""	""	""
"37"	"14"	"24"	""	""	"76"	""	""	"24"	""	""	"95"	""	""	"8"	""	""	"181"	""	"8"	""	""	"17"	""	"13"	""	""	"25"	""	"447"	""	""	"0"	""	""	"447"	""	""	""	""	""	""
"38"	"Total"	""	""	""	"685"	""	""	"254"	""	""	"1340"	""	""	"318"	""	""	"1791"	""	"140"	""	""	"117"	""	"121"	""	""	"266"	""	"5032"	""	""	"0"	""	""	"5032"	""	""	""	""	""	""
"39"	"Place   Gaya College, Gaya"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"40"	"Date    22-11-2005"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"41"	"Assistant Returning Officer"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"42"	"Table No"	"Sl. No. of Polling Station"	""	""	"Number of Valid votes cast in favour of"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"TOTAL No.
of valid votes"	""	""	"No. of rejected votes"	""	""	"Total no. of votes"	""	""	"Total No. of tendered votes"	""	""	""
"43"	""	""	""	""	"KRISHNA PASWAN"	""	""	"GANESH DAS"	""	""	"JITAN  RAM MANJHI"	""	""	"PANKAJ KUMAR"	""	""	"SAMATA DEVI"	""	"RAMDEO MANJHI"	""	""	"SHIVNATH KUMAR NIRALA"	""	"SHRAVAN KUMAR"	""	""	"JAGDISH CHAUDHARY"	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"44"	"1"	"2"	""	""	"3"	""	""	"4"	""	""	"5"	""	""	"6"	""	""	"7"	""	"8"	""	""	"9"	""	"10"	""	""	"11"	""	"12"	""	""	"13"	""	""	"14"	""	""	"15"	""	""	""
"45"	"1"	"25"	""	""	"44"	""	""	"9"	""	""	"154"	""	""	"36"	""	""	"128"	""	"9"	""	""	"16"	""	"5"	""	""	"9"	""	"410"	""	""	"0"	""	""	"410"	""	""	""	""	""	""
