"X."	"X..1"	"X..2"	"X..3"	"X..4"	"X..5"	"X..6"	"X..7"	"X..8"	"X..9"	"Annexure.XLI..CHAPTER.XIV.PARA.26.9."	"X..10"	"X..11"	"X..12"	"X..13"	"X..14"	"X..15"	"X..16"	"X..17"	"X..18"	"X..19"	"X..20"	"X..21"	"X..22"
"1"	""	""	""	""	""	""	""	""	""	""	"FORM 20
FINAL RESULT SHEET [SEE RULE 56C(2)(C)]"	""	""	""	""	""	""	""	""	""	""	""	""	""
"2"	""	""	""	""	""	""	""	""	"ELECTION TO THE HOUSE OF THE PEOPLE FROM THE 200-BRAHMPUR CONSTITUENCY
PART I
(To be used both for Parliamentary and Assembly Election)"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"3"	""	"Total No. of Electors in Assembly
Constituency                              Name of the Assembly Segment"	""	""	""	""	"218100+1405
200 BRAHMPUR"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"4"	""	""	""	""	""	"No. of valid votes cast in favour of"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"5"	""	""	"Ajit Choudhary"	"Vivek Thakur"	"Visheshw ar Pandey"	"Dr. Saroj Kumar Ojha"	"Ankalesh Giri"	""	"Usha Devi"	"Sanjay Kumar Mishra"	"Sudhakar Pandey"	"Surya Kumar Yadav"	"Anand Sahu"	"Krishna nand alias Ashok
Kunwar"	"Nardesh war Tiwary"	"Putul Kunwar"	"Satender a Thakur"	"Swamin ath Tiwary"	"Hare Ram Pandey"	"TOTAL VALID VOTES"	"REJEC TED VOTES"	"TOTAL VOTES"	"NO.OF TENDERED VOTES"	""
"6"	""	""	"CD1"	"CD2"	"CD3"	"CD4"	"CD5"	""	"CD6"	"CD7"	"CD8"	"CD9"	"CD10"	"CD11"	"CD12"	"CD13"	"CD14"	"CD15"	"CD16"	""	""	""	""	""
"7"	"R
o u n d
1"	"1"	"116"	"71"	"5"	"1"	"1"	""	"10"	"1"	"1"	"44"	"1"	"1"	"15"	"2"	"1"	"3"	"32"	"305"	"0"	"305"	"0"	""
"8"	""	"2"	"101"	"291"	"3"	"1"	"1"	""	"5"	"1"	""	"24"	"0"	"0"	"3"	"1"	"1"	"0"	"1"	"433"	"0"	"433"	"0"	""
"9"	""	"3"	"120"	"75"	"49"	"8"	"3"	""	"73"	"4"	"4"	"15"	"2"	"16"	"4"	"6"	"7"	"11"	"13"	"410"	"0"	"410"	"0"	""
"10"	""	"4"	"103"	"133"	"27"	"67"	"4"	""	"37"	"6"	"5"	"7"	"2"	"4"	"7"	"6"	"4"	"4"	"10"	"426"	"0"	"426"	"0"	""
"11"	""	"5"	"126"	"161"	"5"	"11"	"3"	""	"87"	"5"	"5"	"12"	"1"	"13"	"11"	"4"	"4"	"10"	"32"	"490"	"0"	"490"	"0"	""
"12"	""	"6"	"20"	"117"	"1"	"1"	"3"	""	"44"	"1"	"0"	"1"	"0"	"0"	"5"	"1"	"3"	"1"	"6"	"204"	"0"	"204"	"0"	""
"13"	""	"7"	"228"	"109"	"8"	"11"	"3"	""	"31"	"2"	"4"	"16"	"1"	"2"	"4"	"0"	"4"	"7"	"14"	"444"	"0"	"444"	"0"	""
"14"	""	"8"	"277"	"9"	"0"	"3"	"1"	""	"67"	"1"	"3"	"142"	"1"	"2"	"2"	"0"	"0"	"2"	"6"	"516"	"0"	"516"	"0"	""
"15"	""	"9"	"59"	"8"	"1"	"3"	"0"	""	"6"	"1"	"0"	"307"	"3"	"0"	"0"	"0"	"0"	"0"	"2"	"390"	"0"	"390"	"0"	""
"16"	""	"10"	"54"	"98"	"32"	"11"	"1"	""	"2"	"0"	"2"	"63"	"0"	"0"	"1"	"3"	"2"	"4"	"24"	"297"	"0"	"297"	"0"	""
"17"	""	"11"	"61"	"178"	"8"	"11"	"5"	""	"28"	"5"	"5"	"167"	"0"	"1"	"2"	"0"	"0"	"1"	"31"	"503"	"0"	"503"	"0"	""
"18"	""	"12"	"187"	"70"	"29"	"73"	"5"	""	"96"	"4"	"9"	"113"	"5"	"6"	"3"	"3"	"3"	"6"	"4"	"616"	"0"	"616"	"0"	""
"19"	""	"13"	"57"	"114"	"3"	"108"	"9"	""	"62"	"2"	"2"	"93"	"0"	"4"	"1"	"0"	"0"	"3"	"4"	"462"	"0"	"462"	"0"	""
"20"	""	"14"	"120"	"151"	"2"	"13"	"2"	""	"45"	"5"	"2"	"12"	"2"	"1"	"5"	"2"	"0"	"3"	"0"	"365"	"0"	"365"	"0"	""
"21"	"TOTAL"	""	"1629"	"1585"	"173"	"322"	"41"	""	"593"	"38"	"42"	"1016"	"18"	"50"	"63"	"28"	"29"	"55"	"179"	"5861"	"0"	"5861"	"0"	""
"22"	"R
o u n d
2"	"15"	"164"	"60"	"3"	"13"	"5"	""	"176"	"5"	"3"	"42"	"2"	"1"	"5"	"2"	"1"	"5"	"18"	"505"	"0"	"505"	"0"	""
"23"	""	"16"	"224"	"76"	"4"	"7"	"1"	""	"37"	"1"	"1"	"5"	"1"	"0"	"18"	"0"	"1"	"1"	"1"	"378"	"0"	"378"	"0"	""
"24"	""	"17"	"180"	"50"	"4"	"2"	"1"	""	"79"	"4"	"3"	"6"	"3"	"5"	"5"	"0"	"3"	"1"	"10"	"356"	"0"	"356"	"0"	""
"25"	""	"18"	"352"	"72"	"11"	"2"	"2"	""	"2"	"2"	"1"	"23"	"0"	"3"	"2"	"1"	"0"	"2"	"11"	"486"	"0"	"486"	"0"	""
"26"	""	"19"	"73"	"386"	"2"	"1"	"0"	""	"2"	"0"	"2"	"35"	"2"	"0"	"8"	"1"	"0"	"1"	"22"	"535"	"0"	"535"	"0"	""
"27"	""	"20"	"83"	"289"	"1"	"1"	"0"	""	"1"	"0"	"1"	"13"	"0"	"1"	"20"	"1"	"0"	"3"	"26"	"440"	"0"	"440"	"0"	""
"28"	""	"21"	"49"	"310"	"23"	"4"	"1"	""	"5"	"0"	"1"	"16"	"3"	"1"	"3"	"3"	"1"	"5"	"8"	"433"	"0"	"433"	"0"	""
"29"	""	"22"	"30"	"197"	"5"	"14"	"0"	""	"8"	"0"	"5"	"60"	"3"	"4"	"21"	"2"	"1"	"9"	"12"	"371"	"0"	"371"	"0"	""
"30"	""	"23"	"49"	"561"	"5"	"2"	"0"	""	"2"	"0"	"0"	"13"	"0"	"0"	"10"	"0"	"1"	"2"	"12"	"657"	"0"	"657"	"0"	""
"31"	""	"24"	"108"	"292"	"8"	"35"	"2"	""	"11"	"2"	"4"	"24"	"1"	"0"	"2"	"0"	"2"	"6"	"8"	"505"	"0"	"505"	"0"	""
"32"	""	"25"	"65"	"354"	"32"	"2"	"0"	""	"0"	"0"	"0"	"0"	"0"	"1"	"4"	"0"	"0"	"0"	"40"	"498"	"0"	"498"	"0"	""
"33"	""	"26"	"245"	"104"	"1"	"12"	"1"	""	"6"	"5"	"1"	"15"	"1"	"1"	"5"	"0"	"3"	"5"	"12"	"417"	"0"	"417"	"0"	""
"34"	""	""	""	""	""	""	""	""	""	""	"Annexure XLI [CHAPTER XIV,PARA 26.9]"	""	""	""	""	""	""	""	""	""	""	""	""	""
"35"	""	""	""	""	""	""	""	""	""	""	"FORM 20
FINAL RESULT SHEET [SEE RULE 56C(2)(C)]"	""	""	""	""	""	""	""	""	""	""	""	""	""
"36"	""	""	""	""	""	""	""	""	"ELECTION TO THE HOUSE OF THE PEOPLE FROM THE 200-BRAHMPUR CONSTITUENCY
PART I
(To be used both for Parliamentary and Assembly Election)"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
